,name,rakuten_id,jalan_id,yahoo_id,lat,lng,address,tel
339,ロハスヴィラ,54224,yad306784,00908822,26.21687222,127.687925,沖縄県那覇市牧志2-1-6ブレスビル３Ｆ,098-867-7757
340,ＲＹＵＫＡ　ＨＯＴＥＬ　ＮＡＨＡ（琉華ホテル那覇）,168244,-,-,26.21794167,127.7020197,沖縄県那覇市松川300-2,098-970-6220
341,沖縄の宿　あじまぁ,54214,,00902747,26.21667225,127.6882138,沖縄県那覇市牧志2-1-18 2F,098-975-9851
342,若狭の家　＾,171089,,,26.2226172,127.6776645,沖縄県那覇市若狭3-7-29　Ｗａｋａｓａ　ｎｏ　ｉｅ,080-4699-0205
343,ラ・ジェント・ホテル沖縄那覇,195942,yad302404,00082644,26.2194008,127.6814582,沖縄県那覇市松山2-2-9,098-894-5600
344,４ＬＤＫ　国際通り、牧志駅徒歩２分　駐車場二台無料　デザイナーハウス　＾,175667,,,26.2159233,127.693465,沖縄県那覇市牧志3-18-23 Condominium Link House,090-7297-5501
345,Ｆａｍｉｌｙ　Ｒｏｏｍ　Ｏｋｉｎａｗａ　＾,185875,,,26.2179957,127.6836174,沖縄県那覇市牧志1-14-21号　Ｆａｍｉｌｙ　Ｒｏｏｍ　Ｏｋｉｎａｗａ,090-7454-5779
346,ホテルブライオン那覇,27883,yad374934,00901163,26.21986348,127.6802728,沖縄県那覇市松山2-15-13,098-868-1600
347,Ｍｒ．ＫＩＮＪＯＭｉｋｉ２４ｉｎ牧志駅前,178486,yad396080,00914158,26.21569985,127.6935824,沖縄県那覇市牧志3-23-33,098-988-1762
348,Ｓｏｕｔｈｅｒｌｉｅｓ久茂地,181539,,,26.2182452,127.6826287,沖縄県那覇市久茂地2-18-21　サザリーズコンドミニアム久茂地2Ａ（101号室）,070-1369-1334
349,上間氏住宅　＾,189317,,,26.2183774,127.6823708,沖縄県那覇市久茂地2-17-5　3Ｆ　Ｕｅｍａ　ｓｈｉ　ｊｕｔａｋｕ,090-1080-9134
350,たびの邸宅　沖縄那覇,172467,yad358458,00050688,26.22044062,127.6792815,沖縄県那覇市松山2-26-10,050-1808-3727
351,グリーンリッチホテル＆カプセル那覇　人工温泉・二股湯の華,172254,yad377725,00081861,26.21967912,127.6801789,沖縄県那覇市松山2-15-1,098-863-2400
352,Ｃｏｎｄｏｍｉｎｉｏ　Ｍａｋｉｓｈｉ,197097,yad320091,00920783,26.2156293,127.690676,沖縄県那覇市牧志3-9-22,098-869-1651
353,ホテル山の内,10959,yad374036,00907400,26.21625561,127.6873223,沖縄県那覇市牧志1-3-55,098-862-5301
354,ＢｉＢｉ　Ｈｏｔｅｌ　国際通り,177702,yad356785,00914239,26.21556247,127.6910825,沖縄県那覇市牧志3-20-36,098-975-9567
355,ＧＲＧホテル那覇,16693,yad306651,00907221,26.21957183,127.6800367,沖縄県那覇市松山2-16-10,098-868-6100
356,パラダイスイン　＾,185124,,,26.2163959,127.6862768,沖縄県那覇市牧志1-3-17　ｐａｒａｄｉｓｅ　ｉｎｎ,090-6867-3473
357,シーサー・イン那覇,1623,,,26.2160649,127.6871171,沖縄県那覇市牧志1-3-59,098-861-4311
358,ソルヴィータホテル那覇,43753,yad392244,00080573,26.21984679,127.6792118,沖縄県那覇市松山2丁目17-17,098-863-1234
359,シークレットハウス牧志,151299,yad361387,00050277,26.2164008,127.6855505,沖縄県那覇市牧志1-3-11　2階3階,080-6487-5282
360,ランドーレジデンス那覇沖縄,196086,yad371368,00920244,26.2212945,127.6774266,沖縄県那覇市若狭2-4-13,03-6806-5544
361,Ｎｅｗ　Ｎｏｒｍａｌ　Ｈｏｔｅｌ　ｉｎ　ＭＡＴＳＵＹＡＭＡ（ニューノーマルホテルイン松山）,183142,yad362912,00913384,26.2208157,127.6778065,沖縄県那覇市松山1-35-14,098-894-4704
362,ホテルエアウェイ,753,yad311346,00918460,26.21831087,127.6810533,沖縄県那覇市久茂地2-14-5,098-864-0511
363,ホテル　ロコイン沖縄,15963,yad346482,00081106,26.22043283,127.6780619,沖縄県那覇市松山1-27-11,098-869-6511
364,ゲストハウスブルーオーシャン那覇,192998,yad386434,00919253,26.22141506,127.6769513,沖縄県那覇市若狭2-5-6,098-960-0293
365,ホテル　タイラ,12551,yad310743,00901078,26.21913576,127.6795451,沖縄県那覇市松山1-14-13,098-868-4515
366,Ｍｒ．ＫＩＮＪＯ　Ｅｍｉｎｅｎｃｅ　ｉｎｎ　Ｍａｋｉｓｈｉ,149417,-,00905135,26.2147069,127.6930723,沖縄県那覇市牧志3-22-39,098-917-6262
367,Ｐｒｏｕｄ　Ｍａｋｉｓｈｉ　＾,173419,,,26.2165508,127.6839897,"沖縄県那覇市牧志1-8-2　3Ｆ,4Ｆ",080-9852-8558
368,Ｍａｃｃｉ　ｇｕｗａｔｔｉ　＾,171196,,,26.2151837,127.6879713,沖縄県那覇市松尾2-8-35　2Ｆ　Ｍａｃｃｉ　ｇｕｗａｔｔｉ,090-3016-5339
369,アパホテル〈那覇松山〉,67292,yad308744,00080720,26.21824976,127.6804284,沖縄県那覇市松山1-4-16,0570-004-711
370,ゲストハウス　ＦＵＫＵＴＯＭＩ,141899,yad358696,00904731,26.21488122,127.6889878,沖縄県那覇市牧志3-2-46,098-861-8896
371,Ｔｈｅ　Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｎｏａｈ,187953,,,26.21501047,127.6882919,沖縄県那覇市松尾2-9-11　吉川ビル3階,080-3532-3129
372,ホテル　ロコイン松山,626,yad314666,00081107,26.21898577,127.6792201,沖縄県那覇市松山1-14-5,098-869-6565
373,ホテルランタナ那覇国際通り,176688,yad346170,00916246,26.2154548,127.6860562,沖縄県那覇市松尾2-8-1,098-862-3211
374,ＨＯＴＥＬ　ｂｒｉｇｈｔ　ｃｏｌｏｒ　ＭＨＭ　Ｎａｈａ,196314,yad369894,-,26.2208943,127.6767946,沖縄県那覇市若狭2-4-1　ＭＨＭ601,050-1720-1948
376,ホテルランタナ那覇松山,177516,yad385561,00916261,26.21820952,127.6796542,沖縄県那覇市松山1-13-20,098-917-6106
377,ホテルアーバンシー２　松尾,176932,,,26.21488552,127.6870744,沖縄県那覇市松尾2-8-45,050-5482-3712
378,わらゆんＳＯ　松武の古民家,166899,,,26.2140709,127.6930863,沖縄県那覇市壺屋1-25-2,080-3982-2071
379,わらゆんＳｏ〜ヴィラ壺屋〜,182316,,,26.2140206,127.693008,沖縄県那覇市壺屋1-25-26,080-3982-2071
380,スマイルハイツ　＾,171040,,,26.2139432,127.6931326,沖縄県那覇市壺屋1-25-25号　Ｓｍｉｌｅ　Ｈｅｉｇｈｔｓ,03-6705-5554
381,ＡＳ＿ＢＬＤＧ　Ｄｏｗｎｔｏｗｎ　Ｍｅｔｒｏ　ＮＡＨＡ　＾,173637,,,26.2180131,127.679412,沖縄県那覇市松山1-12-14,080-9852-8558
382,ステラリゾート,44353,yad335682,-,26.21408643,127.6895499,沖縄県那覇市牧志3-6-41 3F,098-863-1330
383,Ｓｏｕｔｈｗｅｓｔ　Ｇｒａｎｄ　Ｈｏｔｅｌ,184913,yad326032,00003013,26.2156658,127.6837213,沖縄県那覇市久茂地3-29-52,098-860-0421
384,ビレッジまつお２０１,181232,,,26.21434257,127.6878915,沖縄県那覇市松尾2-11-14　ビレッジまつお2F,050-5534-5255
385,ＢＬＵＥ　ＨＯＵＳＥ　ＵＲＡＳＯＥ　＾,173483,,,26.2504168,127.7079047,沖縄県浦添市屋富祖2-29-29 C棟,080-9852-8558
386,ホテルカクテルステイナハ,178226,yad369585,00081936,26.21984303,127.6768446,沖縄県那覇市松山1-29-7,050-1792-2641
387,ステイインやふそスタイルＡ棟・Ｂ棟,172014,,,26.250387,127.7080403,沖縄県浦添市屋富祖2-29-27，2-29-28,098-870-4005
388,沖縄の宿　行燈（あんどん）,68058,,,26.21471056,127.6860027,沖縄県那覇市松尾2-5-20,098-861-2778
389,ホテル天使館久茂地,184632,yad352184,-,26.2156882,127.6832884,沖縄県那覇市久茂地3-29-28,098-894-3597
390,沖縄ゲストハウスＧＲＡＮＤ那覇（グランナハ）,149061,yad383511,00917941,26.21697428,127.680537,沖縄県那覇市久茂地2-7-11,098-917-4946
391,Ｍ　ｈｏｍｅ　＾,170377,,,26.2155622,127.683227,沖縄県那覇市久茂地3-29-9-1Ｆ　Ｋｕｍｏｊｉ　ＨｏｕｓｅＩＩ,080-9105-7319
392,コンドミニアムハウスＶＥＲＹ　＾,184937,,,26.2137303,127.6897122,沖縄県那覇市壺屋1-7-5号　2Ｆ　コンドミニアムハウスＶＥＲＹ,050-1790-1618
393,ＷＯＯＤＳＩＤＥ　ＳＴＵＤＩＯ,187978,yad354802,00914980,26.2177395,127.6791606,沖縄県那覇市松山1-12-18,098-943-9500
394,ゲストハウス　柏屋,40451,,,26.21401697,127.6879306,沖縄県那覇市松尾2-11-22,098-869-8833
395,ビジネスホテル三和莊,28458,,,26.21364759,127.6899332,沖縄県那覇市壺屋1-7-9,098-867-8689
396,Ｍｒ．ＫＩＮＪＯ　ｉｎ　Ａｒｃａｄｅ,167932,yad358327,00904422,26.21369317,127.6894425,沖縄県那覇市牧志3-5-8,098-917-1580
397,龍神ホテル浮島那覇（ｃｏｎｄｏ－ｈｏｔｅｌ）,181339,yad363898,00912070,26.21467856,127.6852493,沖縄県那覇市松尾2-5-36,098-943-1818
398,Ｅｘｓａｉｓｏｎ久茂地　＾,169747,,,26.2159332,127.6820461,沖縄県那覇市久茂地3-15-6　Ｅｘｓａｉｓｏｎ　Ｋｕｍｏｊｉ,03-4405-2361
399,Ｋｕｍｏｊｉ　Ｈｏｕｓｅ　＾,170376,,,26.2151066,127.6838091,沖縄県那覇市久茂地3-29-10　Ｋｕｍｏｊｉ　Ｈｏｕｓｅ,080-9105-7319
400,ビクトリアホテル,153305,yad347511,00907906,26.2201087,127.6759398,沖縄県那覇市若狭2-2-12,098-868-0701
401,Ｈｏｓｔｅｌ　沖縄　リトルアジア　Ｇｕｅｓｔ　Ｈｏｕｓｅ,44183,yad300650,-,26.21352259,127.6894471,沖縄県那覇市壺屋1-7-1丸国マーケット２階リトルアジア,098-862-3446
402,オアシスハウス,181456,yad391421,-,26.2159788,127.6816631,沖縄県那覇市久茂地3-16-15　2階,098-963-7007
403,民宿柏青荘,19329,yad382405,00915563,26.2140475,127.6867251,沖縄県那覇市松尾2-12-7-3Ｆ,098-866-5757
404,国際タウンズイン,84787,-,00907230,26.2140475,127.6866724,沖縄県那覇市松尾2-12-7,098-860-1236
405,アパホテル〈那覇空港若狭〉,183849,yad352620,00082406,26.2198443,127.6760425,沖縄県那覇市松山1-33-8,0570-005-211
406,ホステル美らキャビン,168674,,00909372,26.21471176,127.6843628,沖縄県那覇市松尾2-1-7-5,098-894-8981
407,ホテルリビングイン県庁前駅,193319,yad340608,00920232,26.2163439,127.6806398,沖縄県那覇市久茂地2-6-23,098-988-3900
408,ゲストハウス松山,187446,,,26.2173256,127.6790047,沖縄県那覇市松山1-7-6　葦原ビル2F,050-5369-8688
409,那覇市　壺屋の宿　ＧＲＡＮＤＰＡ＇Ｓ　ＨＯＵＳＥ　Ｂａｒｃｈａｎｃｈｉ　＾,186384,,,26.2131292,127.6899297,沖縄県那覇市壺屋1-6-5号　1Ｆ　ＧＲＡＮＤＰＡ＇Ｓ　ＨＯＵＳＥ　Ｂａｒｃｈａｎｃｈｉ,090-9785-3482
410,アルファベッドイン那覇国際通りＷＥＳＴ,182582,yad336292,00916664,26.2130944,127.6902054,沖縄県那覇市壺屋１丁目5番1号,098-963-7007
411,リンゴテラス壺屋　＾,171621,-,,26.2127188,127.6938597,沖縄県那覇市壺屋2-19-21ホーュウハイツ4階、5階　ホーュウハイツ,080-2753-5990
412,Ｈｏｓｔｅｌ　沖縄　リトルオアシス,76418,,,26.21339757,127.6864863,沖縄県那覇市松尾2-14-16　カフェリトルオアシス2階,098-862-3446
413,民宿やすらぎ　＜沖縄県＞,160941,,,26.2127459,127.6896144,沖縄県那覇市壺屋1丁目6番17号,098-863-7142
414,Ｌｉｔｔｌｅ　Ｉｓｌａｎｄ　Ｏｋｉｎａｗａ　松山,177772,yad361468,00909461,26.21911868,127.6755873,沖縄県那覇市松山1-31-3,098-880-2570
415,ＣＡＢＩＮ＆ＨＯＴＥＬ　ＣＯＮＳＴＡＮＴ　ＮＡＨＡ,183572,yad357846,00913593,26.212653,127.6892447,沖縄県那覇市壺屋1-1-3,098-869-0701
416,沖縄家庭料理の宿　なかはら,28077,,,26.22017221,127.7121423,沖縄県那覇市首里山川町1-69-3,098-887-7073
417,アルファベッドイン那覇国際通りＥＡＳＴ,183254,yad327212,00916665,26.2122494,127.690906,沖縄県那覇市壺屋１-18-46,098-963-7007
418,サザンハウス髙良　＾,199748,,,26.212313,127.6899486,"沖縄県那覇市壺屋1-2-23 サザンハウス髙良 201室,301室,401室",090-3160-2621
419,グランツイン国際通り,196425,yad392752,00920391,26.2127892,127.6869741,沖縄県那覇市松尾2-14-24,098-988-1952
420,ＯＮ　ＴＨＥ　ＳＡＭＥ　ＨＯＴＥＬ,179464,yad358965,00916719,26.2126662,127.6874584,沖縄県那覇市松尾2-19-28,080-5115-3625
421,ワイヤーズホテルＮＡＨＡ,147940,yad394923,00908236,26.2212447,127.6731149,沖縄県那覇市若狭1-21-10,098-917-5267
422,Ｍａｉｓｙ’ｓ　Ｏｃｅａｎ　Ｇａｒｄｅｎ,197785,,,26.2199345,127.6741941,沖縄県那覇市若狭1-14-15,050-1790-1618
423,波の上クリスタルホテル,179329,yad370814,00904876,26.2209048,127.6732302,沖縄県那覇市若狭1-20-7,098-868-4190
424,ＴＲＩＰ　ＳＰＯＴ　７７４,168642,,,26.21192769,127.690604,沖縄県那覇市壺屋1-4-15　コントラストビル,098-943-5191
425,畳の宿　那覇壺屋　ｂｙ　コルディオプレミアム,182156,yad319607,00920735,26.21182315,127.6920211,沖縄県那覇市壺屋1-31-1,098-961-6207
426,ＬＥＳＴＥＬ　ＮＡＨＡ,178159,yad388547,00921629,26.2120521,127.6890074,沖縄県那覇市松尾2-24-10,098-917-0314
427,ゲストハウス　ＢＡＳＥ　ＯＫＩＮＡＷＡ,69365,yad362056,00915565,26.22062996,127.6731123,沖縄県那覇市若狭1-17-5,098-868-2968
428,Ｒａｋｕｔｅｎ　ＳＴＡＹ　那覇　やちむん通り,170488,,00916150,26.21186699,127.6893835,沖縄県那覇市壺屋1-1-24,050-1750-9719
429,ホテルシーバーグ波之上,184684,,,26.2209452,127.6726822,沖縄県那覇市若狭1-21-1,098-863-7700
430,ホテル・キング,28075,yad357074,,26.25424079,127.7062006,沖縄県浦添市屋富祖4-6-3,098-877-3436
431,Ｌハウス那覇,181725,,,26.2168741,127.6761476,沖縄県那覇市久米2-19-22,090-6867-8230
432,Ｋｏｋｕｓａｉ　Ｓｔｒｅｅｔ　Ｇａｒｄｅｎ　Ｈｏｔｅｌ,182307,yad342833,00917425,26.2112653,127.6894659,沖縄県那覇市樋川2-2-10,098-911-5077
433,ビジネスホテルうえず荘,129565,,,26.21622259,127.7097453,沖縄県那覇市松川3-17-17,098-887-0323
434,西鉄リゾートイン那覇,130025,yad371653,00080701,26.21553889,127.6775426,沖縄県那覇市久米2-3-13,098-869-5454
435,Ｍｒ．ＫＩＮＪＯ　ＬＩＮＫｉｎＫｕｍｅＮＡＨＡ,177934,,00914148,26.21728828,127.675037,沖縄県那覇市久米2-26-17,098-963-9285
436,コンドミニアムＧＯＬＦＧＯＬＦ壺屋,167076,yad350964,00919240,26.2106325,127.6953058,沖縄県那覇市寄宮1-11-14,098-987-1789
437,スマイルホテル那覇シティリゾート,151274,yad382179,00901221,26.2176784,127.6742318,沖縄県那覇市久米2-32-1,098-869-2511
438,ＰＲＯＳＴＹＬＥ　ＴＥＲＲＡＣＥ　ＮＡＨＡ（プロスタイル　テラス　ナハ）,182862,yad346200,00917921,26.21525429,127.6771151,沖縄県那覇市久米2-3-2,098-988-4860
439,ホテル　ピースランド久米,39414,yad352932,00907679,26.21520281,127.6771009,沖縄県那覇市久米2-3-19,098-860-6070
440,ルソレイル樋川　＾,169535,,,26.2109078,127.687226,沖縄県那覇市樋川1-4-33　ルソレイル樋川,080-3221-0056
441,ＩＮＦＩＮＩＴＹ　ＨＯＴＥＬ　－ＨＩＧＡＷＡ－　＾,174831,,00051055,26.2107536,127.6878973,沖縄県那覇市樋川1-5-46,070-5410-1526
442,ＩＮＦＩＮＩＴＹ　ＨＯＴＥＬ　樋川,184709,,00051055,26.2107536,127.6878973,沖縄県那覇市樋川1-5-46,098-943-5727
443,Ｍｃｉｔｙ　ｉｎ　ＷＡＫＡＳＡ,182113,yad368331,,26.2187098,127.6727813,沖縄県那覇市若狭1-10-18,06-7713-1349
444,沖縄県青年会館,19420,,,26.21563053,127.6762093,沖縄県那覇市久米2-15-23,098-864-1780
445,Ｍｒ．ＫＩＮＪＯ　ｉｎ　ＭＩＨＡＲＡ,165989,,00905130,26.21061758,127.6987306,沖縄県那覇市三原1-1-19,098-894-6086
446,プロスタイル旅館　那覇県庁前,182305,yad394208,00917924,26.2148701,127.676823,沖縄県那覇市久米2-2-1,098-917-1629
447,刻の宿　那覇　ｂｙ　サンレストリゾート（旧コンドミニアムエルズイン那覇樋川ｂｙコルディオプレミアム）,166044,yad347312,00905168,26.21008829,127.6889879,沖縄県那覇市樋川1-7-1,098-970-8513
448,ホテルリブマックスＢＵＤＧＥＴ那覇,136129,yad387368,00900358,26.2147516,127.6767606,沖縄県那覇市久米2-2-7,098-868-0111
449,ＢｉＢｉ　Ｈｏｔｅｌ　ＮＡＨＡ　ＫＵＭＥ,183233,yad344114,00914215,26.21767834,127.673037,沖縄県那覇市久米1-7-8,098-917-0920
450,スマイルスマートイン那覇久米,198834,yad321282,,26.2176278,127.673058,沖縄県那覇市久米1-7-8,090-6451-3754
451,Ｎｅｗ　Ｎｏｒｍａｌ　Ｈｏｔｅｌ　ｉｎ　ＮＡＭＩＮＯＵＥ（ニューノーマルホテルイン波の上）,183143,yad356865,00913383,26.2188332,127.6716832,沖縄県那覇市辻2-9-3,098-894-4353
452,ホテル　トロピカーナ【大人専用１８禁・ハピホテ提携】,163428,,,26.21893265,127.6712026,沖縄県那覇市辻2-17-4,098-862-7300
453,龍球,167968,yad317245,,26.25226926,127.7130946,沖縄県浦添市城間2-12-10　2Ｆ,098-917-2005
454,Ｍｒ．ＫＩＮＪＯ　ｉｎｎ　Ｄ－ｂｕｉｌ,160824,yad385012,,26.218045,127.6719152,沖縄県那覇市辻2-8-16,080-6487-6327
455,Ｖｉｌｌａ　Ｂｉａｎｃｏ,167103,,,26.2094241,127.6892898,沖縄県那覇市樋川1-7-16,075-746-3987
456,コーラルゲートイン久米,184688,,00915329,26.2172326,127.672597,沖縄県那覇市久米1-8-5,098-863-5350
457,那覇ラグーンホテルＩ,166487,,,26.2192587,127.6703653,沖縄県那覇市辻2-24-1,098-863-6999
458,ＣＯＮＤＯＭＩＮＩＵＭ　ＨＯＴＥＬ　Ｒｉｙｕｋａ　ｉｎ　ＫＵＭＥ,197652,yad328368,00921553,26.21699865,127.6721646,沖縄県那覇市久米1-23-5,098-963-9099
459,松藤３Ｆ　＾,185521,,,26.2172312,127.6719262,沖縄県那覇市辻2-1-9　松藤ビル　2～4Ｆ,080-4086-2001
460,ダイワロイネットホテル沖縄県庁前,104526,yad345096,00080050,26.21322734,127.6766836,沖縄県那覇市泉崎1-11-2,098-860-1855
461,めんそーれ　＾,185492,,,26.2140259,127.6754411,沖縄県那覇市久米1-1-25　めんそーれビル3階　Ｍｅｎｓｏｒｅ,06-7167-6623
462,Ｍｒ．ＫＩＮＪＯ　ｉｎ　ＵＥＮＯＫＵＲＡ,187927,,00905133,26.2169977,127.6717319,沖縄県那覇市辻2-1-6,098-943-9021
463,Ｍｒ．ＫＩＮＪＯｉｎＣｏｌｏｒ′ｚＣｉｉｚｉ,176603,yad360824,00914159,26.2183742,127.6704435,沖縄県那覇市辻2-18-6,098-917-1571
464,沖縄ホテルプレシア,158381,yad331594,00910725,26.2171923,127.671382,沖縄県那覇市辻2-6-1,098-864-2111
465,リバーサイド旭橋,72700,,,26.21311968,127.6762372,沖縄県那覇市泉崎1-12-14,098-835-1818
466,ＢｉＢｉ　Ｈｏｔｅｌ　波之上,184144,yad389467,00914240,26.21764699,127.6708108,沖縄県那覇市辻2-11-23,098-988-9215
467,ＧＲＧホテル那覇東町,41401,yad350295,00908205,26.21378904,127.6750706,沖縄県那覇市東町6-16,098-862-7200
468,ＨＯＴＥＬ　ＣＯＺＹ　ＳＴＡＹ　ＩＮ　糸満,162659,yad304215,00904047,26.1258339,127.6660589,沖縄県糸満市糸満2433-5,098-988-1952
469,ＫＡＩ　Ｓｈｉｏｚａｋｉ,192444,,,26.1208666,127.6674094,沖縄県糸満市潮崎町3-2-7,098-987-9889
470,ゲストハウス　Ｓｅａ　ｇｌａｓｓ,149069,,,26.12059844,127.6696223,沖縄県糸満市真栄里2032-9,080-6497-1018
471,南海ホテル糸満,67366,,,26.12769513,127.6661617,沖縄県糸満市糸満1981-1,098-992-3229
472,ＺＡ１５５　糸満ＩＮ　２，３Ｆ　＾,195109,,,26.1290314,127.6670873,沖縄県糸満市糸満989-57,080-4086-2001
473,ホテルトーマスみなみ,181236,,00912226,26.12763623,127.6643022,沖縄県糸満市字糸満2187,090-6867-8230
474,やど　有,145353,,,26.12987889,127.6629502,沖縄県糸満市糸満2275　2F,098-955-2964
475,Ｓｏｕｔｈ　Ｉｓｌａｎｄ,165792,,,26.1298477,127.6753165,沖縄県糸満市糸満1938,080-3184-7754
476,民宿　「琉菜」,158437,,,26.1367636,127.6725026,沖縄県糸満市兼城498-19,098-992-5894
477,サザンビーチホテル&リゾート沖縄,76401,yad347081,00001468,26.13154456,127.6531016,沖縄県糸満市西崎町1-6-1,098-992-7500
478,Ｍｒ．ＫＩＮＪＯ　ｉｎ　ＮＩＳＨＩＺＡＫＩ,166976,yad375238,00905128,26.1434436,127.6702276,沖縄県糸満市西崎6-7-8,098-894-6832
479,ペンション・喫茶　南の楽園,37448,,00903693,26.10403098,127.6690896,沖縄県糸満市小波蔵145-1,098-997-4005
480,Ｎａｓｈｉｒｏ　Ｗｈｉｔｅ　Ｃｕｂｅ／民泊,186030,,,26.1038517,127.6612785,沖縄県糸満市名城224-1　Ｎａｓｈｉｒｏ　Ｗｈｉｔｅ　Ｃｕｂｅ,080-7302-0404
481,民宿糸満ガリガリーおおしろ　＾,185640,yad374248,,26.1014178,127.669259,沖縄県糸満市小波蔵147-1　民宿糸満ガリガリーおおしろ,090-6865-2341
482,ＮＡＲＵ　ＨＯＵＳＥ,168400,,,26.0997004,127.6787865,沖縄県糸満市南波平73-2,098-832-1046
483,プラネットコア／民泊,173417,,,26.2544686,127.733064,沖縄県浦添市当山1-3-18,090-6713-5885
484,Ｄ－ａｎｄ　Ｓｔａｙ．５　Ｒｅｓｏｒｔ　Ｏｋｉｎａｗａ,184672,,00051005,26.24332819,127.7372041,沖縄県浦添市前田2-14-8,098-917-5628
485,ウィンアカミネ,196112,yad338492,,26.2572678,127.7101031,沖縄県浦添市城間1-10-8,075 200 9953
486,コンドミニアムホテル・リッカ　ｉｎ　Ｇｕｓｕｋｕｍａ,191591,yad352529,,26.2576913,127.7104683,沖縄県浦添市城間3-6-5,070-8374-8530
487,Ｒｅｄ　Ｄｒａｇｏｎ　Ｏｋｉｎａｗａ／民泊,186923,,,26.2632028,127.7204085,沖縄県浦添市牧港1-47-11-1　レッドドラゴン,070-8374-8530
488,Ｏｌｄ　Ａｍｅｒｉｃａｎ　Ｈｏｕｓｅ　Ｋ－１１３／民泊,185368,,,26.2600948,127.7338693,沖縄県宜野湾市嘉数1-14-1　Ｏｌｄ　Ａｍｅｒｉｃａｎ　Ｈｏｕｓｅ　Ｋ-113,050-5444-6620
489,パインテラス／民泊,189897,,,26.2621413,127.7302451,沖縄県宜野湾市嘉数4-22-16　2階,070-9194-2736
490,ＧＲＥＥＮ　ＨＯＵＳＥ（グリーンハウス）,158861,,,26.26282366,127.7145862,沖縄県浦添市港川2-11-14,080-6493-1274
491,ホテル＆サロンＪｏＪｏ,166909,,,26.26455353,127.7259484,沖縄県浦添市牧港2-45-3　302,090-6861-7025
492,ハッピーハウス　３０１＜浦添市＞,167487,,,26.2646148,127.7259417,沖縄県浦添市牧港2-45-3　301,098-875-7558
493,ホテルトーマス牧港ヴィラ,180353,,00912260,26.2652282,127.7186162,沖縄県浦添市牧港1-62-1,090-6867-8230
494,ドミトリーマチナト,137375,,,26.26658144,127.7268708,沖縄県浦添市牧港4-7-7,098-988-1369
495,アルセ琉球　ハーバーステイ,172466,yad367402,00916651,26.2688422,127.726047,沖縄県浦添市牧港5-9-2,098-870-0530
496,Ｗｉｎｄ　牧港,180404,yad395104,00913191,26.2698639,127.7249099,沖縄県浦添市牧港5-14-17,050-8880-4077
497,はなハウス３Ｆ　＾,171317,,,26.2695076,127.727765,沖縄県宜野湾市宇地泊506　はなハウス,080-4086-2001
498,ホテルアラクージュ　オキナワ,184569,yad349024,00082467,26.269819,127.7148708,沖縄県浦添市字港川512番地55,098-943-5300
499,全室エアコン／ダブルベッド３台／駐車無料！　＾,190845,,,26.2695519,127.732661,沖縄県宜野湾市宇地泊1-4-10　Ｃ＆Ｋ　ＯＫＩＮＡＷＡ　　2階,080-4318-8168
500,Ｍｒ．ＫＩＮＪＯ　ｉｎ　ＵＣＨＩＤＯＭＡＲＩ,167206,,00905146,26.27015104,127.732014,沖縄県宜野湾市宇地泊1-11-6,098-917-2151
501,Ｍｒ．ＫＩＮＪＯ　ｉｎ　ＭＡＥＨＡＲＡ（旧：ＨＯＴＥＬ　ベースビュー真栄原）,165927,,00904020,26.26394993,127.7434465,沖縄県宜野湾市真栄原3-13-18,098-917-0322
502,ＨＯＴＥＬ　ＣＯＺＹＳＴＡＹ　ＩＮ　港川,183141,,,26.26962426,127.7086797,沖縄県浦添市港川584-5,098-988-1952
503,リゾザイゼンホテル,183067,yad305740,,26.2696899,127.7352834,沖縄県宜野湾市宇治泊一丁目7番10号,098-989-3880
504,はなハウス４Ｆ　＾,185522,,,26.272073,127.727755,沖縄県宜野湾市宇地泊506　Ｈａｎａ　ｈｏｕｓｅ,080-4086-2001
505,アネックス　西原インター前,164880,yad331070,00904607,26.2514915,127.7509855,沖縄県浦添市西原3-19-5,070-1990-2022
506,ウィークリーハーバービューマンション宜野湾館,166557,yad327407,00902741,26.26985167,127.7353932,沖縄県宜野湾市大謝名245-4,098-897-0707
507,Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　３０２　＾,185186,,,26.2702231,127.7087368,沖縄県浦添市字港川574-1　3～5階　Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ,080-4086-2001
508,Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　４０２　＾,186890,,,26.2702231,127.7087368,沖縄県浦添市字港川574-1　3～5階　Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　402,080-4086-2001
509,Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　５０１　＾,189343,,,26.2702231,127.7087368,沖縄県浦添市字港川574-1　3～5階　Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　5Ｆ,080-4086-2001
510,Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　５０２　＾,189357,,,26.2702231,127.7087368,沖縄県浦添市字港川574-1　3階～5階　Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ　5Ｆ,080-4086-2001
511,Ｖｅｎｔ　ｄｕ　Ｖｅｎｔボン　ドゥ　ボン　３０１　＾,170079,,,26.270681,127.7086,沖縄県浦添市字港川574-1　Ｖｅｎｔ　ｄｕ　Ｖｅｎｔ,080-4086-2001
