宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
Ｆａｍｉｌｉａｒ　Ｈｏｓｔｅｌ／民泊,175232,,,34.6980932,135.1958137,兵庫県神戸市中央区琴ノ緒町2-3-19　Familiar Hostel,050-5444-6620
ＨＯＴＥＬ　メリケンポート神戸元町,181391,,,34.6864321,135.1866695,兵庫県神戸市中央区栄町通3-1-3,078-599-9331
神戸三宮ユニオンホテル,4840,,,34.69429544,135.2014356,兵庫県神戸市中央区御幸通2-1-10　,078-242-3000
ひょうご共済会館,145337,,,34.694082,135.184488,兵庫県神戸市中央区中山手通4-17-13,078-222-2600
神戸北野ホテル,5506,,,34.69689481,135.1867868,兵庫県神戸市中央区山本通3-3-20,078-271-3711
ＨＯＴＥＬ　ＧＲＡＣＩＡＳ　ＫＯＢＥ　＾,194582,,,34.6985359,135.1961489,兵庫県神戸市中央区二宮町3-3-6　ＨＯＴＥＬ　ＧＲＡＣＩＡＳ　ＫＯＢＥ,03-6231-0330
神戸みなと温泉　蓮,149298,,,34.6836309,135.1928172,兵庫県神戸市中央区新港町1-1,078-381-7000
スーパーホテル神戸,80658,,,34.69914193,135.1936722,兵庫県神戸市中央区加納町2-1-11,078-261-9000
フォーポイント　フレックス　ｂｙ　シェラトン　神戸三宮,164695,,,34.6991653,135.1941444,兵庫県神戸市中央区布引町2-1-9,078-230-0381
ホテルピエナ神戸,214,,,34.6991614,135.1949582,兵庫県神戸市中央区二宮町4-20-5,078-241-1010
二宮旅館,106178,,,34.69847266,135.1976802,兵庫県神戸市中央区琴ノ緒町1-10-6,078-221-0736
東横ⅠＮＮ神戸三宮駅東（旧名：神戸三ノ宮１）,67134,,,34.69463986,135.2021689,兵庫県神戸市中央区御幸通2-2-2,078-271-1045
ホテルリブマックス神戸三宮,166946,,,34.69976231,135.1942658,兵庫県神戸市中央区布引町2-1-16,078-272-0260
Ｎｅｗ　Ｈｏｍｅ　ｉｎ　Ｓａｎｎｏｍｉｙａ／民泊,169544,,,34.6990211,135.1976252,兵庫県神戸市中央区二宮町2-3-5　Ｎｅｗ　Ｈｏｍｅ　ｉｎ　Ｓａｎｎｏｍｉｙａ,080-2330-8799
神戸元町・かゑる屋／民泊,189771,,,34.68740598,135.1837652,兵庫県神戸市中央区元町4-4-6　神戸元町路地ビル,080-5884-3386
Ｈｏｓｔｅｌ　Ａｎｃｈｏｒａｇｅ（ホステルアンカレッジ）,164829,,,34.68660311,135.1843051,兵庫県神戸市中央区元町通4-1-2　シャルマンビル3階,078-341-7355
天然温泉　神戸クアハウス,15442,,,34.69955028,135.1961748,兵庫県神戸市中央区二宮町3-10-15,078-222-3755
ホテルオークラ神戸,1648,,,34.68369634,135.1880482,兵庫県神戸市中央区波止場町2-1  メリケンパーク内,078-333-0111
神戸ポートタワーホテル　なごみの湯宿,79342,,,34.68491003,135.1855373,兵庫県神戸市中央区波止場町6-1,078-371-8080
グリーンヒルホテル　アーバン,1182,,,34.70027237,135.1940111,兵庫県神戸市中央区加納町2-5-16,078-222-1221
ホテル北野プラザ　六甲荘,5637,,,34.70031123,135.1928362,兵庫県神戸市中央区北野町1-1-14,078-241-2451
Ｃｌａｓｓｉｃ　Ｈｏｕｓｅ　ｉｎ　Ｋｏｂｅ／民泊,175233,,,34.7002658,135.1957595,兵庫県神戸市中央区二宮町3-14-1,050-5444-6620
Ｓｕｎ　Ｐａｒｋ　ＫＯＢＥ／民泊,186202,,,34.6984986,135.2015856,兵庫県神戸市中央区日暮通6-4-13　サンパークハイツ201,070-3136-0454
料亭旅館　豊福,43745,,,34.68767349,135.1807626,兵庫県神戸市中央区花隈町23-18,078-341-2868
ホテル　ラ・スイート神戸ハーバーランド,104705,,,34.68250471,135.1840931,兵庫県神戸市中央区波止場町7-2,078-371-1111
神戸メリケンパークオリエンタルホテル,8978,,,34.67980513,135.1889205,兵庫県神戸市中央区波止場町5-6  【ホテルコード10】0570-051-153,078-325-8111
Ｈｏｓｔｅｌ　Ｉｎｉ．ｋｏｂｅ,178725,,,34.6850264,135.1793458,兵庫県神戸市中央区北長狭通7-2-24-2F,070-8551-5512
ＡＮＡクラウンプラザホテル神戸　ｂｙ　ＩＨＧ,164,,,34.70465245,135.1952941,兵庫県神戸市中央区北野町1,078-291-1121
神戸ホテルジュラク,181293,,,34.68070314,135.1804706,兵庫県神戸市中央区東川崎町1-1-1,078-362-1400
神戸ハーバーランド温泉　万葉倶楽部,107853,,,34.67978551,135.1810046,兵庫県神戸市中央区東川崎町1-8-1プロメナ神戸9Ｆ,078-371-4126
エスカル神戸,39151,,,34.68575414,135.1753521,兵庫県神戸市中央区楠町8-10-1,078-341-0112
Ｇｕｅｓｔｈｏｕｓｅ　ＮＡＬＵノ道,198352,,,34.7015099,135.2078067,兵庫県神戸市中央区筒井町3-7‐6,078-891-8583
料亭旅館　ほてるＩＳＡＧＯ神戸,1203,,,34.7065301,135.1987771,兵庫県神戸市中央区熊内町4-3-7,078-241-0135
センチュリオンホテル　グランド　神戸駅前,153695,,,34.68084004,135.1775764,兵庫県神戸市中央区相生町2-3-7,078-599-6120
神戸マリオットホテル,136928,,,34.67888003,135.1798436,兵庫県神戸市中央区東川崎町1-3-5,078-362-1155
ゲストハウス神戸やまとむすび,165594,,,34.7072936,135.1983403,兵庫県神戸市中央区熊内町7-1-9,788552966
ＳＫ　ＨＯＴＥＬ　神戸駅前,187918,,,34.6795983,135.1758444,兵庫県神戸市中央区中町通2-3-1,078-367-7770
神戸シティガーデンズホテル（旧：ホテル神戸四州園）,1641,,,34.67775509,135.1766967,兵庫県神戸市中央区相生町4-7-18,078-341-2944
東横ＩＮＮＪＲ神戸駅北口,149250,,,34.67693969,135.1760162,兵庫県神戸市中央区相生町5-17-3,078-569-1045
ＨＯＳＴＥＬ　なかむら,151105,,,34.6772119,135.1753714,兵庫県神戸市中央区古湊通2-1-20,078-777-6319
ホテル・カサベラＩＮＮ神戸,15261,,,34.68164619,135.1712776,兵庫県神戸市兵庫区西上橘通1-4-27,078-578-0001
Ｓｅａｖｉｅｗｃｏｕｒｔ　Ｋｏｂｅ,178985,,,34.7093753,135.2055124,兵庫県神戸市中央区野崎通5-3-14,080-3477-0388
センチュリオンホテル＆スパ　ヴィンテージ神戸,179425,,,34.6724946,135.2053445,兵庫県神戸市中央区港島1-1-6,078-335-7801
東横ＩＮＮ神戸湊川公園,108407,,,34.68067403,135.1695722,兵庫県神戸市兵庫区福原町32-13,078-512-1045
ＨＯＳＴＥＬ　ユメノマド　〜ＹＵＭＥ－ＮＯＭＡＤ〜,142672,,,34.678689,135.168826,兵庫県神戸市兵庫区新開地1-2-2,078-576-1818
ホテルサンルートソプラ神戸アネッサ,158366,,,34.6758897,135.1712523,兵庫県神戸市兵庫区湊町４丁目１－１１,078-578-7500
ホテル　ウインベルマジック,41828,,,34.67640509,135.1704361,兵庫県神戸市兵庫区湊町4-2-15,078-576-3455
かどや旅館＜兵庫県＞,41801,,,34.67749269,135.1689888,兵庫県神戸市兵庫区中道通1-1-16,078-575-1132   
ホテルリブマックスＢＵＤＧＥＴ神戸,147505,,,34.6769229,135.1689997,兵庫県神戸市兵庫区水木通1-2-8,078-575-6061
旅の間　灘（戸建）／民泊,176168,,,34.706768,135.216415,兵庫県神戸市灘区城内通5－5－6　城内通5－戸建,078-335-1790
ゲストハウス萬家,164575,,,34.7079594,135.2167616,兵庫県神戸市灘区城内通4-4-10,090-9856-8280
同心ビジネスイン,153192,,,34.6700099,135.1748744,兵庫県神戸市兵庫区本町1-3-23,078-671-5155
アリストンホテル神戸,147769,,,34.6672939,135.2123298,兵庫県神戸市中央区港島中町6-1,078-303-5555
ホテルパールシティ神戸,5395,,,34.66765992,135.2161297,兵庫県神戸市中央区港島中町7-5-1,078-303-0100
神戸ポートピアホテル,5521,,,34.66507405,135.2137688,兵庫県神戸市中央区港島中町6-10-1,078-302-1111
神戸ルミナスホテル　兵庫駅前,3156,,,34.66982512,135.1632398,兵庫県神戸市兵庫区塚本通6-2-11,078-511-7700
ＢＡＬＯＨ　ＷＡＤＡＭＩＳＡＫＩ,196543,,,34.6585102,135.1764203,兵庫県神戸市兵庫区三石通2-1-6,06-7167-6048
旅の間　長田（戸建）　＾,169150,,,34.6641352,135.1551247,兵庫県神戸市長田区菅原通4-206-4　菅原通4-戸建,078-335-1790
ノエビアスタジアム神戸まで徒歩５分／民泊,173712,,,34.65382288,135.1669829,兵庫県神戸市兵庫区吉田町2-23-2,090-3289-4184
ＧＬＡＭＰＩＮＧ　ＲＥＳＯＲＴ　ＫＯＢＥ　ＲＯＫＵＫＩＫＵ　＋ｏｎｅ,191899,,,34.7047714,135.1556272,兵庫県神戸市兵庫区烏原町字ヌク谷1,070-9190-1224
Ｎｉｃｅ　Ｄａｙ　Ｍｏｔｏｍａｃｈｉ／民泊,190720,,,34.6639345,135.2203909,兵庫県神戸市中央区下山手通4-10-22　鯉川マンション702,070-4474-0102
有馬温泉　ホテル花小宿,136919,,,34.79632934,135.2477364,兵庫県神戸市北区有馬町1007,078-904-0281
有馬温泉　有馬ロイヤルホテル,15232,,,34.79597661,135.2481669,兵庫県神戸市北区有馬町987,078-904-0541
有馬　小宿とうじ,144466,,,34.796131,135.248203,兵庫県神戸市北区有馬町1019,078-904-0708
小宿　有楽,173184,,,34.7964338,135.2482123,兵庫県神戸市北区有馬町818番地,078-904-0552
有馬温泉　角の坊旅館,7140,,,34.79597659,135.2471448,兵庫県神戸市北区有馬町878,078-904-0771
貸別荘　楓－ｆｕ－,192192,,,34.7962975,135.2484962,兵庫県神戸市北区有馬町1020-1,078-600-0309
有馬温泉　陶泉　御所坊,80572,,,34.79670706,135.2472864,兵庫県神戸市北区有馬町858,078-904-0551
有馬小宿　八多屋,166993,,,34.79637023,135.2487963,"兵庫県神戸市北区有馬町1160-2F,1176-2F　",078-904-0531
有馬温泉　旅湯　アブリーゴ,136920,,,34.79700281,135.2480867,兵庫県神戸市北区有馬町798,078-904-0553
有馬温泉　上大坊,8318,,,34.7966821,135.2486974,兵庫県神戸市北区有馬町1175,078-904-0531
小宿　駿河亭,193384,,,34.7970065,135.2474623,兵庫県神戸市北区有馬町830,078-904-0553
ＨＯＴＥＬ　ＡＬＧＯ　オテルアルゴ,187352,,,34.7970591,135.2479193,兵庫県神戸市北区有馬町797 3F,078-587-7581
有馬　結びの小宿　縁　ｂｙ　Ｗｅｌｌｂｅ,177430,,,34.7961242,135.249003,兵庫県神戸市北区有馬町1225,786000403
六甲山麓有馬温泉　山と自然と温泉を愛する人の宿ホテルモルゲンロート,142784,,,34.795534,135.24935,兵庫県神戸市北区有馬町1039-5,078-904-0552
有馬温泉　四季の彩　旅篭　客前料理と全室金泉露天付の湯籠り宿,111249,,,34.79707651,135.2490946,兵庫県神戸市北区有馬町東門口1389-3,078-903-6456
和正堂・禅　＾,186023,,,34.79734845,135.2486867,兵庫県神戸市北区有馬町東門口1404　ＷＡＳＥＩＤＯＵ　ＺＥＮ,078-907-6818
有馬温泉　高山荘　華野,31801,,,34.79702652,135.2493446,兵庫県神戸市北区有馬町400-1,078-904-0744
有馬温泉　中の坊　瑞苑,25288,,,34.79779863,135.2483752,兵庫県神戸市北区有馬町808,078-904-0781
有馬温泉〜金泉・銀泉と４つの貸切風呂〜湯屋の宿　康貴,168548,,,34.7976023,135.2491255,兵庫県神戸市北区有馬町1401,078-903-0221
神戸牛と有馬温泉　天然金泉・銀泉の宿　有馬御苑,1206,,,34.79823466,135.2471308,兵庫県神戸市北区有馬町1296,078-904-3737
有馬温泉　有馬六彩,148909,,,34.7944639,135.2496459,兵庫県神戸市北区有馬町341-1,078-903-5631
有馬温泉　亀の井ホテル　有馬（２０２５年８月１日リニューアルオープン）,49358,,,34.79397963,135.2487503,兵庫県神戸市北区有馬町1617-1,078-904-0951
有馬温泉　月光園　游月山荘,18251,,,34.79435452,135.24572,兵庫県神戸市北区有馬町318,078-904-0366
有馬温泉　月光園　鴻朧館,18252,,,34.79406844,135.2459839,兵庫県神戸市北区有馬町318,078-903-2255
有馬山叢　御所別墅（ごしょべっしょ）,136937,,,34.79381014,135.2460228,兵庫県神戸市北区有馬町958,078-904-0554
Ｎｅｂｉ,196251,,,34.7987891,135.2467896,兵庫県神戸市北区有馬町351,078-904-0166
有馬温泉　兵衛向陽閣,8636,,,34.79860134,135.2494501,兵庫県神戸市北区有馬町1904,078-904-0501
有馬きらり,16246,,,34.79790423,135.2506778,兵庫県神戸市北区有馬町池の尻292-2,078-904-2295
有馬温泉　ねぎや陵楓閣,18189,,,34.79858459,135.2455782,兵庫県神戸市北区有馬町1537-2,078-904-0675
小宿　和（ＮＡＧＯＭＩ）,198400,,,34.7962727,135.2515679,兵庫県神戸市北区有馬町1108,078-600-0403
有馬温泉　小都里,146858,,,34.79644907,135.2516921,兵庫県神戸市北区有馬町353-1,078-904-0167
ザ　グラン　リゾート　プリンセス有馬,147721,,,34.7948639,135.251829,兵庫県神戸市北区有馬町1338,078-904-1566
有馬温泉　有馬グランドホテル,25128,,,34.79814571,135.2440117,兵庫県神戸市北区有馬町1304-1,078-904-0181
Ｂｒｕｃｋｅ　ＡＲＩＭＡ（ブリュッケ　有馬）,172757,,,34.79666397,135.2525016,兵庫県神戸市北区有馬町405-2,078-904-0066
有馬温泉　御幸荘　花結び,9576,,,34.79599616,135.2526277,兵庫県神戸市北区有馬町351,078-904-0166
有馬温泉　橋乃家別館　嵐翠,17987,,,34.79302686,135.2445479,兵庫県神戸市北区有馬町1684,078-904-0825
ラコンテ有馬,192843,,,34.7926105,135.2449645,兵庫県神戸市北区有馬町1582-1,078-903-4315
有馬温泉　メルヴェール有馬,16158,,,34.79992609,135.2451671,兵庫県神戸市北区有馬町ウツギ谷1670-5,078-903-3141
有馬温泉　メープル有馬,41797,,,34.79699605,135.2530665,兵庫県神戸市北区有馬町406-3,078-903-5000
有馬温泉　天地の宿　奥の細道,67088,,,34.79283521,135.244098,兵庫県神戸市北区有馬町大屋敷1683-2,078-907-3555
有馬温泉　欽山,53390,,,34.79947612,135.2440283,兵庫県神戸市北区有馬町1302-4,078-904-0701
有馬ヴィラ木の家,193194,,,34.80071,135.2473064,兵庫県神戸市北区有馬町228-12,078-380-7936
ザ　グラン　リゾート有馬,173025,,,34.7960678,135.2536546,兵庫県神戸市北区有馬町1740-1,078-904-1661
有馬温泉　竹取亭円山,2093,,,34.79515461,135.2535471,兵庫県神戸市北区有馬町1364-1,078-904-0631
ダイヤモンド有馬温泉ソサエティ新館,168303,,,34.796525,135.253659,兵庫県神戸市北区有馬町石倉416,078-903-4000
ダイヤモンド有馬温泉ソサエティ,75225,,,34.79668778,135.2543219,兵庫県神戸市北区有馬町423,050-8883-7363
神戸有馬温泉　元湯龍泉閣〜赤ちゃんも楽しめるお部屋食の宿〜,80573,,,34.80047322,135.2438088,兵庫県神戸市北区有馬町ウツギ谷1663,078-904-0901
有馬　瑞宝園,141327,,,34.79613996,135.2545616,兵庫県神戸市北区有馬町1751,078-903-3800
有馬街道　自家源泉の宿　月への舟,183438,,,34.797924,135.2404177,兵庫県神戸市北区有野町唐櫃4509-87,078-904-2811
有馬温泉　銀水荘　兆楽,18093,,,34.80282858,135.2468224,兵庫県神戸市北区有馬町1654-1,078-904-0666
有馬温泉　ＳＰＡ　ＴＥＲＲＡＣＥ紫翠,164929,,,34.80392932,135.2474732,兵庫県神戸市北区有馬町1656-1,078-904-0622
宝塚ワシントンホテル,662,,,34.80962721,135.3410083,兵庫県宝塚市栄町2-2-2,0797-87-1771
宝塚イン,183559,,,34.80873,135.340199,兵庫県宝塚市月見山1-1-4,0797-86-4101
宝塚ホテル,172001,,,34.80876476,135.3433531,兵庫県宝塚市栄町1-1-33,0797-85-2602
宝塚温泉　ホテル若水,24567,,,34.80794963,135.3414389,兵庫県宝塚市湯本町9-25,0797-86-0151
ホテル　カレント宝塚,183541,,,34.8091454,135.3484066,兵庫県宝塚市宮の町3-14　カレント宝塚１F,0797-87-4466
ホテル　グレースイン宝塚,198816,,,34.8066841,135.3489571,兵庫県宝塚市武庫川町3-15,090-7347-3000
都ホテル　尼崎,198,,,34.72057809,135.4214487,兵庫県尼崎市昭和通2-7-1,06-6488-7777
ＳＴＡＹ　ＨＯＴＥＬ,166188,,,34.7191748,135.4407173,兵庫県尼崎市杭瀬本町1－8－1,06-6487-4111
ワイズホテル　阪神尼崎駅前,161094,,,34.71995409,135.4177709,兵庫県尼崎市神田北通1-3,06-6419-0301
東横ＩＮＮ阪神尼崎駅前,108399,,,34.71788938,135.4161854,兵庫県尼崎市御園町19,06-6416-1045
ラマダアンコールウィンダム尼崎（旧　尼崎セントラルホテル）,877,,,34.72081959,135.4154465,兵庫県尼崎市昭和南通4-30,06-6411-5000
ＲａｋｕｔｅｎＳＴＡＹ　ｘ　Ｓｈａｍａｉｓｏｎ　大阪出来島駅前　＾,171065,,,34.7074177,135.4374011,大阪府大阪市西淀川区出来島1-12-14　ＲａｋｕｔｅｎＳＴＡＹ　ｘ　Ｓｈａｍａｉｓｏｎ　Ｏｓａｋａ　Ｄｅｋｉｊｉｍａ,050-1750-9719
ホテルリブマックスＢＵＤＧＥＴ尼崎,75333,,,34.71897255,135.4142522,兵庫県尼崎市西御園町119-1,06-6412-8001
尼崎プラザホテル　阪神尼崎,39125,,,34.72058832,135.4141544,兵庫県尼崎市神田北通3丁目27,06-6430-1100
ホテルファーストステイ尼崎,167457,,,34.7220741,135.4140002,兵庫県尼崎市東難波町5-16-26,06-6401-3300
ホテルヴィスキオ尼崎ｂｙＧＲＡＮＶＩＡ,1607,,,34.73317969,135.4324029,兵庫県尼崎市潮江1-4-1,06-6491-0002
サンホテル尼崎　阪神出屋敷駅前,134762,,,34.71935009,135.4061862,兵庫県尼崎市宮内町1-26,06-6417-1300
ビジネスホテル森川,161126,,,34.7175964,135.4057152,兵庫県尼崎市南竹谷町1-44-55,06-6413-8155
竹家荘旅館,27901,,,34.71940838,135.4044891,兵庫県尼崎市宮内町2-85,06-6411-2525
グリーンヒルホテル明石,5006,,,34.64992047,134.9894435,兵庫県明石市大明石町2-1-1,078-912-0111
レミントンホテル,181522,,,34.64604663,134.9935364,兵庫県明石市鍛治屋町4-20,078-914-5151
栄家旅館,32110,,,34.64660447,134.9951776,兵庫県明石市桜町8-21,078-911-3451
ビジネスホテル菊水,141371,,,34.64590704,134.9945345,兵庫県明石市鍛冶屋町4-31,078-911-2280
旅館　権現荘,20662,,,34.65143695,134.9817258,兵庫県明石市西新町2-10-3,078-923-1230
料亭旅館　人丸花壇,19450,,,34.6447215,135.0017048,兵庫県明石市大蔵天神町21-22,078-912-1717
ＢｅａｃｈＨｏｕｓｅ　Ｇｅｒａｇｅｒａ,149273,,,34.6403943,135.0243069,兵庫県神戸市垂水区狩口台7-15-41,078-202-8659
スマイルホテル西明石,17859,,,34.66580775,134.9629348,兵庫県明石市和坂12-5,078-925-5555
西明石　リンカーンホテル,18717,,,34.66653481,134.9634991,兵庫県明石市松の内2-3-7,078-924-0770
西明石ホテル,8995,,,34.66580154,134.9626659,兵庫県明石市和坂12-7,078-928-0246
ホテル　キャッスルプラザ＜兵庫県＞,8914,,,34.66707087,134.9637852,兵庫県明石市松の内2-2,078-927-1111
明石家旅館別館,19276,,,34.66770134,134.9633574,兵庫県明石市松の内2-8-7,078-927-4141
ホテルプレフォート西明石,165892,,,34.66649141,134.9609881,兵庫県明石市小久保2-6-10,078-940-8025
明石ルミナスホテル,3155,,,34.66728741,134.9593995,兵庫県明石市小久保2-7-12,078-928-1177
アパホテル〈姫路駅北〉,108889,,,34.82924528,134.693362,兵庫県姫路市東駅前町98,079-284-4111
コンフォートホテル姫路,44384,,,34.82847135,134.6950702,兵庫県姫路市北条口1-50-3,0792-86-8511
ダイワロイネットホテル姫路,167604,,,34.8294363,134.6922684,兵庫県姫路市駅前町353番,079-287-0655
ホテルモントレ姫路,163181,,,34.82749297,134.6925136,兵庫県姫路市駅前町60,079-224-7111
Ｔａｂｉｓｔ　カプセルホテルＡＰＯＤＳ　姫路駅前,167653,,,34.8280059,134.6918629,兵庫県姫路市駅前町222　姫路駅前第一ビル　6-8階,079-262-6367
ＵＴＡＫＡＴＡ　ＨＯＴＥＬ　ＨＩＭＥＪＩ,191452,,,34.8311579,134.6939161,兵庫県姫路市二階町19－2Ｆ,050-8892-0174
着物の小宿うたかた,179740,,,34.8313824,134.6939879,兵庫県姫路市二階町19,090-9979-4141
ＯＮＥ　ＨＯＳＴＥＬ　Ｈｉｍｅｊｉ,168147,,,34.83153266,134.6940169,兵庫県姫路市二階町99-1,079-282-6997
ＫＯＫＯ　ＨＯＴＥＬ　姫路城（旧：ホテルウィングインターナショナル姫路）,105975,,,34.83253196,134.6937035,兵庫県姫路市綿町132,079-287-2111
ＪＲクレメントイン姫路,184416,,,34.82540343,134.6923126,兵庫県姫路市南駅前町３３－１,079-280-1123
姫路グリーンホテル立町,11161,,,34.83015158,134.6893262,兵庫県姫路市立町83,079-288-2000
東横ＩＮＮ姫路駅新幹線南口,108393,,,34.82567158,134.6909762,兵庫県姫路市南駅前町 97番地,079-284-1045
ホテルリブマックス姫路駅前,142783,,,34.82944514,134.6887957,兵庫県姫路市南町14-2,079-282-4400
ホテルアルファーワン姫路南口,111203,,,34.82492203,134.6917704,兵庫県姫路市南駅前町91-5,079-226-0005
姫路城下町　ホテルクレール日笠,812,,,34.83053486,134.6887485,兵庫県姫路市十二所前町22番地,079-224-3421
