宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
草津温泉　古久長旅館,16666,,,36.62347893,138.5979473,群馬県吾妻郡草津町355,0279-88-3125
お宿　ゆきずみ,165702,,,36.6212423,138.5966278,群馬県吾妻郡草津町草津39-12,0279-88-3481
裏草津　蕩,184445,,,36.6224284,138.5981387,群馬県吾妻郡草津町大字草津300,0279-82-5805
草津温泉　十二屋旅館,41000,,,36.622045,138.5980221,群馬県吾妻郡草津町草津155,0279-88-3277
草津温泉　大阪屋旅館,52817,,,36.62374557,138.5980029,群馬県吾妻郡草津町356,0279-88-2411
草津温泉　旅館たむら,7052,,,36.62277625,138.5984862,群馬県吾妻郡草津町草津305,0279-88-2045
草津温泉　昔心の宿　金みどり,5878,,,36.62167081,138.5981668,群馬県吾妻郡草津町草津162,0279-88-2522
小島屋旅館,182411,,,36.6235335,138.5984713,群馬県吾妻郡草津町草津344,0279-88-2128
亀の井ホテル　草津湯畑,183532,,,36.6240462,138.5942846,群馬県吾妻郡草津町草津512-3,0279-88-2535
草津温泉　田島屋旅館,67910,,,36.62090421,138.5972086,群馬県吾妻郡草津町草津45,0279-88-3392
うり房旅館仲通り　うら房,184611,,,36.621282,138.5980409,群馬県吾妻郡草津町大字草津69,0279-82-1369
草津温泉　おやど　みゆき別館,30075,,,36.62293998,138.5934616,群馬県吾妻郡草津町草津473,0279-88-2550
草津温泉　尻焼き風呂の桐島屋旅館,2487,,,36.62427884,138.5982334,群馬県吾妻郡草津町大字草津541 桐島屋旅館,0279-88-2871
草津温泉３２６　山の湯ホテル,151295,,,36.6233838,138.598897,群馬県吾妻郡草津町草津326,0279-82-5539
草津温泉　松乃井旅館,67846,,,36.62116809,138.5981224,群馬県吾妻郡草津町58-1,0279-88-6211
素泊まりの宿　はなみづき,191492,,,36.6208197,138.5976105,群馬県吾妻郡草津町草津51-2,070-8432-8332
草津温泉　湯宿　みゆき,4719,,,36.62362046,138.5933672,群馬県吾妻郡草津町482,0279-88-3766
草津温泉　菊水荘,136296,,,36.62079591,138.5980058,群馬県吾妻郡草津町草津213,0279-88-2086
草津温泉　喜びの宿　高松,17837,,,36.62310956,138.5992861,群馬県吾妻郡草津町草津312,0279-88-3011
泉水館,111156,,,36.62368156,138.5932866,群馬県吾妻郡草津町草津478,0279-88-2216
草津温泉　松坂屋旅館＜群馬県＞,136294,,,36.6213903,138.5988529,群馬県吾妻郡草津町178-4,0279-88-3557
草津温泉　宿　こいけ,13921,,,36.62450106,138.5987056,群馬県吾妻郡草津町草津565-2,0279-88-2499
草津温泉　ホテル櫻井,56137,,,36.62195953,138.5929895,群馬県吾妻郡草津町大字草津465-4,0279-88-3211
草津温泉　不二旅館,11174,,,36.62079314,138.5984835,群馬県吾妻郡草津町草津210,0279-88-2274
草津温泉　前橋館,130140,,,36.62256519,138.5996583,群馬県吾妻郡草津町草津289,0279-88-2288
町宿ＳＡＢＩＴＯ　＾,186691,,,36.6207073,138.5938542,群馬県吾妻郡草津町草津452-10　カワムラビル　3Ｆ,070-7648-5987
草津温泉　民泊暁天　ＫｕｓａｔｓｕＯｎｓｅｎＧｕｅｓｔｈｏｕｓｅＧｙｏｔｅｎ,177686,,,36.6240149,138.5994006,群馬県吾妻郡草津町草津570-1,070-8564-5883
草津温泉　湯畑源泉の宿　いで湯荘,51759,,,36.62108201,138.5991029,群馬県吾妻郡草津町草津189-1,0279-88-4174
草津温泉　ペンション五郎次,2108,,,36.62358174,138.5996805,群馬県吾妻郡草津町草津322-1,0279-88-3556
草津温泉　ゆ宿　大蔵,7582,,,36.62289016,138.5998166,群馬県吾妻郡草津町290-10,0279-88-3939
癒しの隠れ宿　ニューいずみ,136229,,,36.62468438,138.5991055,群馬県吾妻郡草津町草津565-7,0279-88-3442
うり房旅館,184503,,,36.6202539,138.5982855,群馬県吾妻郡草津町大字草津223,0279-88-9720
草津温泉　ホテル松巳,16556,,,36.61973764,138.596206,群馬県吾妻郡草津町草津19-23,0279-88-3155
草津温泉　綿の湯　草津ホテル別館,111177,,,36.62380653,138.5925145,群馬県吾妻郡草津町草津469-4,0279-88-8777
草津温泉　源泉かけ流しの宿　ひのき亭　牧水,108634,,,36.61967931,138.5957894,群馬県吾妻郡草津町草津19-9,0279-88-3708
ＹＵＮＯＳＡＷＡ　ＨＯＵＳＥ　＾,195343,,,36.6229422,138.6002239,群馬県吾妻郡草津町草津594-1　YUNOSAWA HOUSE,090-1665-2539
草津温泉　草津ホテル１９１３,75162,,,36.62430092,138.5926283,群馬県吾妻郡草津町草津479,0279-88-5011
ペンション　はぎわら,139837,,,36.62136969,138.5921892,群馬県吾妻郡草津町草津464-279,0279-88-2363
草津温泉　ホテルスパックス草津,2398,,,36.62346766,138.5917979,群馬県吾妻郡草津町大字草津470-1,0279-88-2333
草津温泉　ＨＡＮＡＹＡＤＯ　ＢＡＥＬＺ（ハナヤド　ベルツ）,31228,,,36.62641467,138.5965335,群馬県吾妻郡草津町529,0279-88-2711
草津温泉きむらや別邸,188293,,,36.6227289,138.5916631,群馬県吾妻郡草津町大字草津464-278,0279-82-5920
和える宿　高松,181654,,,36.62280875,138.6007467,群馬県吾妻郡草津町草津290-14,0279-82-1591
草津温泉宿　永田屋,158422,,,36.62197607,138.5917661,群馬県吾妻郡草津町草津464-285,0279-82-5353
ゲストハウスＫＯＴＯＤＡＭＡ　＾,169433,,,36.6194401,138.5943781,群馬県吾妻郡草津町草津23-93　ゲストハウスＫＯＴＯＤＡＭＡ,070-4371-7974
炭酸風呂　民宿めでたや,172386,,,36.6203313,138.599647,群馬県吾妻郡草津町草津197-2,0279-82-5655
ルーバン山田,135992,,,36.62632573,138.5944753,群馬県吾妻郡草津町草津524-99,0279-88-2010
草津温泉　セガワペンション,31637,,,36.62627306,138.5982611,群馬県吾妻郡草津町草津543,0279-88-1288
草津温泉　草津スカイランドホテル,7158,,,36.62658411,138.5970667,群馬県吾妻郡草津町530,0279-88-5050
町宿ｎｉｋｏ　＾,190645,,,36.62459,138.6004446,群馬県吾妻郡草津町草津571-75　町宿ｎｉｋｏ,070-7648-5987
湯音の櫻,197879,,,36.620025,138.5995732,群馬県吾妻郡草津町草津226-5,02-7982-6972
民宿　ひょうたん,188147,,,36.6200817,138.5922891,群馬県吾妻郡草津町草津462-18,0279-88-3351
ホテル　白さぎ,54270,,,36.62682576,138.5975361,群馬県吾妻郡草津町草津530-13,0279-88-5121
たびやど喜平,68060,,,36.62069297,138.5915702,群馬県吾妻郡草津町草津462-41,0279-88-3169
ビジネスホテルアゼリア,8632,,,36.61914042,138.5934062,群馬県吾妻郡草津町草津455,0279-88-5151
亀の井ホテル　草津リゾート（旧：草津温泉ホテルリゾート）,16110,,,36.6184989,138.5963171,群馬県吾妻郡草津町草津15-8,0279-88-2109
草津温泉　５種貸切風呂の宿　湯宿　きんだい,7166,,,36.62688965,138.5980333,群馬県吾妻郡草津町草津542-5,0279-88-7788
草津温泉　千（ＳＥＮ）,76810,,,36.62643696,138.5993749,群馬県吾妻郡草津町草津547-5,0279-89-8000
草津温泉　素泊りの宿　あさひ荘,108799,,,36.62366512,138.6016831,群馬県吾妻郡草津町600-26,0279-88-3632
花栞,164683,,,36.61959835,138.5922122,群馬県吾妻郡草津町草津454-43,0279-88-9105
ラビスタ草津ヒルズ（共立リゾート）,179990,,,36.6192328,138.5997896,群馬県吾妻郡草津町草津226-15,0279-88-5489
草津温泉　湯の宿　みさご,31451,,,36.62687558,138.5988288,群馬県吾妻郡草津町546,0279-88-4369
お宿きみのや,197800,,,36.6260014,138.600298,群馬県吾妻郡草津町大字草津559-23,090-9676-2185
草津温泉　ペンション　マイウェー,67960,,,36.62184559,138.5906036,群馬県吾妻郡草津町草津464-1262,0279-88-7718
町宿　藤庵　＾,199502,,,36.6260783,138.6004279,群馬県吾妻郡草津町草津559-36,070-7648-5987
草津温泉　ペンション　レザン,28305,,,36.62657862,138.5997304,群馬県吾妻郡草津町草津558-2,0279-80-4380
リブマックスリゾート草津温泉,172893,,,36.62710736,138.598632,群馬県吾妻郡草津町草津548-1,0279-89-1170
サークヒルズ／民泊,185549,,,36.618871,138.5928076,群馬県吾妻郡草津町草津454-16　柴﨑邸1Ｆ,070-7648-5987
草津温泉　エスコートアライペンション,18125,,,36.62665918,138.6001109,群馬県吾妻郡草津町557-4,0279-88-3686
ＴＵＮＴＵＲＩ　ＳＰＡ　＆　ＳＴＡＹ,192277,,,36.6272251,138.5990915,群馬県吾妻郡草津町草津548-11,080-50205774
ＧＵＥＳＴ　ＨＯＵＳＥ　シーダーロッジ,109035,,,36.62652032,138.6005359,群馬県吾妻郡草津町草津557-6,0279-88-0088
草津温泉　ホテルクアビオ（Ｈｏｔｅｌ　ＫＵＲＢＩＯ）,143278,,,36.618056,138.598652,群馬県吾妻郡草津町草津226-63,0120-89-0932
草津温泉　ホテルニュー紅葉,137021,,,36.62334262,138.5898286,群馬県吾妻郡草津町草津464-34,0279-89-8011
草津温泉　香旬の宿　長楽,38838,,,36.62380958,138.6027914,群馬県吾妻郡草津町草津601-2,0279-88-8088
草津温泉　綿貫ペンション,19159,,,36.62630648,138.6013664,群馬県吾妻郡草津町草津557-11,0279-88-3509
草津温泉　草津ナウリゾートホテル,9598,,,36.62800886,138.5941475,群馬県吾妻郡草津町草津白根750,0279-88-5111
草津温泉　民宿　美山,52104,,,36.61855456,138.6006362,群馬県吾妻郡草津町草津235-104,0279-89-1225
小さなお宿　みとも,11091,,,36.61944338,138.6018555,群馬県吾妻郡草津町草津235-114,0279-88-2052
草津温泉　ヴァンベール,6092,,,36.61771853,138.5997669,群馬県吾妻郡草津町246,0279-88-6632
フォートリート草津,187250,,,36.6276049,138.6003581,群馬県吾妻郡草津町草津553,0570-002-113
湯音の森,188938,,,36.6280281,138.5996453,群馬県吾妻郡草津町大字草津551-10,02-7982-9091
お宿　善,173103,,,36.6210302,138.6033041,群馬県吾妻郡草津町草津272-135,0279-82-1304
アイソネット草津,136895,,,36.61773243,138.6002418,群馬県吾妻郡草津町草津246-15,0279-88-4127
一棟貸し宿　草津温泉　月灯,197837,,,36.6208785,138.603402,群馬県吾妻郡草津町草津272-96,090-7386-1091
草津温泉　ペンション　霊泉平右,56692,,,36.62519832,138.6031774,群馬県吾妻郡草津町609-5,0279-88-3312
くさつのお宿　清重館　一棟貸し,197395,,,36.6213073,138.6035603,群馬県吾妻郡草津町草津272-161,0279-88-2272
くさつのお宿　清重館,136155,,,36.62170984,138.6037914,群馬県吾妻郡草津町草津280-4,0279-88-2272
ＢＵＮＡ　ＫＵＳＡＴＳＵ,192631,,,36.6179064,138.6010149,群馬県吾妻郡草津町草津246-25,080-7025-5952
ＹＡＭＡＩＲＯコテージ,184691,,,36.6214895,138.6041846,群馬県吾妻郡草津町草津２７２－１１４,080-5427-6186
草津高原ユースホステル,52912,,,36.62886705,138.5921754,群馬県吾妻郡草津町草津464-1,0279-88-3895
草津温泉　ペットと泊まれる宿　音雅,109164,,,36.6297476,138.5957445,群馬県吾妻郡草津町740-3,0279-88-1212
草津温泉　客室露天風呂と旬彩の宿　湯宿　いわふじ,108688,,,36.61925734,138.6036748,群馬県吾妻郡草津町大字草津249-44,0279-88-0279
草津セゾニエ,184476,,,36.6279973,138.5903916,群馬県吾妻郡草津町大字草津464-1,0279-88-3603
Ｒａｋｕｔｅｎ　ＳＴＡＹ　ＶＩＬＬＡ　草津温泉,195645,,,36.6298351,138.594638,群馬県吾妻郡草津町草津745　Rakuten STAY VILLA 草津温泉,050-1750-9719
草津温泉ペンション　陽のあたる場所,30725,,,36.62966419,138.5925253,群馬県吾妻郡草津町草津760-5,0279-88-6650
草津温泉　草明庵,158400,,,36.6221869,138.6060964,群馬県吾妻郡草津町草津633-19,0279-82-5340
草津温泉　ホテルヴィレッジ,5270,,,36.62688983,138.6047772,群馬県吾妻郡草津町大字草津618番地,0570-01-3232
和風旅館やまもと,142897,,,36.61517,138.593131,群馬県吾妻郡草津町草津1-7,0279-88-1105
ペットと泊まれる宿　コンドミニアム　フラットレット草津,25817,,,36.61990681,138.5866151,群馬県吾妻郡草津町草津464-1211,0279-88-0311
湯宿　季の庭（共立リゾート）,107756,,,36.61972958,138.6060301,群馬県吾妻郡草津町草津464-214,0279-89-9320
お宿　木の葉（共立リゾート）,108128,,,36.61983512,138.6061607,群馬県吾妻郡草津町草津白根464-214,0279-89-9320
草津温泉　草津白根　マウンテンビューロッジ,38493,,,36.61938239,138.6060163,群馬県吾妻郡草津町草津464-887,0279-82-1224
草津温泉　リシュモン,31259,,,36.61899077,138.6060579,群馬県吾妻郡草津町草津464-875,0279-88-7138
草津温泉ほしかわ（旧：草津温泉　和風ペンション　ほしかわ）,44931,,,36.62224878,138.6077771,群馬県吾妻郡草津町639-49,0279-88-4796
町宿ソラリウム９３２　＾,185642,,,36.61941883,138.6075459,群馬県吾妻郡草津町草津464-907,070-7648-5987
天然温泉『わたの湯』源泉掛け流し★草津温泉街を大勢で遊びたい　＆　癒されたい　＾,186896,,,36.6193973,138.6077068,群馬県吾妻郡草津町草津464-909　ＵＮＰＡＣＫ　Ｋｕｓａｔｓｕ　Ｗａｔａｎｏｙｕ,080-7997-9111
草津温泉　ペンション　ブルーベル＜群馬県＞,38293,,,36.6198074,138.6082383,群馬県吾妻郡草津町464-424,0279-88-3705
お山の民宿　めでたや,163074,,,36.6200733,138.6085823,群馬県吾妻郡草津町草津464-419,0279-82-5543
草津温泉　ペンション　ベルクラント,29510,,,36.61956022,138.6087327,群馬県吾妻郡草津町草津464-1075,0279-88-3953
草津温泉　ペンションシュプール,160937,,,36.6206177,138.6101877,群馬県吾妻郡草津町草津464-113,0279-88-6760
草津温泉源泉掛け流し風呂付き貸別荘！お風呂とリビングからの眺望抜群！　＾,195070,,,36.6190713,138.6100942,群馬県吾妻郡草津町草津464-962,050-6872-1109
承恩旅館,193478,,,36.6108284,138.5926413,群馬県吾妻郡草津町草津947-5,080-6867-2796
草津温泉源泉掛け流し風呂付き貸別荘！湯畑まで車で５分！屋内ＢＢＱ可！　＾,195069,,,36.6192851,138.6123056,群馬県吾妻郡草津町草津464-818,050-6872-1109
ＴＨＥ　ＨＩＤＥＯＵＴ　ＫＵＳＡＴＳＵ　＾,191263,,,36.6192659,138.6125011,群馬県吾妻郡草津町草津白根464-818,050-6872-1109
草津温泉　伊東園ホテル草津,148947,,,36.6246509,138.6157593,群馬県吾妻郡草津町草津464-1051,0570-058-780
ペンション美空高原,109179,,,36.60426994,138.5950539,群馬県吾妻郡草津町草津1033-7,0279-88-5624
伊香保温泉　和心の宿　大森,10737,,,36.49724914,138.9184192,群馬県渋川市伊香保町伊香保58,0279-72-2611
伊香保温泉　心に咲く花　古久家（こくや）,6213,,,36.49726023,138.9177637,群馬県渋川市伊香保町伊香保52,0279-72-3322
伊香保温泉　美松館,30135,,,36.49811014,138.9179081,群馬県渋川市伊香保町伊香保131,0279-72-2655
伊香保温泉　森秋旅館,17741,,,36.49769351,138.9174443,群馬県渋川市伊香保町伊香保60,0279-72-2601
伊香保温泉　ホテル木暮,6266,,,36.49844348,138.9198079,群馬県渋川市伊香保町伊香保135,0279-72-2701
いかほ温泉　ホテル永楽　上州伊香保,153585,,,36.49905899,138.9184863,群馬県渋川市伊香保町伊香保124-7,0279-25-8688
伊香保温泉　石坂旅館,68523,,,36.49746852,138.9168526,群馬県渋川市伊香保町伊香保67,0279-72-3121
伊香保温泉　お宿玉樹,2630,,,36.49901003,138.9177553,群馬県渋川市伊香保町伊香保87-2,0279-72-2232
伊香保温泉　金太夫（伊東園ホテルズ）,73955,,,36.49666583,138.9167777,群馬県渋川市伊香保町19,0570-062-780
伊香保温泉　吉田屋旅館,18838,,,36.49709911,138.9165444,群馬県渋川市伊香保町伊香保49,0279-72-2378
伊香保温泉　名物畳風呂と料理自慢の宿　ホテルきむら,29387,,,36.49729088,138.9213634,群馬県渋川市伊香保町伊香保557-32,0279-72-3333
伊香保温泉　千明仁泉亭（ちぎらじんせんてい）,147464,,,36.4976012,138.9162889,群馬県渋川市伊香保町伊香保　４５番地,0279-72-3355
伊香保温泉　横手館,19468,,,36.49654917,138.9164499,群馬県渋川市伊香保町伊香保11,0279-72-3244
楓と樹,193092,,,36.496115,138.9167155,群馬県渋川市伊香保町伊香保10,0279-26-8320
ステイビューいかほ,168659,,,36.4997232,138.9181581,群馬県渋川市伊香保町伊香保105,0279-30-4180
伊香保温泉　丸本館,11086,,,36.49739072,138.9159166,群馬県渋川市伊香保町伊香保48,0279-72-2031
伊香保温泉　とどろき（伊東園ホテルズ）,84597,,,36.50007104,138.9184302,群馬県渋川市伊香保町伊香保106,0570-063-780
岸権旅館　石段街隣接　希少源泉「黄金の湯」の宿,6267,,,36.49699076,138.9156917,群馬県渋川市伊香保町伊香保甲48,0279-72-3105
伊香保温泉　山陽ホテル,14324,,,36.49793207,138.9221865,群馬県渋川市伊香保町伊香保557-13,0279-72-2733
一冨士ホテル,18861,,,36.49778251,138.9222133,群馬県渋川市伊香保町伊香保557-12,0279-72-2622
伊香保温泉　よろこびの宿　しん喜,68264,,,36.49734369,138.9228632,群馬県渋川市伊香保町伊香保557-34,0279-20-3255
伊香保温泉　ホテルいかほ銀水,7517,,,36.49781309,138.9230243,群馬県渋川市伊香保町伊香保557-23,0279-72-3711
伊香保温泉　いかほ秀水園,80783,,,36.49766866,138.9230438,群馬県渋川市伊香保町伊香保557,0279-72-3210
奥伊香保　旅邸　諧暢楼（かいちょうろう）,80625,,,36.49634637,138.9149667,群馬県渋川市伊香保町伊香保香湯5-4,0279-20-3040
伊香保温泉　福一,28606,,,36.4964158,138.9147473,群馬県渋川市伊香保町伊香保香湯5-4,0279-20-3000
大江戸温泉物語Ｐｒｅｍｉｕｍ　伊香保,68663,,,36.49660744,138.9145612,群馬県渋川市伊香保町伊香保592-1,050-3615-3456
伊香保温泉　市川別館　晴観荘,15996,,,36.49781311,138.9237187,群馬県渋川市伊香保町伊香保557,0279-72-2717
伊香保温泉　香雲館,70871,,,36.50079883,138.9219937,群馬県渋川市伊香保町伊香保175,0279-72-5501
伊香保温泉　Ｄｏｇｇｙスイート　ペロ,188003,,,36.499792,138.9232936,群馬県渋川市伊香保町伊香保166-3,0279-72-3498
伊香保温泉　人気の露天風呂付客室と美味に和む宿　かのうや,7050,,,36.49485663,138.9143922,群馬県渋川市伊香保町伊香保591,0279-72-2662
伊香保温泉　温泉宿　塚越屋七兵衛,7170,,,36.50114324,138.9222048,群馬県渋川市伊香保町伊香保175,0279-72-3311
徳田屋旅館,16386,,,36.50040169,138.9235631,群馬県渋川市伊香保町伊香保165-23,0279-72-3891
伊香保温泉　ホテル松本楼,19271,,,36.49979901,138.9244241,群馬県渋川市伊香保町伊香保164,0279-72-3306
伊香保温泉　あかりの宿　おかべ,8079,,,36.5016293,138.9224853,群馬県渋川市伊香保町伊香保373-8,0279-72-3353
伊香保　明野屋,111190,,,36.50190982,138.9222187,群馬県渋川市伊香保町伊香保199-6,0279-26-8098
伊香保温泉　伊香保グランドホテル（伊東園ホテルズ）,40805,,,36.49970182,138.9251463,群馬県渋川市伊香保町伊香保550,0570-061-780
伊香保温泉　松本楼　洋風旅館ぴのん,19362,,,36.50085444,138.9243491,群馬県渋川市伊香保町伊香保383,0279-72-3308
伊香保温泉　旅館　さくらい,38692,,,36.50234033,138.9223797,群馬県渋川市伊香保町伊香保210-2,0279-72-2575
伊香保温泉　大衆旅館　ふくぜん,7006,,,36.50021287,138.9250435,群馬県渋川市伊香保町伊香保396-1,0279-72-2123
伊香保温泉　ホテルニュー伊香保,2129,,,36.50211538,138.9232741,群馬県渋川市伊香保町伊香保372-1,0279-72-3737
伊香保温泉　ホテル天坊,7105,,,36.50081283,138.9260128,群馬県渋川市伊香保町伊香保396-20,0279-72-3880
伊香保温泉　お宿　かつほ,69386,,,36.50214878,138.9256795,群馬県渋川市伊香保町伊香保361-9,0279-72-2059
伊香保温泉　如心の里　ひびき野,38250,,,36.50188497,138.9277015,群馬県渋川市伊香保町伊香保403-125,0279-72-7022
ビジネススタイルの旅館　春日楼,197742,,,36.506436,138.9240838,群馬県渋川市伊香保町伊香保329-10,0279-25-7799
貸切旅館「春夏秋冬」〜ＳＨＩＫＩ〜,195956,,,36.5042735,138.9297978,群馬県渋川市伊香保町伊香保524-82,080-1348-9740
Ｓｈｉｏｙａ　Ｇｒａｍｐｉｎｇ　Ｓｐａ,179001,,,36.77304613,138.9676608,群馬県利根郡みなかみ町湯原502-2,0278-72-5086
四季の湯宿　桃山流,187401,,,36.7732107,138.9701466,群馬県利根郡みなかみ町湯原621-3,0278-25-8580
水上温泉　おやど　松葉屋,31846,,,36.77451327,138.9697088,群馬県利根郡みなかみ町小日向669,0278-72-2232
水上温泉　みなかみホテルジュラク,5766,,,36.77215582,138.9707224,群馬県利根郡みなかみ町湯原665,0278-72-2521
水上温泉　源泉湯の宿　松乃井,9290,,,36.77685735,138.9663424,群馬県利根郡みなかみ町湯原551,0278-72-3200
米屋旅館,54635,,,36.76862785,138.9703035,群馬県利根郡みなかみ町湯原甲800,0278-72-2367
いつも一緒　ペットと泊まれる宿　だいこく館,54638,,,36.76825845,138.9703451,群馬県利根郡みなかみ町湯原795,0278-72-3278
ホテル　ロモサ　みなかみリバーサイドリゾート＆スパ,188021,,,36.7684197,138.9712368,群馬県利根郡みなかみ町湯原719,0278-25-8978
坐山　みなかみ（旧：水上館）,28258,,,36.76892508,138.9719089,群馬県利根郡みなかみ町小日向573,0278-72-3221
水上温泉　あらたし　みなかみ,184453,,,36.7678605,138.9709213,群馬県利根郡みなかみ町湯原740-3,0278-25-9100
水上温泉　旅館　山楽荘,11113,,,36.76736409,138.9699286,群馬県利根郡みなかみ町湯原788,0278-72-6203
みなかみの自然を楽しむお宿　ＭＩＣＡＳＡ,165005,,,36.7676066,138.9707975,群馬県利根郡みなかみ町湯原740,0278-72-3288
水上温泉郷　やすらぎの宿　旅館「みやま」,40552,,,36.78368442,138.9690224,群馬県利根郡みなかみ町大穴737,0278-72-2018
谷川岳ラズベリーＹＨ,55456,,,36.78327589,138.9598954,群馬県利根郡みなかみ町谷川75-5,0278-72-4980
ペンション　シャローム,15161,,,36.78357308,138.9600537,群馬県利根郡みなかみ町谷川127-12,0278-72-5228
ペットと一緒に泊まれる宿　ペンション薔薇の詩,137096,,,36.78445351,138.9592593,群馬県利根郡みなかみ町谷川127-20,0278-72-6234
谷川温泉　別邸　仙寿庵（せんじゅあん）,28063,,,36.78514228,138.9573733,群馬県利根郡みなかみ町谷川西平614,0278-20-4141
水上温泉　ＫＫＲ水上　水明荘（国家公務員共済組合連合会水上保養所）,108787,,,36.78599549,138.9773549,群馬県利根郡みなかみ町大穴859,0278-72-2345
ナチュラルハウスピュア２１,2373,,,36.78803358,138.9562761,群馬県利根郡みなかみ町谷川127-2,0278-72-3021
ペンションＢｅ,136259,,,36.7551072,138.9711623,群馬県利根郡みなかみ町小仁田836,0278-72-5518
水素風呂と美食と・・・。谷川温泉やど莞山　ＫＡＮＺＡＮ,52901,,,36.78873073,138.9566233,群馬県利根郡みなかみ町谷川430,0278-72-3041
水上温泉郷　谷川温泉　旅館たにがわ,6999,,,36.78970834,138.9545151,群馬県利根郡みなかみ町谷川524-1,0278-72-2468
谷川温泉　金盛館せゝらぎ（せせらぎ）,30946,,,36.78965833,138.9536929,群馬県利根郡みなかみ町谷川544,0278-72-3260
ゆの宿　上越館,188219,,,36.7899439,138.9792287,群馬県利根郡みなかみ町大穴794,0278-72-2216
谷川温泉　檜の宿　水上山荘,134873,,,36.79076928,138.9524708,群馬県利根郡みなかみ町谷川556,0278-72-3250
旅の湯やど　セルバン,56697,,,36.79139145,138.953504,群馬県利根郡みなかみ町谷川568,0278-72-2097
天神小屋とど松　ＴＥＮＴＯＤＯ,67170,,,36.79658549,138.9604254,群馬県利根郡みなかみ町谷川472-1,0278-72-4411
コンドミニアム　イン　水上,28910,,,36.74670262,138.9718709,群馬県利根郡みなかみ町寺間18,0278-72-1372
アジアンキャンプリゾートＴａｐａ,107669,,,36.74618867,138.9616356,群馬県利根郡みなかみ町石倉1596-62,0278-72-5086
ペンション　愛花夢＜群馬県＞,2627,,,36.79560298,138.9867842,群馬県利根郡みなかみ町大穴309,0278-72-4645
四万温泉　地酒の宿　中村屋,111267,,,36.68451697,138.7757846,群馬県吾妻郡中之条町四万4237-33,0279-64-2601
四万温泉　一花館,39149,,,36.6836407,138.7765794,群馬県吾妻郡中之条町四万4237-50,0279-64-2224
