宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
クインテッサホテル広島銀山町,196226,,,34.3918103,132.4669015,広島県広島市中区銀山町10-17,082-258-2536
ネストホテル広島八丁堀,172792,,,34.39358587,132.4653553,広島県広島市中区幟町13-12,082-225-6090
おうちホテル尾長西,196899,,,34.3968346,132.4863595,広島県広島市東区尾長西1-6-16-5,080-7259-5551
ホテルビスタ広島,167087,,,34.39562801,132.4643635,広島県広島市中区鉄砲町6-15,082-502-7008
カーサ縁銀山町,187416,,,34.3913921,132.4669943,広島県広島市中区銀山町10-6　カーサ縁銀山Ｍ-8,050-5358-4635
おうちホテル銀山町ｗｉｔｈわんこ,184425,,,34.3906652,132.4678867,広島県広島市中区銀山町16-13,080-7259-5551
東急ステイ　メルキュール　広島（２０２６年５月オープン）,197446,,,34.3951648,132.464468,広島県広島市中区鉄砲町 8番19号			,082-221-0109
一楽旅館,137874,,,34.39036191,132.4680827,広島県広島市中区西平塚町2-19,082-244-2028
ＰＯＰＴＯＮＥ（ポップトーン）,166990,,,34.39097864,132.4671533,広島県広島市中区銀山町14-13　ミヤケビル2階,7069713478
ハレノヒハクシマ　＾,194462,,,34.4033595,132.4662217,広島県広島市中区東白島町17-18　302，304，401，402，402，403，404号　Ｈａｒｅ　ｎｏ　ｈｉ　Ｈａｋｕｓｈｉｍａ,090-1665-2539
アーバングレース広島　白島　縮景園／民泊,186400,,,34.4037499,132.4663862,広島県広島市中区東白島町17-22　アーバングレース広島1301,080-6715-7058
八丁堀ｉＢＬＤ,191749,,,34.3971758,132.4636151,広島県広島市中区八丁堀4-16,080-7259-5551
広島の宿こととき－蓮ー,197191,,,34.3911806,132.4664824,広島県広島市中区銀山町12-24,082-258-7270
日経ビル八丁堀　広島,181910,,,34.3954361,132.4637307,広島県広島市中区八丁堀12-2,050-5358-4635
Ｐ－ＳＴＡＹ　広島八丁堀／民泊,190321,,,34.395527,132.4636631,広島県広島市中区八丁堀12-23,070-9347-5615
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）広島八丁堀,165795,,,34.39512031,132.463522,広島県広島市中区八丁堀14-1,082-511-1300
広島タウンホテル,52872,,,34.38952586,132.46678,広島県広島市中区西平塚町6-20,082-546-0705
グランドサウナ広島,16580,,,34.39061459,132.4649663,広島県広島市中区薬研堀6-17,082-246-2626
ホテルスイート広島　白島,181059,,,34.4056281,132.4659938,広島県広島市中区東白島町8-17,082-836-5545
広島カプセルホテル＆サウナ岩盤浴　ニュージャパンＥＸ,76944,,,34.3899797,132.4654545,広島県広島市中区薬研堀8-8,082-243-0227
広島段原ゲストハウス,180244,,,34.38656199,132.4782526,広島県広島市南区段原3-21-18,075-708-3863
Ｙ－ＨＯＴＥＬ,187313,,,34.3895219,132.4655918,広島県広島市中区薬研堀9-6,082-240-5570
ｆａｖ　広島平和大通り,184661,,,34.3886439,132.4667611,広島県広島市中区西平塚町7-15,092-292-2431
Ａｌｐｈａｂｅｄ　広島平和大通り,176877,,,34.38722912,132.4691525,広島県広島市中区東平塚町10-8,080-3545-9904
おうちホテル東平塚,181683,,,34.3871852,132.4690455,広島県広島市中区東平塚町10-7,080-7259-5551
ピンポンホテル広島,183173,,,34.3908689,132.4637794,広島県広島市中区流川町3-5,082-545-5611
Ｌｉｏｎ平和大通,191748,,,34.38714174,132.4685841,広島県広島市中区東平塚町12-21,080-7259-5551
おうちホテル段原,182286,,,34.3857394,132.4769459,広島県広島市南区段原南1-1-6,080-7259-5551
セジュールイン流川,56323,,,34.39002297,132.464058,広島県広島市中区流川町5-25,082-234-5678
スーパーホテル広島,70235,,,34.38828402,132.4659958,広島県広島市中区西平塚町8-11,082-504-9000
広島ワシントンホテル,142872,,,34.391553,132.462553,広島県広島市中区新天地2-7,082-553-2222
ホテル山城屋,8501,,,34.39356139,132.4611554,広島県広島市中区立町5-12,082-247-3555
おうちホテル流川ｗｉｔｈわんこ,184752,,,34.389043,132.4644475,広島県広島市中区田中町2-32,080-7259-5551
天然温泉　縮景の湯　スーパーホテル広島天然温泉・薬研堀通り,181958,,,34.3890744,132.4639981,広島県広島市中区田中町2-28　,082-578-9000
天然温泉　芸州の湯　ドーミーイン広島ＡＮＮＥＸ（ドーミーイン・御宿野乃　ホテルズグループ）,183389,,,34.3879653,132.4651646,広島県広島市中区田中町5-9,082-541-5489
東横ＩＮＮ広島平和大通,108395,,,34.38807598,132.4645081,広島県広島市中区田中町５－１５,082-504-1045
オリエンタルホテル広島,428,,,34.388425,132.4639751,広島県広島市中区田中町6-10,082-240-7111
ＫＩＲＯ　広島　ｂｙ　ＴＨＥ　ＳＨＡＲＥ　ＨＯＴＥＬＳ,176606,,,34.39071383,132.4617771,広島県広島市中区三川町3-21,082-545-9160
スマイルホテル広島,184446,,,34.3892175,132.4629111,広島県広島市中区流川町7-10,082-240-4000
ホテル２８広島　流川通り,1561,,,34.38851758,132.463497,広島県広島市中区田中町6-24,050-1720-4527
ｂ　ｈｏｔｅｌ　広島平和大通り,179942,,,34.38833222,132.4635496,広島県広島市中区田中町6-12,050-5358-4635
広島ゲストハウス　Ｎｉｃｅ　Ｄａｙ,188992,,,34.3903078,132.4612747,広島県広島市中区三川町4-10,082-259-3664
アレーホテル広島並木通（旧　ホテル　かめまん）,9680,,,34.39068394,132.4609805,広島県広島市中区袋町9-6,082-248-2255
ＨＯＮＤＯＲＩ　ＩＮＮ,165727,,,34.3924273,132.4598198,広島県広島市中区本通8-4,080-7259-5551
ホテルクラス広島　大州,181348,,,34.38985304,132.4892294,広島県広島市南区大州2-10-19,080-7259-5551
広島東急ＲＥＩホテル,530,,,34.38880362,132.4616638,広島県広島市中区三川町10-1,082-244-0109
リーガロイヤルホテル広島,109,,,34.39740811,132.4577723,広島県広島市中区基町6-78,082-228-5401
サンチャゴホテル,181686,,,34.3895788,132.4605114,広島県広島市中区中町2-9 サンチャゴホテル,080-7134-2390
サンチャゴ　ゲストハウス　広島,149366,,,34.39038804,132.4592732,広島県広島市中区中町4-18,080-7461-5880
ＷｅＢａｓｅ　広島,177952,,,34.3901487,132.459272,広島県広島市中区中町4-16,082-248-8120
ＲＩＶＥＲ　ＣＥＮＴＲＡＬ　ＨＩＲＯＳＨＩＭＡ,188828,,,34.390622,132.4588478,広島県広島市中区中町5-22,082-506-1901
ＹＯＢＡＲＥＮＳＡＩ　ＨＯＵＳＥ　♯２　＾,168895,,,34.412346,132.4700987,広島県広島市東区牛田旭1－14－26　熊野ビル　201号室,090-7139-5324
千鳥イン袋町広島,164471,,,34.3923079,132.4577978,広島県広島市中区袋町4-35,092-292-2431
ヒルトン広島,184066,,,34.38649613,132.4623936,広島県広島市中区富士見町11-12,082-243-2700
Ａｌｐｈａｂｅｄ広島中町,177942,,,34.3902959,132.4587386,広島県広島市中区中町5-16,080-3545-9904
三井ガーデンホテル広島,1594,,,34.38947849,132.4592418,広島県広島市中区中町9-12,082-240-1131
ＬＵＸＥＳ比治山　広島,181887,,,34.3827176,132.4684708,広島県広島市南区比治山本町15-12,050-5358-4635
ベッセルホテル広島　平和大通り（広島２号店）,196623,,,34.3856822,132.4624098,広島県広島市中区宝町5-37,082-248-7111
ホテル　メルパルク広島,19492,,,34.39600823,132.4560086,広島県広島市中区基町6-36,082-222-8501
ホテルレジット,187472,,,34.3855905,132.4624449,広島県広島市中区宝町5-37,082-569-4330
Ｌａ　Ｆｏｒｅｔ　Ｆｕｊｉｍｉ　＾,175128,,,34.3867981,132.4608866,広島県広島市中区富士見町8-18La Foret Fujimi,090-3749-2035
おうちホテル富士見,184426,,,34.3862431,132.4609107,広島県広島市中区富士見町12-3,080-7259-5551
ホテル法華クラブ広島,120,,,34.39037002,132.4573725,広島県広島市中区中町7-7,082-248-3371
パシフィカ紙屋町ビル　広島,181893,,,34.3922149,132.4563441,広島県広島市中区大手町2-7-30,050-5358-4635
おうちホテル宝町,183545,,,34.3846455,132.462794,広島県広島市中区宝町9-35,080-7259-5551
Ｈ－１　＾,199537,,,34.383408,132.4644112,広島県広島市中区昭和町6-21-201、301　Ｈ-1,080-2923-6635
ＡＮＡクラウンプラザホテル広島　ｂｙ　ＩＨＧ,221,,,34.39023113,132.4568448,広島県広島市中区中町7-20,082-241-1111
パークサイドホテル＜広島　平和公園前＞,5588,,,34.39223088,132.4555393,広島県広島市中区大手町2-6-24,082-244-7131
Ｐ－ＳＴＡＹ　広島平和公園　ｗｉｔｈ　ペット／民泊,190320,,,34.3935751,132.4549579,広島県広島市中区大手町2-3-14　アールビル,070-9347-5615
広島の宿　相生,18126,,,34.39539993,132.4543893,広島県広島市中区大手町1-3-14,082-247-9331
ＳＵＮＣＯＵＲＴ小町,198416,,,34.3877581,132.4578214,広島県広島市中区小町6-33-301、406、501、601、602号,080-7259-5551
ｂ　ｈｏｔｅｌ　小町,181409,,,34.3878313,132.4577494,広島県広島市中区小町6-32,050-5358-4635
安芸の湯　ドーミーイン広島（ドーミーイン・御宿野乃　ホテルズグループ）,11381,,,34.38908126,132.4566865,広島県広島市中区小町3－28,082-240-1177
来臨,198410,,,34.3797047,132.4764088,広島県広島市南区出汐1-6-12  3F,080-7259-5551
ウィークリーイン広島　平和通,104772,,,34.3879314,132.4569754,広島県広島市中区小町6-24,082-541-7970
ホテルエスプル広島平和公園,165717,,,34.38917926,132.4560706,広島県広島市中区小町3-17,082-541-5555
ホテルリブマックス広島平和公園前,179383,,,34.39130158,132.4548264,広島県広島市中区大手町2-10-23,082-544-0050
Ｎｅｉｇｈｂｏｒ＇ｓ　Ｐｅｎｔｈｏｕｓｅ　竹屋,197485,,,34.3830357,132.4620708,広島県広島市中区竹屋町8-15,050-3613-2060
ザ　ノット　広島,179452,,,34.3894027,132.4552547,広島県広島市中区大手町3-1-1,0570-009-015
ＰＥＡＣＥ　ＰＡＲＫ　ＳＴＡＹ,179303,,,34.3889268,132.4551296,広島県広島市中区大手町3-1-7,082-240-7808
ダイワロイネットホテル広島,74750,,,34.38757863,132.4555422,広島県広島市中区国泰寺町1-3-20 読売広島ﾋﾞﾙ,082-545-2955
おうちホテル竹屋,182026,,,34.3839165,132.4590806,広島県広島市中区竹屋町3-23,080-7259-5551
ホテルマイステイズ広島　平和公園前,183038,,,34.3896491,132.4541611,広島県広島市中区大手町3-3-1,082-536-2031
ＲＩＶＥＲ　ＶＩＬＬＡＳ　ＨＩＲＯＳＨＩＭＡ,188962,,,34.3869032,132.4559029,広島県広島市中区国泰寺町1-5-31,082-506-1901
ホテル呉竹荘広島大手町,171887,,,34.38819156,132.4547035,広島県広島市中区大手町3-7-3,082-241-5511
第二久保井ビル　広島,181909,,,34.3970684,132.4514684,広島県広島市中区本川町2-6-8,050-5358-4635
ＨＩＲＯＳＨＩＭＡ　Ｒｉｖｅｒｓｉｄｅ　ｈｏｕｓｅ第３ひまわり５０３,196267,,,34.3970285,132.4514694,広島県広島市中区本川町2-6-8-503,090-7597-5174
ＧＲ　ＨＯＮＫＡＷＡ　ー　Ｇｌｏｂａｌ　Ｒｅｓｏｒｔ　Ｈｏｔｅｌ,192054,,,34.3983047,132.4513785,広島県広島市中区本川町2-1-31,0829-36-1717
コンフォートホテル広島大手町,53739,,,34.38764527,132.4545756,広島県広島市中区大手町3-7-9,082-545-7811
ＧＲＡＮ　ＴＨＥ　ＰＡＲＫⅡ（グランザパーク　ツー）,164496,,,34.39086521,132.4980708,広島県広島市東区矢賀新町4-5-3,082-282-1000
アーバンウイング広島,56836,,,34.40041872,132.450545,広島県広島市中区本川町3-1-23,082-234-5000
ＳＯＣＩＯ　ＲＥＳＩＤＥＮＴＩＡＬ　ＨＯＴＥＬ（ソシオ　レジデンシャル　ホテル）,198802,,,34.39228401,132.4996858,広島県安芸郡府中町大須1-19-29,080-7259-5551
ＨＩＲＯＳＨＩＭＡ　Ｒｉｖｅｒｓｉｄｅ　ｈｏｕｓｅ第２ひまわり３０２,196268,,,34.3978638,132.4498997,広島県広島市中区本川町2-4-15-302,00-7597-5174
ＨＩＲＯＳＨＩＭＡ　Ｒｉｖｅｒｓｉｄｅ　ｈｏｕｓｅ第２ひまわり２０１,196289,,,34.3978638,132.4498997,広島県広島市中区本川町2-4-15-201,090-7597-5174
ＨＩＲＯＳＨＩＭＡ　Ｒｉｖｅｒｓｉｄｅ　ｈｏｕｓｅ第２ひまわり３０１,196290,,,34.3978638,132.4498997,広島県広島市中区本川町2-4-15-301,090-7597-5174
ＰＩＮＥ　ＴＲＥＥ　ＨＯＴＥＬ,187139,,,34.3962003,132.4498781,広島県広島市中区本川町1-3-1,080-7259-5551
ＲＩＶＥＲ　ＳＵＩＴＥＳ　ＨＩＲＯＳＨＩＭＡ,188963,,,34.3838832,132.4552876,広島県広島市中区国泰寺町2-3-4,082-506-1901
エムズレア本川町,181412,,,34.3964658,132.4493027,広島県広島市中区本川町1-2-13,050-5358-4635
ビジネス旅館はらだ,109466,,,34.39614974,132.4493175,広島県広島市中区本川町1-3-19,082-231-2976
ホテルクラス広島　十日市,183546,,,34.4004786,132.4493429,広島県広島市中区十日市町2-1-14,050-5369-9634
おうちホテル大手町,182288,,,34.3862898,132.4529083,広島県広島市中区大手町4-2-22,080-7259-5551
広島　ＰＥＡＣＥ　ＰＡＲＫ,198529,,,34.3991696,132.4490063,広島県広島市中区十日市町2-5-12,080-8500-9217
花門ホテル　瀬戸,172153,,,34.3938347,132.4491421,広島県広島市中区堺町1-7-3,082-942-1237
Ｍビル　広島,181888,,,34.3936243,132.4489322,広島県広島市中区堺町1-7-5,050-5358-4635
ＧｕｅｓｔＨｏｕｓｅＡＱＵＡ１０１／民泊／民泊,194934,,,34.4149647,132.4585875,広島県広島市西区楠木町4-15-43　-101,050-1721-4419
ＧｕｅｓｔＨｏｕｓｅＡＱＵＡ２０３／民泊,194936,,,34.4149647,132.4585875,広島県広島市西区楠木町4-15-43-203,050-1721-4419
グランドベース広島平和公園前,182650,,,34.3938149,132.4487496,広島県広島市中区堺町1-7-9,092-292-2431
３６ＨＯＳＴＥＬ,165037,,,34.3980962,132.4483175,広島県広島市中区十日市町2-10-17,070-5527-3669
Ｈｏｓｔｅｌ　Ｍａｌｌｉｋａ,179023,,,34.38984607,132.4499568,広島県広島市中区中島町9-5,082-258-3355
アーバンウエスト広島,56859,,,34.41170361,132.454311,広島県広島市西区三篠町1-2-26,082-239-0001
ｂ　ｈｏｔｅｌ　Ｎｅｋｏ　Ｙａｒｄ　広島,182393,,,34.3954636,132.4481894,広島県広島市中区猫屋町2-10,050-5358-4635
神田山荘,193249,,,34.41992,132.4720069,広島県広島市東区牛田新町１丁目１６ー１,082-228-7311
Ｎｅｉｇｈｂｏｒ＇ｓ　Ｈｏｔｅｌ　十日市,196106,,,34.3966963,132.4480024,広島県広島市中区十日市町1-4-18第2コロナビル,050-3613-2060
広島ゲストハウス縁,163080,,,34.4080092,132.4507031,広島県広島市西区横川町2-10-1,082-500-5220
ＨＩＲＯＳＥ　ｉｎｎ　Ｆ＋,184713,,,34.4023541,132.4480941,広島県広島市中区広瀬北町8-31　リーベ広瀬北町504,090-3749-2035
リーベ広瀬北町３０１／民泊,169030,,,34.4023493,132.4480839,広島県広島市中区広瀬北町8－31　リーベ広瀬北町301,080-2923-6635
ビジネス旅館　ふたば,14900,,,34.39301951,132.4477594,広島県広島市中区土橋町5-31,082-294-5474
いかわ旅館,14155,,,34.39288342,132.4477566,広島県広島市中区土橋町5-11,082-231-5058
ＣＡＳＡ　ＶＩＥＮＴＯ　ＳＴＡＹ　ＩＮＮ　＾,186473,,,34.4094491,132.4510294,広島県広島市西区横川町3-3-5　西本ビル,080-4310-4592
広島市文化交流会館（旧広島厚生年金会館）,106264,,,34.38899778,132.4490066,広島県広島市中区加古町3-3,082-243-8881
ザ・ガーデンプレイス広島,182448,,,34.3877245,132.4493518,広島県広島市中区加古町5-1,080-3545-9904
ジェイホッパーズ広島ゲストハウス,57052,,,34.39295006,132.4472289,広島県広島市中区土橋町5-16,082-233-1360
丸政ビル　広島,181903,,,34.3943036,132.4469334,広島県広島市中区堺町1-5-3,050-5358-4635
たかのばしホテル,184784,,,34.3835774,132.4521806,広島県広島市中区大手町５－９－１,050-5794-0615
ＨＩＲＯＳＨＩＭＡピースホテル,106085,,,34.40872053,132.4496393,広島県広島市西区横川町2-6-14,082-532-1121
Ｇｕｅｓｔｈｏｕｓｅ　Ｈｉｒｏｓｈｉｍａ　Ｍａｎｇｅ　Ｔａｋ,164851,,,34.3952854,132.445801,広島県広島市堺町2-1-13,082-533-7655
Ｇｕｅｓｔｈｏｕｓｅ　ＭａｎｇｅＴａｋ　Ｈｉｒｏｓｈｉｍａ　＾,186426,,,34.3952825,132.4457564,広島県広島市中区堺町2-1-13,082-533-7655
ホテルスイート広島　横川,180570,,,34.4127484,132.4519272,広島県広島市西区三篠町2-11-4-1,082-836-3451
ＪＭＳアステールプラザ　広島市国際青年会館,74570,,,34.38756959,132.4480353,広島県広島市中区加古町4-17　JMSアステールプラザ内,082-247-8700
アールズコート２　広島,181889,,,34.3948569,132.4451384,広島県広島市中区堺町2-1-3,050-5358-4635
ホテルクラス広島　土橋,182287,,,34.3949647,132.4449273,広島県広島市中区堺町2-4-30,050-3613-2060
Ｔｏｋａｉｃｈｉ　ｉｎｎ　Ｆ＋,184715,,,34.3982313,132.444697,広島県広島市中区西十日市町10-13,090-3749-2035
オリジン【大人専用１８禁・ハピホテ提携】,163328,,,34.3812089,132.4518346,広島県広島市中区大手町5-19-22,082-249-2691
ＢＬＡ＿ＮＣ　ＨＩＲＯＳＨＩＭＡ,193059,,,34.3806769,132.452242,広島県広島市中区大手町5-20-17,080-7820-6162
ビジネスホテル　セジュールフジタ,28287,,,34.39142798,132.4453402,広島県広島市中区舟入町1-10,082-296-6511
ホテルプロモート広島,176930,,,34.39368251,132.4446706,広島県広島市中区小網町4番3号,082-208-1616
アーバンタイムス広島,56860,,,34.39113634,132.4450125,広島県広島市中区舟入町6-23,082-295-1000
