宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
あたみ石亭,72796,,,35.08914563,139.0684957,静岡県熱海市和田町6-17,0557-83-2841
料亭旅館　熱海　小嵐亭（旧　迎賓館　熱海小嵐亭）,15488,,,35.08959553,139.066893,静岡県熱海市小嵐町1-16,0557-81-6655
亀の井ホテル　熱海　別館,50601,,,35.09263118,139.0621961,静岡県熱海市水口町2-13-77,0557-83-6111
熱海の明るい家Ｓａｌｕｔｏｎ　＾,191056,,,35.1057055,139.0575071,静岡県熱海市西熱海町2-16-24　熱海の明るい家Ｓａｌｕｔｏｎ,0557-32-2610
シオン熱海,136909,,,35.08983713,139.065257,静岡県熱海市小嵐町9-17,0557-83-7436
リゾナーレ熱海,136112,,,35.09086197,139.0634266,静岡県熱海市水口町2-13-1,050-3134-8093
【貸切旅館】熱海慧薗　＾,189382,,,35.0993769,139.057445,静岡県熱海市梅園町9-48　Ａｔａｍｉ　Ｋｅｉｅｎ,080-3383-0903
天空のホテル夢寿庵,176640,,,35.0859415,139.0761675,静岡県熱海市熱海1993-351,050-1726-2857
ホテルニューアカオ,5417,,,35.08548708,139.0799845,静岡県熱海市熱海1993-250,0557-83-6161
熱海温泉　旅の宿　かみむら,27985,,,35.08888444,139.0647238,静岡県熱海市小嵐町5-2,0557-81-9513
【１日１組限】定来宮駅５分（車）あたみ梅園の近くに位置します★木々に囲まれたプライベート空間★　＾,169922,,,35.102199,139.0551798,静岡県熱海市西熱海町2-35-16　Ａｔａｍｉ　Ｄｏｍｅ　Ｓａｎｓｏｕ,090-9935-1522
ＧＬＡＭＰＥＴＩＴ　ＨＯＲＩＺＯＮ　＾,186417,,,35.105739,139.0551964,静岡県熱海市西熱海町1-24-12　ＧＬＡＭＰＥＴＩＴ　ＨＯＲＩＺＯＮ,0557-86-3646
ＧＬＡＭＰＥＴＩＴ　ＫＯＨ　＾,186465,,,35.105739,139.0551964,静岡県熱海市西熱海町1-2-2　ＧＬＡＭＰＥＴＩＴ　ＫＯＨ,0557-86-3646
ＧＬＡＭＰＥＴＩＴ　ＨＯＲＩＺＯＮ,188166,,,35.105739,139.0551964,静岡県熱海市西熱海町1-24-12,0570-0117-22
ＧＬＡＭＰＥＴＩＴ　ＫＯＨ,188167,,,35.105739,139.0551964,静岡県熱海市西熱海町1-2-2,0570-0117-22
和モダンオーベルジュ　熱海ＴＥＮＳＵＩ,151543,,,35.0879439,139.0645192,静岡県熱海市小嵐町2-3,0570-032-217
ＬＵＣＡＳ　ＶＩＬＬＡ,191677,,,35.10297153,139.0547355,静岡県熱海市西熱海町2-12-17,03-5719-1970
ＳＯＫＩ　ＡＴＡＭＩ（そき　あたみ）,179729,,,35.08795792,139.0641109,静岡県熱海市小嵐町4-36,0557-82-6511
ＳＴＡＲＲＹ　ＳＴＡＹ　ＶＩＬＬＡ　ＮＩＳＨＩＡＴＡＭＩ　＾,194741,,,35.10535719,139.0547887,静岡県熱海市西熱海町2-20-39　ＳＴＡＲＲＹ　ＳＴＡＹ　ＶＩＬＬＡ　ＮＩＳＨＩＡＴＡＭＩ,070-4474-0102
ＴＨＥ　ＨＩＲＡＭＡＴＳＵ　ＨＯＴＥＬＳ　＆　ＲＥＳＯＲＴＳ　熱海,184575,,,35.0841814,139.0771738,静岡県熱海市熱海1993-237,0557-52-3301
Ｎ３　ＡＴＡＭＩ（Ｆｏｒｅｓｔ）　＾,195114,,,35.1033569,139.0540064,静岡県熱海市西熱海町2-30-5,03-6379-7591
熱海天海ヴィラ・Ａｔａｍｉ　Ｔｅｎｋａｉ　Ｖｉｌｌａ／民泊,171740,,,35.0848968,139.0679103,静岡県熱海市桜木町18-50　Ａｔａｍｉ　Ｔｅｎｋａｉ　Ｖｉｌｌａ,080-3531-4640
Ａｔａｍｉ　Ｖｉｅｗ　Ｒｅｓｏｒｔ,168203,,,35.08335847,139.0723104,静岡県熱海市熱海1993-447,0557-81-7644
熱海スパ＆リゾート／民泊,186650,,,35.08898323,139.0586077,静岡県熱海市熱海1876-10　Ａｔａｍｉ　Ｓｐａ　＆　Ｒｅｓｏｒｔ,0557-83-5011
ｎｅｓｔ　Ｏｌｉｖｅ　Ａｔａｍｉ,192392,,,35.0859272,139.0626792,静岡県熱海市紅葉ガ丘町3-8,050-1720-6378
紅葉ヶ丘熱海ヴィラ／民泊,191117,,,35.0871418,139.0602461,静岡県熱海市紅葉ガ丘町17-35　紅葉ヶ丘熱海ヴィラ,080-8523-1766
ＡＭＡＯ　ＶＩＬＬＡ　熱海　＾,189659,,,35.1199413,139.0602757,静岡県熱海市伊豆山1165-201　ＡＭＡＯ　ＶＩＬＬＡ　熱海,090-7859-5958
熱海の奥座敷　山の上ホテル,7603,,,35.0857486,139.0612992,静岡県熱海市紅葉ヶ丘町7-6,0557-81-0241
ｎｅｓｔ　Ｒｅｔｒｅａｔ　Ａｔａｍｉ,196487,,,35.0857285,139.0611338,静岡県熱海市紅葉ガ丘町9-36,090-4422-3404
梅花の宿　そそそ　＾,194246,,,35.0835103,139.0650732,静岡県熱海市梅花町3-3　梅花の宿　そそそ,070-4474-0102
熱海温泉　スイートヴィラパノーラ熱海桜沢,168587,,,35.08216041,139.0688748,静岡県熱海市桜木町32-8,03-3346-8383
ＧＬＡＭＤＡＹ　ＰＯＲＴ　海の見える丘,188165,,,35.0820349,139.0676439,静岡県熱海市桜木町33-16,0570-0117-22
Ｖｉｌｌａ　熱海　ＳＵＩ,188045,,,35.0814482,139.0646337,静岡県熱海市熱海1954-4,0557-83-6987
ソラトニワ熱海伊豆山（旧ゆとりろ熱海）,147782,,,35.1278704,139.0816421,静岡県熱海市伊豆山1173-534,0570-055-666
ＶＩＶＩ熱海　自然郷　３００１／民泊,185989,,,35.0951298,139.0488849,静岡県熱海市熱海字日蔭沢1890-16　ＶＩＶＩ熱海自然郷　3001号室,050-5491-6892
ゆるり熱海ｗｉｔｈＤＯＧＳ,193293,,,35.1275869,139.0868472,静岡県熱海市泉411-292,0570-550-165
ＵＭＩＴＯ　ＡＴＡＭＩ　ＢＥＴＴＥＩ,197990,,,35.0772637,139.0713404,静岡県熱海市上多賀1027-83,0557-29-6305
ペンション　プリンス,130641,,,35.12845006,139.0878619,静岡県熱海市泉412-91,0557-80-1781
ＵＭＩＴＯ　ＶＯＹＡＧＥ　ＡＴＡＭＩ,167184,,,35.0763372,139.0741764,静岡県熱海市上多賀1027-79,0557-55-7008
ＦＴＨ　Ａｚｕｒｅ　Ａｔａｍｉ／民泊,189458,,,35.12428081,139.0985609,静岡県熱海市伊豆山大洞台1174-149　ＦＴＨ　Ａｚｕｒｅ　Ａｔａｍｉ,080-9991-9507
ｓｋｙ　ｔｅｒｒａｃｅ　Ｒｅ：Ｔ,192351,,,35.0788055,139.056593,静岡県熱海市熱海1920-18,06-7167-6048
熱海Ｍｏｏｎｌｉｇｈｔ,191648,,,35.0788906,139.0498256,静岡県熱海市上多賀1066-1　熱海自然郷フォレストカフェ,0557-52-4800
熱海カジュアルコテージ　なごみ,191649,,,35.0788906,139.0498256,静岡県熱海市上多賀1066-1　熱海自然郷フォレストカフェ,0557-52-4800
エンゼルフォレスト熱海自然郷,176941,,,35.0787902,139.0497859,静岡県熱海市上多賀1066-1,050-3099-1541
エンゼルフォレスト熱海,198040,,,35.0787277,139.0495702,静岡県熱海市上多賀1066-1,050-3139-5713
マイグレフィールズ,184036,,,35.07698783,139.0505136,静岡県熱海市上多賀1065-1292,050-8893-6290
リブマックスリゾート熱海フォレスト,137432,,,35.07909899,139.0476367,静岡県熱海市熱海1890-16,0557-67-8828
スイートヴィラ　熱海オーシャンハウス,196587,,,35.0768784,139.0497575,静岡県熱海市上多賀1065-141,03-3346-8383
Ｙ'ｓあたみんち,183864,,,35.0771711,139.0488652,静岡県熱海市上多賀1065-606,080-5007-5109
スイートヴィラオーシャンテラスＡｔａｍｉ,184081,,,35.0766882,139.0481312,静岡県熱海市上多賀1065-893,03-3346-8383
ホテル　リーデント　伊東,145449,,,34.97132611,139.0936475,静岡県伊東市中央町13-39,0557-36-1105
伊東温泉　ホテルよしの,30912,,,34.97020951,139.09079,静岡県伊東市松原745-5,0557-36-8880
伊東温泉　やまだ屋,30799,,,34.973187,139.0926231,静岡県伊東市猪戸1-5-26,0557-37-3312
ラフォーレ伊東温泉　湯の庭,70766,,,34.96998179,139.0919594,静岡県伊東市猪戸2-3-1,0557-37-3133
時代おくれの宿　山岸園,7560,,,34.97305917,139.0899594,静岡県伊東市松原657,0557-37-4117
ホテル伊東ガーデン,67834,,,34.97347933,139.0894669,静岡県伊東市松原655,0557-36-3841
源泉かけ流しの小さなお宿”あゆの風”,68160,,,34.9717775,139.0884729,静岡県伊東市松原794-1,0557-38-2000
伊東温泉　伊東園ホテル松川館,78235,,,34.97027627,139.094548,静岡県伊東市寿町1-1,0557-37-3100
伊東ステーションホテル,65968,,,34.97442797,139.0931186,静岡県伊東市湯川1-9-18,0557-37-2233
伊東温泉　伊東園ホテル　別館,40247,,,34.96914305,139.0941009,静岡県伊東市寿町2-4,0557-32-5500
伊東温泉　翠方園,7546,,,34.96960952,139.0885624,静岡県伊東市岡431-10,0557-37-5145
伊東温泉　伊東園ホテル,40246,,,34.97089845,139.0957173,静岡県伊東市松川町1-12,0557-35-1234
くつろぎ日和　伊東遊季亭,72080,,,34.96931527,139.0947925,静岡県伊東市宝町1-8,0557-37-0114
湯の泉　＾,193846,,,34.9744126,139.0889038,静岡県伊東市松原639-16　湯の泉,080-1230-7763
Ｅｎｂｎｂ,198522,,,34.9713212,139.0963764,静岡県伊東市松川町1-22-3F,090-7007-1735
伊豆の家　ＵＮＯ,164822,,,34.9753149,139.093544,静岡県伊東市湯川2-17-6,0557-37-1740
伊東温泉　ホテル　ラヴィエ川良,14377,,,34.97080959,139.0965062,静岡県伊東市竹の内1-1-3,0557-37-8181
ホテル　シールート,31840,,,34.97282049,139.0970338,静岡県伊東市松原本町10-14,0557-38-0007
ケイズハウス伊東温泉,109095,,,34.97177895,139.0973449,静岡県伊東市東松原町12-13,0557-35-9444
ＳＥＶＥＮ　ＳＥＡＳ　ＨＯＴＥＬ　ＩＴＯ（セブンシーズホテル）,167067,,,34.974947,139.0957557,静岡県伊東市湯川2-3-10,0557-36-8864
伊東温泉　ホテル暖香園,38122,,,34.96945697,139.0967006,静岡県伊東市竹の内1-3-6,0557-37-0011
伊豆・伊東温泉　お風呂ずきの宿　大東館,15268,,,34.96715151,139.0903513,静岡県伊東市末広町2-23,0557-37-5166
伊豆　伊東温泉　湯あみの宿　かめや楽寛,7395,,,34.9759562,139.0949478,静岡県伊東市湯川2-4-12,0557-37-1515
ホテルハーヴェスト伊東,10798,,,34.96763492,139.0955286,静岡県伊東市竹の内1-5-14,0557-38-6373
伊東温泉　陽気館,7473,,,34.96669322,139.0902541,静岡県伊東市末広町2-24,0557-37-3101
伊豆の家　ＭＯＡＮＡ,167335,,,34.97635817,139.0947279,静岡県伊東市湯川3-1-1　3Ｆ,0557-37-1740
昭和レトロのお宿　山望館,9418,,,34.9701597,139.0978894,静岡県伊東市銀座元町5-8,0557-37-2047
はるひら丸,67965,,,34.97323436,139.0979698,静岡県伊東市松原本町1-14,0557-37-4250
