宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ダイワロイネットホテル京都テラス八条　ＰＲＥＭＩＥＲ,173030,,,34.9841086,135.7614748,京都府京都市南区東九条東山王町14-1,075-682-0855
アパホテル〈京都駅前中央口〉（全室禁煙）,29357,,,34.98795195,135.760942,京都府京都市下京区東洞院通七条下ル塩小路町533番地,0570-072-011
ＭＩＭＡＲＵ京都ＳＴＡＴＩＯＮ,176659,,,34.9843129,135.7616765,京都府京都市南区東九条東山王町15-1,075-585-9291
京舞イン,39773,,,34.98714432,135.7618287,京都府京都市下京区東塩小路町685-2,075-371-1117
旅館　西喜楼,10882,,,34.98827501,135.760457,京都府京都市下京区不明門通七条下ル東塩小路町711-7,075-371-1123
ホテル京阪　京都グランデ,4979,,,34.98352278,135.7608655,京都府京都市南区東九条西山王町31番地,075-661-0321
レフ京都八条口ｂｙベッセルホテルズ｜ＲＥＦ京都八条口（京都２号店）,179147,,,34.98312496,135.7576422,京都府京都市南区東九条室町57番地,075-662-7001
ワシントンＲ＆Ｂホテル京都駅八条口,18172,,,34.98300614,135.7594573,京都府京都市南区東九条上殿田町41-1,075-693-2121
アパホテル〈京都駅東〉（全室禁煙）,176597,,,34.9879165,135.7612276,京都府京都市下京区東塩小路町552-1,0570-075-411
天然温泉　花蛍の湯　ドーミーインＰＲＥＭＩＵＭ京都駅前（ドーミーイン・御宿野乃　ホテルズグループ）,104701,,,34.98741124,135.7617736,京都府京都市下京区東塩小路町558-8,075-371-5489
ゲストハウス利灸,188967,,,34.9867451,135.7621872,京都府京都市下京区東洞院通七条下ル2-東塩小路町845,075-708-3863
日本館,16244,,,34.98870546,135.7581322,京都府京都市下京区烏丸通七条下ル東塩小路町696,075-371-3124
藤家旅館,39212,,,34.98855274,135.7602237,京都府京都市下京区不明門通リ七条下る東塩小路町７３５番,075-351-3894
ひふみ旅館,164512,,,34.9884441,135.7605385,京都府京都市下京区不明門通七条下ル東塩小路町711,075-371-1238
ホテル　エルシエント京都八条口,9402,,,34.98360889,135.7613126,京都府京都市南区東九条東山王町13,075-672-1100
都ホテル京都八条,1160,,,34.98397539,135.7558492,京都府京都市南区西九条院町17,075-661-7111
ダイワロイネットホテル京都駅前　ＰＲＥＭＩＥＲ,153230,,,34.988794,135.7595886,京都府京都市下京区烏丸通七条下る東塩小路町707-2,075-344-3055
京粋庵　八条口　＾,169979,,,34.9829981,135.7572746,京都府京都市南区東九条室町32-2　京粋庵,075-585-8333
変なホテルプレミア　京都駅八条口前,172683,,,34.9841667,135.7619828,京都府京都市南区東九条東山王町15,050-5576-8390
京都タワーホテルアネックス,4841,,,34.98829049,135.756568,京都府京都市下京区新町通七条下る東塩小路町 595-1,075-343-3111
アパホテル〈京都駅前〉（全室禁煙）,2118,,,34.98622877,135.7550378,京都府京都市下京区西洞院通塩小路下ル南不動堂町806,0570-069-411
京都ホワイトホテル,10924,,,34.98766678,135.7619013,京都府京都市下京区 東洞院通塩小路上ル東入ル東塩小路町５５６,075-351-5511
アパホテル〈京都駅北〉（全室禁煙）,162951,,,34.9882274,135.7563306,京都府京都市下京区東塩小路町597-2,0570-070-811
ＲＹＯＫＡＮ　ＧＩＮＫＡＫＵ　ＫＹＯＴＯ（旧：旅館銀閣）,54163,,,34.98870531,135.760512,京都府京都市下京区不明門通七条下ル東塩小路町709,075-371-5252
相鉄フレッサイン　京都駅八条口,158776,,,34.9830362,135.7609218,京都府京都市南区東九条西山王町11,075-284-0203
ゲストハウス極楽堂,164705,,,34.9890356,135.7582165,京都府京都市下京区西境町167,075-341-1011
京湯元　ハトヤ瑞鳳閣,4922,,,34.98692225,135.7550186,京都府京都市下京区西洞院通塩小路下ル南不動堂町802番地,075-361-1231
ＭＡＣＨＩＹＡ　ｄｅ　ＳＡＵＮＡ,193501,,,34.9828833,135.75685,京都府京都市南区東九条室町30-26,050-1807-3013
やまがた京町旅籠　京都駅前,180316,,,34.9824101,135.7586328,京都府京都市南区東九条上殿田町18,080-9757-9334
奏　京都駅南,177751,,,34.98267271,135.7570892,京都府京都市南区東九条室町30-37,075-671-8880
ゲストハウス京都駅前ＩＩ,162905,,,34.982714,135.760633,京都府京都市南区東九条西山王町9-1,090-3941-3191
京御宿　蔵々,164920,,,34.98233708,135.759095,京都府京都市南区東九条上殿田町23-5,075-525-7575
ＡＬＡ　ＨＯＴＥＬ　ＫＹＯＴＯ　－アルアホテル京都－,184472,,,34.9886196,135.7612723,京都府京都市下京区東洞院通七条下る塩小路町518,075-371-0007
ＨＡＮＡＲＥ　ＫＹＯＴＯ　八条口　ｂｙ　宿ルＫＹＯＴＯ　ＨＡＮＡＲＥ,180656,,,34.982838,135.7565502,京都府京都市南区西九条院町22-43,050-3189-0049
ピースホステル京都,142591,,,34.983592,135.762133,京都府京都市南区東九条東山王町21-1,075-693-7077
ｅｐｈ　ＫＹＯＴＯ（エフ　キョウト）,173147,,,34.98251546,135.7603868,京都府京都市南区東九条西山王町5-6,075-693-8898
ホテル・アンドルームス京都七条,181769,,,34.98906459,135.7571281,京都府京都市下京区夷之町730,075-353-5700
奏　京都駅八条室町庵,197844,,,34.982443,135.7571518,京都府京都市南区東九条室町8-11,075-671-8880
ハスノハ,179358,,,34.9894368,135.7588926,京都府京都市下京区中居町112,075-671-7000
ＳＴＡＹ＆ＧＯ京都駅北,196054,,,34.98837122,135.7556471,京都府京都市下京区東塩小路町600-40,06-7167-6048
リーガグラン京都,177938,,,34.9822419,135.7599207,京都府京都市南区東九条西山王町1番地,075-662-1121
紡　八条室町,165231,,,34.9823807,135.7571527,京都府京都市南区東九条室町8-11,075-693-9950
京都駅前町家・嘉右衛門,165219,,,34.9893611,135.757429,京都府京都市下京区七条通新町東入る新シ町140,075-746-4241
２２ＰＩＥＣＥＳ,179825,,,34.9824019,135.756889,京都府京都市南区東九条室町9-4,075-644-5115
ダブルツリーｂｙヒルトン京都駅,189132,,,34.9840184,135.7628713,京都府京都市南区東九条西岩本町15,075-606-1320
京御宿　室町,164921,,,34.9820196,135.7583526,京都府京都市南区東九条上殿田町15,075-525-7575
ホテルリブマックスＢＵＤＧＥＴ京都駅前,129606,,,34.98898316,135.7561935,京都府京都市下京区夷之町713,075-354-7100
井ノ口　別邸／民泊,199547,,,34.9821477,135.7572999,京都府京都市南区東九条室町7,06-4400-2384
リッチモンドホテルプレミア京都駅前,171941,,,34.98730412,135.7544562,京都府京都市下京区北不動堂町565-3,075-354-3677
ＴＵＮＥ　ＳＴＡＹ　ＫＹＯＴＯ,177977,,,34.98909775,135.7562448,京都府京都市下京区七条通新町西入夷之町708,075-644-6660
天然温泉　蓮花の湯　御宿　野乃京都七条（ドーミーイン・御宿野乃　ホテルズグループ）,178613,,,34.98877446,135.7619076,京都府京都市下京区材木町491番地,075-365-5489
ＨＩＤＥＯＵＴ,188172,,,34.9891116,135.756172,京都府京都市下京区七条通新町西入夷之町708,075-644-6660
【京蘭－天翔邸】　＾,190856,,,34.9822952,135.7565595,京都府京都市南区西九条院町23-9　京蘭-天翔邸,090-3940-3176
ホテル　エムズ・エスト京都駅南,167139,,,34.98172618,135.7595215,京都府京都市南区東九条北烏丸町7,075-693-7600
Ｈｏｔｅｌ　Ｔｈｅ　Ｍ’ｓ　Ｋｙｏｔｏ,182144,,,34.98219424,135.7612523,"京都府京都市南区東九条東山王町6,8-1",075-330-9300
９４１０ＫＹＯＴＯ,165564,,,34.9817419,135.7575249,京都府京都市南区東九条中殿田町12-7,050-3709-3955
Ｋｙｏｔｏ　Ｈａｎａ　Ｈｏｓｔｅｌ　‐京都花宿‐,108082,,,34.98977484,135.7605319,京都府京都市下京区不明門通七条上ル粉川町229,075-371-3577
旅館　京らく,183906,,,34.9897707,135.7605544,京都府京都市下京区不明門通七条上る粉川町231,075-371-1260
京蘭ー詩月邸,192954,,,34.9816118,135.7581325,京都府京都市南区東九条中殿田町13-18,075-00-0278
京音,196296,,,34.9815911,135.7592529,京都府京都市南区東九条北烏丸町8-23,080-4822-1906
ホテルブリエ京都駅南,181946,,,34.98162135,135.759575,京都府京都市南区東九条北烏丸町8-6,075-600-9050
エムズホテル　京都駅ＫＩＺＵＹＡ,178907,,,34.9878605,135.7542346,京都府京都市下京区木津屋橋通油小路東入南町505,075-320-4138
京蘭【艶月邸】　＾,195428,,,34.9815625,135.7581529,京都府京都市南区東九条中殿田町13-19　京蘭【艶月邸】,090-3940-3176
Ｒｉｎｎ　Ｋｙｏｔｏ　Ｓｔａｔｉｏｎ,178333,,,34.9873999,135.7539588,京都府京都市下京区北不動堂町522-14,075-746-6841
ダイワロイネットホテル京都八条口,107844,,,34.98160353,135.7599878,京都府京都市南区東九条北烏丸町9-2,075-693-0055
御泊処「京町家　東本願寺庵」,151333,,,34.98979037,135.7568138,京都府京都市下京区辰巳町746-1,090-9698-0395
ホテルエクセレンス京都駅前,147665,,,34.98728533,135.7538066,京都府京都市下京区油小路通木津屋橋下ル北不動町519-1,075-365-5861
グランツケイ　京都駅,176692,,,34.9821114,135.7559301,京都府京都市南区西九条院町24-1,075-661-6323
ＨＯＴＥＬ　ＩＭＡＧＩＮＥ　ＫＹＯＴＯ,168511,,,34.98170218,135.7606829,京都府京都市南区東九条北烏丸町19-1,075-632-9825
ＲＥＳＩ　ＳＴＡＹ　ＨＥＡＲＴ,176909,,,34.9898268,135.7609001,京都府京都市下京区飴屋町253,075-353-7744
旅館　若みや,31197,,,34.98947476,135.7558351,京都府京都市下京区七条通西洞院東入夷之町701,075-353-7501
別邸　凛　＾,186853,,,34.981397,135.7594024,京都府京都市南区東九条北烏丸町8-10　別邸　凛,090-1122-7250
和庵　＾,176206,,,34.9813823,135.7593955,京都府京都市南区東九条北烏丸町8－9　ＮＧＡ　Ｇｕｅｓｔｈｏｕｓｅ　Ｋｙｏｔｏ,06-4400-2384
伝統の京町家「和庵　ＮＡＧＯＭＩ－ＡＮ」／　ＪＲ京都駅から徒歩５分【約８０ｍ２　最大７名】　＾,186858,,,34.9813823,135.7593955,京都府京都市南区東九条北烏丸町8-9　伝統の京町家「和庵　ＮＡＧＯＭＩーＡＮ」,090-1122-7250
アパホテル〈京都駅堀川通〉,32075,,,34.98661685,135.7534277,京都府京都市下京区油小路通塩小路西油小路町１番地,0570-076-111
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　京都駅南４,179904,,,34.9813524,135.757726,京都府京都市南区東九条中殿田町15-15,080-3318-1746
京都駅徒歩４分　　京都プチハウス　＾,174205,,,34.9814002,135.7574277,京都府京都市南区東九条中殿田町15-9,090-6245-7877
Ｈｏｔｅｌ　Ｔｈｅ　Ｐｏｉｎｔ京都駅南,182854,,,34.9824146,135.7625074,京都府京都市南区東九条東山王町30-7,075-574-7255
ホテル晴輝京都ステーション,140725,,,34.98132898,135.7599389,京都府京都市南区東九条北烏丸町24-5,075-634-6880
ホテルエクセレンス京都駅八条口,144976,,,34.983436,135.75403,京都府京都市南区西九条鳥居口5,075-672-5861
Ｋ　ーｓｔｙｌｅ東本願寺,187630,,,34.9901184,135.7568255,京都府京都市下京区新町通七条上る辰巳町749-5,090-3288-7899
Ｐｒｉｖａｔｅ　ｒｅｓｉｄｅｎｃｅ　京都駅前　瑞,182387,,,34.9827197,135.7630111,京都府京都市南区東九条西岩本町3-6,075-644-6285
ホテルエクセレンス・京都駅西,172269,,,34.9849137,135.7532392,京都府京都市南区西九条寺ノ前町8,075-662-5861
【快適】京都駅から徒歩５分、２階建て　＾,176246,,,34.9812915,135.7573833,京都府京都市南区東九条中殿田町16－3,080-8344-0038
ＫＹＯＴＯ　ＳＴＡＴＩＯＮ　ＨＯＵＳＥ,179240,,,34.9812769,135.7574399,京都府京都市南区東九条中殿田町16-12,075-671-7000
京町家　半夏生　ＨＡＮＧＥＳＨＯＵ,158849,,,34.9826919,135.7630689,京都府京都市南区東九条西岩本町3-7,075-468-1980
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　京都駅南１,166398,,,34.98124653,135.7574187,京都府京都市南区東九条中殿田町16-8,080-3318-1746
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　京都駅南３,166399,,,34.98124493,135.7574168,京都府京都市南区東九条中殿田町16-13,080-3318-1746
綵　－　あやぎぬ　〈一棟貸し町家〉,161053,,,34.98875306,135.7543332,京都府京都市下京区東町260-2,050-3786-2009
えびす旅館,149139,,,34.98131827,135.7569229,京都府京都市南区東九条中殿田町16-2,075-574-7100
Ｃｏｎｎｅｃｔ　ｉｎｎ　京都駅南,183286,,,34.98130272,135.7606848,京都府京都市南区東九条北烏丸町38-15,075-671-8880
楽宿東九条　＾,199670,,,34.98263966,135.7631565,京都府京都市南区東九条西岩本町3-12　楽宿東九条,070-3136-0454
【京蘭－紫竹邸】　＾,195457,,,34.9819501,135.7622962,京都府京都市南区東九条南山王町30-4　【京蘭-紫竹邸】,090-3940-3176
アルモントホテル京都,138005,,,34.98334509,135.7638402,京都府京都市南区東九条西岩本町26-1,075-681-2301
鈴　町家久遠,184450,,,34.99011289,135.7561283,京都府京都市下京区若宮通七条上る竹屋町664,075-746-2402
京蘭ー幻月邸,183386,,,34.9818346,135.762215,京都府京都市南区東九条南山王町31,075-600-0278
京蘭【輝雲邸】　＾,195427,,,34.9811072,135.7605488,京都府京都市南区東九条北烏丸町38-35　京蘭【輝雲邸】,090-3940-3176
鈴　プレミアム　飛雲,181035,,,34.99019685,135.7561262,京都府京都市下京区北小路新町西入井筒町654番地,075-746-2402
ＳＡＫＵＲＡ　ＴＥＲＲＡＣＥ　ＴＨＥ　ＡＴＥＬＩＥＲ（サクラテラス　ザ　アトリエ）,158518,,,34.9808864,135.7590192,京都府京都市南区東九条北烏丸町1-1,075-693-8588
京蘭【幻花邸】　＾,195456,,,34.98173747,135.7621872,京都府京都市南区東九条南山王町16-1　京蘭【幻花邸】,090-3940-3176
京都駅徒歩７分、２０１７年９月オープン、明るい３ＤＫの京町家　＾,173517,,,34.9808836,135.7579638,京都府京都市南区東九条中殿田町19季楽庵京都駅南,080-6134-4141
京の宿　北海館　お花坊,19407,,,34.99057474,135.7604764,京都府京都市下京区不明門通下珠数屋町上る卓屋町６６番地の２,075-371-3688
２０ＰＩＥＣＥＳ,181239,,,34.9905679,135.7605328,京都府京都市下京区不明門通下珠数屋町上る卓屋町63,075-644-5890
宿あじろ,182392,,,34.9826952,135.7635547,京都府京都市南区東九条西岩本町35-29,075-644-6285
リーガロイヤルホテル京都,108,,,34.98640004,135.7527355,京都府京都市下京区東堀川通り塩小路下ル松明町１番地,075-341-1121
メルキュール京都ステーション,179109,,,34.98833624,135.7535043,京都府京都市下京区油小路町288,075-343-5533
だいや旅館,44849,,,34.99035535,135.7615457,京都府京都市下京区下珠数屋町通東洞院東入ル西玉水町292,075-371-3987
Ｐｒｉｖａｔｅ　ｒｅｓｉｄｅｎｃｅ　甚,182388,,,34.9809166,135.7605118,京都府京都市南区東九条北烏丸町38-7,075-644-6285
Ｐｒｉｖａｔｅ　ｒｅｓｉｄｅｎｃｅ　嘉,182386,,,34.980929,135.7606267,京都府京都市南区東九条北烏丸町38-2,075-644-6285
ホテルテトラ京都駅前,177012,,,34.9830313,135.7534984,京都府京都市南区西九条池ノ内町94-3,075-661-2355
ＫＡＮＳＥＩ京都八条,195910,,,34.9839701,135.7646936,京都府京都市南区東九条東岩本町15-2,075-634-3933
Ｒａｋｕｔｅｎ　ＳＴＡＹ　Ｋｙｏｔｏ　Ｓｔａｔｉｏｎ,170009,,,34.9842964,135.7648307,京都府京都市南区東九条東岩本町15,050-1750-9719
ホテルジャパネスク京都駅ＣＯＴＯＮＥ,191871,,,34.98393313,135.7646873,京都府京都市南区東九条東岩本町15-2,075-682-8282
ＲＥＳＩ　ＳＴＡＹ　Ｈａｃｈｉ　Ｉｎｎ,166955,,,34.99037121,135.7617845,京都府京都市下京区西玉水町281,075-353-7744
ＳＴＡＹ　ＩＮＮ　ＡＫＡＮＥ　京都駅　＾,171178,,,34.9838693,135.7528753,京都府京都市南区西九条池ノ内町29　ＳＴＡＹ　ＩＮＮ　ＡＫＡＮＥ　Ｋｙｏｔｏｅｋｉ,075-585-8333
リブマックスホステルズ京都駅前,197637,,,34.9829126,135.7534729,京都府京都市南区西九条池ノ内町96-1,075-748-6683
Ｌａｖｉｔａ　Ｋｙｏｔｏ　＾,185301,,,34.9839314,135.7528296,京都府京都市南区西九条池ノ内町33　Ｌａｖｉｔａ　Ｋｙｏｔｏ,075-585-8333
京都クリスタルホテルＩＩ,168474,,,34.98426651,135.7649142,京都府京都市南区東九条東岩本町15-4,075-672-3999
京蘭【南山】　＾,195350,,,34.9818652,135.7630419,京都府京都市南区東九条南山王町44　京蘭 南山,090-3940-3176
宿ＺＥＮ　＾,190030,,,34.9833133,135.7531475,京都府京都市南区西九条池ノ内町93-11　宿ＺＥＮ,050-1721-4419
ゲストハウス凛,182389,,,34.9824163,135.7637146,京都府京都市南区東九条西岩本町40-5,075-644-6285
京の宿　しみず,19355,,,34.99051631,135.7559462,京都府京都市下京区七条通若宮上る鍵屋町644,075-371-5538
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　京都駅南５,179905,,,34.9834252,135.7530518,京都府京都市南区西九条池ノ内町83-1,080-3318-1746
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　京都駅南６,179906,,,34.9834252,135.7530518,京都府京都市南区西九条池ノ内町83-2,080-3318-1746
京蘭【悠然】　＾,195348,,,34.9818609,135.7631237,京都府京都市南区東九条南山王町44　京蘭 悠然,090-3940-3176
紡　七条鍵屋町,182795,,,34.990571,135.7559236,京都府京都市下京区鍵屋町645-1,075-693-9950
ＨＯＴＥＬ　ＫＵＵ　ＫＹＯＴＯ,164508,,,34.9909633,135.7604274,京都府京都市下京区不明門通正面下る卓屋町58,075-341-3030
奏　京都八条口,173155,,,34.98164445,135.7628933,京都府京都市南区東九条南山王町40-6,075-671-8880
九条ステイズ,167455,,,34.98114168,135.7556069,京都府京都市南区東九条中殿田町8,090-6975-1770
ＪＲ京都駅から５００ｍ、東本願寺前の築１００年の京町家旅館タイプのゲストハウス。　＾,171184,,,34.9907938,135.761206,京都府京都市下京区笹屋町270　ダース,080-3809-2017
エムズホテル　京都駅ＫＡＳＵＧＡ,178908,,,34.9817812,135.7544493,京都府京都市南区西九条春日町48-2.51,075-320-4136
都和旅館,13758,,,34.99001078,135.7546658,京都府京都市下京区東中筋通七条上る文覚町395,075-371-5421
旅宿　井筒安,107750,,,34.9908414,135.761243,京都府京都市下京区東洞院通下珠数屋町上る,075-371-1574
京都ＬａｎＬａｎ別荘　＾,171613,,,34.98091186,135.7558878,京都府京都市南区東九条中殿田町6-10　Ｋｙｏｔｏ　ＬａｎＬａｎ　Ｂｅｓｓｏｕ,080-3786-6688
ホテルジャパネスク京都駅　ＺＥＱＵＵ　ＡＮＮＥＸ,192403,,,34.9824407,135.7640515,京都府京都市南区東九条西岩本町40-8,075-662-1155
プライベートレジデンス京都駅北　＾,199652,,,34.9902768,135.7549627,京都府京都市下京区高雄町378-2,075-708-8030
Ｌａ　Ｃａｓａ,177453,,,34.98389868,135.7652419,京都府京都市南区東九条東岩本町18-7,075-634-8800
ＲＥＳＩ　ＳＴＡＹ　トマローカ文覚町,176869,,,34.99030024,135.7546962,京都府京都市下京区文覚町394-3,075-353-7744
ホテル京阪　京都八条口,166081,,,34.980817,135.7620967,京都府京都市南区東九条南山王町5番-1,075-662-0321
ホテルトーイン京都,191572,,,34.9911965,135.7610183,京都府京都市下京区廿人講町29-6,075-201-7002
ゲストハウス京都駅前,151454,,,34.9839529,135.7653853,京都府京都市南区東九条東岩本町18-6,075-691-5721
Ａ－Ｓｔｙｌｅ　Ｋｙｏｔｏ,165601,,,34.98177985,135.7637474,京都府京都市南区東九条南山王町49-3,075-682-0088
Ｓｔａｙ　ＳＡＫＵＲＡ　京都駅南Ｉ,172097,,,34.98239378,135.7643937,京都府京都市南区東岩本町4-3,050-2018-7885
ＭＥＺＡＭＥ　ＫＹＯＴＯ,166202,,,34.98171793,135.7637079,京都府京都市南区東九条南山王町49-4,075-600-2548
お宿　京都駅Ｉ,158484,,,34.9850442,135.7518143,京都府京都市南区西九条戒光寺町14-16,090-4276-9476
お宿　京都駅ＩＩ,158485,,,34.984997,135.7518115,京都府京都市南区西九条戒光寺町14-14,090-4276-9476
Ｎｏ.８　京都,184465,,,34.9805792,135.7619003,京都府京都市南区東九条上御霊町7-2,075-354-5159
Ｓｔａｙ　ＳＡＫＵＲＡ　京都駅七条,197198,,,34.9898799,135.7536955,京都府京都市下京区油小路通七条上る米屋町165,050-2018-7885
しづやＫＹＯＴＯ,158378,,,34.98934977,135.7644972,京都府京都市下京区材木町460,075-351-2726
京蘭ー水月邸,179765,,,34.98227511,135.7645231,京都府京都市南区東九条東岩本町1-3,090-3940-3176
京蘭【雪舟邸】　＾,199677,,,34.981594,135.7637997,京都府京都市南区東九条南山王町51-8,090-3940-3176
京蘭ー風花邸,179761,,,34.9822417,135.7645477,京都府京都市南区東九条東岩本町1-4,090-3940-3176
京都駅徒歩５分　ＭＡＸ３ＰＰＬ　ＦＲＥＥ　ＷＩＦＩ／民泊,173844,,,34.9850781,135.7516358,京都府京都市南区西九条戒光寺町14-8　京都寿,050-5444-6620
東寺苑,178170,,,34.98491,135.7516335,京都府京都市南区戒光寺町5-6,075-200-3776
ＩＲＯＲＩ京都駅東本願寺前,166240,,,34.9913743,135.7613274,京都府京都市下京区東洞院通正面東入廿人講町33,075-354-0001
ＢＯＮ京都ステーション,180419,,,34.9828631,135.7524872,京都府京都市南区西九条池ノ内町2,070-3873-5688
ホテルジャパネスク京都駅　ＺＥＱＵＵ,192402,,,34.9819991,135.7643873,京都府京都市南区東九条東岩本町2-11,075-672-1111
ＢＯＯＫ　ＨＯＴＥＬ　京都九条,191501,,,34.9800906,135.7609835,京都府京都市南区東九条烏丸町41,070-4234-0388
京料理　宿屋　枳殻荘,18929,,,34.99029707,135.76364,京都府京都市下京区河原町七条上ル一筋目西入ル,075-371-7781
ゲストハウスのび　＾,171624,,,34.9873474,135.7517191,京都府京都市下京区松本町118　Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｎｏｂｉ,090-6828-4727
Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｎｏｂｉ,198591,,,34.9873474,135.7517191,京都府京都市下京区岩上通木津屋橋下る松本町118,090-6828-4727
ＳＡＫＵＲＡ　ＴＥＲＲＡＣＥ　（サクラテラス）,144483,,,34.979818,135.759441,京都府京都市南区東九条烏丸町1-1,075-692-1112
京都の安らぎと寛ぎの宿　魚岩旅館,8220,,,34.98961357,135.7531159,京都府京都市下京区堀川通り七条上る143,075-371-4910
京蘭【輝月邸】　＾,199790,,,34.9815691,135.7640315,京都府京都市南区東九条南山王町51-40,090-3940-3176
アーバン京都駅西,182066,,,34.98860207,135.7522168,京都府京都市下京区東堀川通下る鎌屋町1-3,080-8305-9282
【佳町・和】／民泊,194745,,,34.9832635,135.7520152,京都府京都市南区西九条藤ノ木町5-6　佳町．和,070-3136-0454
京都東本願寺前　山田屋旅館,39629,,,34.99181071,135.7603847,京都府京都市下京区不明門通正面上ル亀町６,075-371-3127
京の宿　枳殻庵,162926,,,34.9896357,135.7646937,京都府京都市下京区七条通間之町東入材木町456-7,075-551-3098
ザ・パークレジデンス京都駅前／民泊,194840,,,34.9895226,135.76483,京都府京都市下京区材木町454-3　ザ・パークレジデンス京都駅前,03-6432-9366
ザ・パークレジデンス京都駅前１／民泊,194994,,,34.9895226,135.76483,京都府京都市下京区材木町454-3　ザ・パークレジデンス京都駅前,03-6432-9366
ザ・パークレジデンス京都駅前２／民泊,195004,,,34.9895226,135.76483,京都府京都市下京区材木町454-3,03-6432-9366
ザ・パークレジデンス京都駅前４／民泊,195005,,,34.9895226,135.76483,京都府京都市下京区材木町454-3,03-6432-9366
ザ・パークレジデンス京都駅前５／民泊,195006,,,34.9895226,135.76483,京都府京都市下京区材木町454-3,03-6432-9366
ｋｏｔｏｒｉ　ｈｏｕｓｅ,184867,,,34.9847051,135.7513569,京都府京都市南区西九条戒光寺町6-18,03-6231-0330
安本旅館,134899,,,34.99058292,135.7539436,京都府京都市下京区油小路通北小路上ル玉本町189,075-341-2569
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　京都駅鴨川,193246,,,34.989085,135.7652619,京都府京都市下京区西木屋町通七条上る新日吉町137,075-341-4577
ロディソンホテル京都七条,178322,,,34.9890886,135.7652605,京都府京都市下京区西木屋町通七条上る新日吉町137,075-371-3915
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　京都駅,181989,,,34.9889982,135.7522613,京都府京都市下京区七条通東堀川西入八百屋町1番地,075-353-1922
