宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ｔｈｅ　ｈｏｔｅｌ　ＯＳＡＫＡ　ｂａｙ／民泊,195643,,,34.6526166,135.4342981,大阪府大阪市港区築港1-13-15　the hotel OSAKA bay,050-1741-0183
大阪築港／ＯＣ３／民泊,194856,,,34.6537787,135.439343,大阪府大阪市港区築港1-1-5　築港シーブイ　3階301,070-4442-3502
ＷＡＤＡＣＨＩ　泊まれるパーティールーム／民泊,185196,,,34.6524271,135.4315842,大阪府大阪市港区築港2-8-30　ＷＡＤＡＣＨＩ,090-2109-4577
Ｌａ　Ｍａｒｅｅ　ラ・マーレ　－大阪港ー／民泊,195318,,,34.6524044,135.4337938,大阪府大阪市港区築港2-3-3 　La Maree ラ・マーレ -大阪港-,080-3389-1711
ＥＬ’ｓ　ＨＯＭＥ　天保山／民泊,195452,,,34.6523744,135.433358,大阪府大阪市港区築港2-3-27,090-1963-4180
Ｕｎｉｖｅｒｓａｌ　Ｂａｙ　Ｃｏｎｄｏｍｉｎｉｕｍ／民泊,175887,,,34.6522107,135.4322599,大阪府大阪市港区2－7－33　Ｕｎｉｖｅｒｓａｌ　Ｂａｙ,050-3628-1830
ユニバーサルベイコンドミニアム／民泊,175912,,,34.6522107,135.4322599,大阪府大阪市港区築港2－7－33　Ｕｎｉｖｅｒｓａｌ　Ｂａｙ,050-3628-1830
ジェイホッパーズ大阪ユニバーサル,153407,,,34.6752161,135.4430293,大阪府大阪市此花区島屋3-10-12,06-0000-0000
シンプルハートホテル大阪,5611,,,34.67574756,135.442815,大阪府大阪市此花区島屋3-10-31,06-4804-6000
ｇｕｅｓｔｈｏｕｓｅ築港／民泊,186515,,,34.6517991,135.4315929,大阪府大阪市港区築港2-7-26　ｇｕｅｓｔｈｏｕｓｅ　Ｃｈｉｋｋｏ,090-6967-6843
ＧＵＥＳＴ　ＨＯＵＳＥ　ＡＰＰＬＥ／民泊,169942,,,34.6543289,135.4424413,大阪府大阪市港区港晴2-14-3　ＧＵＥＳＴ　ＨＯＵＳＥ　ＡＰＰＬＥ,080-3389-1711
Ｉｔ＇　ｔａ　ｄｅ　ＪＰＮ　（イッタデェ　ジャパン）／民泊,189886,,,34.677107,135.4415863,大阪府大阪市此花区島屋1-1-35　サンランドマンション201,0120-853-064
ＵＳＪまで歩ける！無料駐車場／貸切り戸建／大型テレビ設置（最大１４名）ＣＳ１１／民泊,195498,,,34.675658,135.4441883,大阪府大阪市此花区島屋3-9-17,06-4256-3743
ＲＥＬＡＸ　ＨＯＵＳＥ　〜ＦＲＥＥ　ＰＡＲＫＩＮＧ〜／民泊,194150,,,34.6769219,135.4427925,大阪府大阪市此花区島屋3-6-5,080-3784-0260
ＴＯＲＡＣＯ　Ｋｏｎｏｈａｎａ,168541,,,34.6758216,135.4444002,大阪府大阪市此花区島屋3-2-20,06-7506-9869
ファミリーロッジ旅籠屋・大阪港店,172570,,,34.65094503,135.4331567,大阪府大阪市港区築港2-5-16,06-6572-3858
ＵＳＪに一番近い一番広い宿泊所／民泊,190478,,,34.6755451,135.4449606,大阪府大阪市此花区島屋3-2-13　ＵｎｉｖｅＤｏ,080-9881-6537
ＵＳＪ　＆　Ａｑｕａｒｉｕｍ　ＹｕｋｉＭａｃｈｉｙａ１／民泊,173609,,,34.6645093,135.4502428,大阪府大阪市港区田中1-14-16 1~2,070-9221-6541
ＫＡＷＡＩ　Ｉ　ＨＯＵＳＥ〜無料駐車場付き〜／民泊,194209,,,34.6768672,135.4436817,大阪府大阪市此花区島屋3-3-31,080-3784-0260
ＴＨＥ　ＲＩＳＥ　大阪　ユニバーサル　ベイサイド／民泊,195574,,,34.6744476,135.4475298,大阪府大阪市此花区春日出南3-2-27　2~13階　THE RISE OSAKA UNIVERSAL BAYSIDE,06-6462-5445
晴の舍／民泊,189329,,,34.65313385,135.4462475,大阪府大阪市八幡屋3-8-19,050-5444-6620
アミティ舞洲（大阪市舞洲障がい者スポーツセンター）,144552,,,34.667875,135.408204,大阪府大阪市此花区北港白津2-1-46,06-6465-8210
Ｇｕｅｓｔ　Ｈｏｕｓｅ　ａｎｙｔｉｍｅ／民泊,199857,,,34.6639372,135.4567485,大阪府大阪市港区磯路3-14-20 磯路３－戸建　Ｉｓｏｚｉ　３ｃｈｏｍｅ　Ｋｏｄａｔｅ,070-7666-2557
大阪北港マリーナ　ＨＵＬＬ,149175,,,34.67449992,135.4101316,大阪府大阪市此花区常吉2-13-18,06-4400-5138
ＣＯＺＹ　ｈｏｕｓｅＪ／民泊,171722,,,34.6793703,135.4517009,大阪府大阪市此花区春日出中2-5-25三進マンション2階201号室　ＣＯＺＹ　ｈｏｕｓｅＪ,080-5248-1057
ＵＳＪまで車も電車も１０分！新築駐車場付戸建／ＣＳ２０／民泊,195387,,,34.6716682,135.4572124,大阪府大阪市港区弁天4-9-17,06-4256-3743
ＢＩＪＯＵ　ＳＵＩＴＥＳ　キタムラ民泊／民泊,169180,,,34.6707837,135.4584697,大阪府大阪市港区弁天4-12-26号　喜多村ビル　1階101　／　Ｆｒｉｅｎｄｌｙ　ｍｉｎ-ｐａｒｋキタムラ民泊　ＢＩＪＯＵ　ＳＵＩＴＥＳ　キタムラ民泊,050-5444-6620
蜂の屋／民泊,194639,,,34.6729593,135.4576695,大阪府大阪市港区弁天5-6-8　蜂の屋,06-6572-5335
広いリビングと６５インチＴＶ／駐車場付き戸建／最大１２名／　ＣＳ２２／民泊,195388,,,34.673612,135.4573933,大阪府大阪市港区弁天5-4-17,06-4256-3743
空港＆海遊館直通、ＪＲ＆中央線　２ＷＡＹアクセス便利／民泊,189700,,,34.67306306,135.4576601,大阪府大阪市港区弁天5-6-19　過客ノ家ー弁天町,080-2454-0266
Ｌｅｍｏｎ　ＳＴＡＹ／民泊,185309,,,34.67297978,135.4577168,大阪府大阪市港区弁天5-6-8号2Ｆ・3Ｆ　Ｌｅｍｏｎ　Ｓｔａｙ,080-9728-5959
ｅｓ　Ｍａｉｓｏｎ　春日／民泊,194585,,,34.68287026,135.4492386,大阪府大阪市此花区春日出北2-13-13　ｅｓ　Ｍａｉｓｏｎ　春日,070-9307-2992
ビジュースイーツ　Ｍｕｓｕｂｉ／民泊,175903,,,34.6712777,135.4587699,大阪府大阪市港区弁天4－6－18　Ｂｉｊｏｕ　Ｓｕｉｔｅｓ　Ｍｕｓｕｂｉ,050-3628-1830
ＵＳＪまで１０分、梅田まで８分と大阪市内観光へのアクセス抜群　ＫＢ／民泊,194012,,,34.6729563,135.4585978,大阪府大阪市港区弁天5-7-24,06-4256-3743
今昔荘　大阪　弁天町　－　屋上庭園　＾,190112,,,34.67198331,135.4590719,大阪府大阪市港区弁天4-7-24　今昔荘　大阪　弁天町　－　屋上庭園,050-3690-8624
ＵＳＪ至近！８名まで宿泊可／キッチン完備／２フロア貸切り　ＢＳ／民泊,195781,,,34.6739629,135.4583637,大阪府大阪市港区弁天5-3-9,06-4256-3743
森之晴,197908,,,34.6725128,135.4596585,大阪府大阪市港区弁天4-2-15,090-6608-7838
【Ｏｐｅｎ】無料駐車場／ＵＳＪ・難波　６ＬＤＫ　Ｈｏｕｓｅ／民泊,195019,,,34.6841605,135.4501559,大阪府大阪市此花区春日出北1-23-13　グレンパーク　102,080-6984-0982
アートホテル大阪ベイタワー,164935,,,34.66945525,135.4609661,大阪府大阪市港区弁天1-2-1,06-6577-1111
ザ　ワンダー　アット　ステイ‐弁天町‐,178648,,,34.66577723,135.4625221,大阪府大阪市港区磯路1-4-4　ＯＡＫ弥栄1階,06-6978-4165
米御・繁花／民泊,190924,,,34.6878284,135.446487,大阪府大阪市此花区伝法5-9-4　米御・繁花,070-9307-2992
ポルタイン弁天町,166516,,,34.66990046,135.4630387,大阪府大阪市港区波除3-9-22,06-6583-3710
車て&#12441;ＵＳＪまて&#12441;１０分！新築／無料駐車場付き（最大１０名）ＣＳ６／民泊,195338,,,34.6878964,135.4481162,大阪府大阪市此花区伝法5-5-13,06-4256-3743
ＴＥＲＲＡＣＥ＋ＨＯＵＳＥ弁天町,158513,,,34.6624377,135.4637,大阪府大阪市港区市岡3-11-13,06-6615-9273
ＨＯＴＥＬ　ＳＨＥ，ＯＳＡＫＡ,165071,,,34.66440254,135.4645018,大阪府大阪市港区市岡1-2-5,06-6577-5500
マンション第二白鳥／民泊,169468,,,34.6811487,135.4582581,大阪府大阪市此花区梅香2-4-16　マンション第二白鳥,050-3701-8848
今昔荘　大阪　弁天町　－　光湯屋　＾,170048,,,34.6684535,135.4644487,大阪府大阪市港区市岡元町3-5-6　今昔荘　大阪　弁天町　－　光湯屋,06-4301-7792
ＭＯＮ　ＲＥＳＯＲＴ　ＴＨＥ　ＰＲＥＭＩＵＭ／民泊,191017,,,34.6715346,135.4638394,大阪府大阪市港区波除2-9-15,070-8337-5858
四貫島戸建て／民泊,190411,,,34.6843483,135.4551955,大阪府大阪市此花区四貫島2-7-12　四貫島戸建て,070-4442-3502
車でＵＳＪへ１０分！新築／無料駐車場付戸建！（最大８名）ＣＳ１０／民泊,195380,,,34.6882708,135.4493286,大阪府大阪市此花区伝法5-5-10,06-4256-3743
車て&#12441;ＵＳＪまて&#12441;１０分！新築／無料駐車場付き（最大１０名）ＣＳ９／民泊,195340,,,34.68828015,135.4493393,大阪府大阪市此花区伝法5-5-11,06-4256-3743
【新築】ペットと泊まれる！無料駐車場付き貸切一軒家（最大８名）ＵＳＪ大阪観光アクセス良好！／民泊,194011,,,34.6883764,135.4493253,大阪府大阪市此花区伝法5-5-12　Ｃａｓａ　Ｓｔｅｌｌａ　8　ｂｙ　Ｌｉａｉｓｏｎ,06-4256-3743
車て&#12441;ＵＳＪまて&#12441;１０分！新築／無料駐車場付き（最大１０名）ＣＳ７／民泊,195339,,,34.6883764,135.4493253,大阪府大阪市此花区伝法5-5-12,06-4256-3743
３階建の戸建を贅沢に貸切！駅徒歩４分新築／最大１０名　ＣＳ５／民泊,195337,,,34.68840366,135.4492964,大阪府大阪市此花区伝法5-5-13,06-4256-3743
和牛ハウス　ＫＨ１４／民泊,190387,,,34.6846301,135.4552231,大阪府大阪市此花区四貫島2-10-15,070-4442-3502
車て&#12441;ＵＳＪまて&#12441;１０分！新築／無料駐車場付き（最大１０名）ＣＳ４／民泊,195336,,,34.6884824,135.4493008,大阪府大阪市此花区伝法5-5-14,06-4256-3743
ＵＳＪ　ＧＲＡＮ梅香　２ｒｏｏｍ／民泊,195370,,,34.6804421,135.4596838,"大阪府大阪市此花区梅香2-7-1　松田ビル401,402,102",080-6984-0982
ホテルフクラシア大阪ベイ,810,,,34.6389874,135.4234596,大阪府大阪市住之江区南港北1-7-50,06-6614-8711
ＵＳＪ近マリオテーマキッズルーム、和と洋風１棟貸切／民泊,199665,,,34.6826361,135.4587732,大阪府大阪市此花区梅香1-5-6　笑顔梅香SMILE HOUSE,080-4234-8868
Ｅｎｚｏ　Ｃｈｉｄｏｒｉｂａｓｈｉ,181492,,,34.6842343,135.4571999,大阪府大阪市此花区梅香3丁目29-19,050-3196-2080
ＭｉｄＣｉｒｃｌｅ此花／民泊,189718,,,34.6851045,135.4562532,大阪府大阪市此花区四貫島1-6-16　Ａｃｅ　Ｒｅｓｏｒｔ,070-8440-4567
西九条Ｃｈｉｌｌ／民泊,189816,,,34.68602603,135.4556151,大阪府大阪市此花区四貫島1-4-27　プティ四貫島101,070-9230-0703
２ｍｉｎｓ　ｗａｌｋ　ｔｏ　ｃｈｉｄｏｒｉｂａｓｈｉ　　ＵＳＪ／民泊,195018,,,34.68388696,135.458187,大阪府大阪市此花区梅香3-31-11　千鳥橋戸建て,080-6984-0982
ＵＳＪ難波まで１０分！イベント／セミナー等にも◎／民泊,174380,,,34.685221,135.4566946,大阪府大阪市此花区四貫島1-5-14 ふたば,080-3815-9583
ＹＡＤＯＲＩ　＾,194792,,,34.68545741,135.4578999,大阪府大阪市此花区四貫島2-5-2,080-1188-3777
ＪＵＵ　ａｒｔｓ＆ｓｔａｙ／民泊,190412,,,34.6836063,135.4603747,大阪府大阪市此花区梅香1-17-20　アートの家,090-4285-6074
ユニバーサルスタジオジャパンまで電車で２駅、最大８名様までご利用可。／民泊,185350,,,34.6843048,135.4599367,大阪府大阪市此花区梅香1-21-13　地球タビカゾク,080-3662-1127
Ｇｒａｎｄ　Ｍｅｓｏｎ　ｋｏｎｏｈａｎａ　２０２／民泊,195632,,,34.6875477,135.4562723,大阪府大阪市此花区伝法2-1-34　メゾンカッサ此花202.301.302　Grand Meson konohana,070-7666-2557
Ｇｒａｎｄ　Ｍｅｓｏｎ　ｋｏｎｏｈａｎａ　３０１／民泊,195633,,,34.6875477,135.4562723,大阪府大阪市此花区伝法2-1-34　メゾンカッサ此花202.301.302　Grand Meson konohana,070-7666-2557
Ｇｒａｎｄ　Ｍｅｓｏｎ　ｋｏｎｏｈａｎａ　３０２／民泊,199516,,,34.68758988,135.4562602,大阪府大阪市此花区伝法2-1-34　メゾンカッサ此花202号.301号.302号　Ｇｒａｎｄ　Ｍｅｓｏｎ　ｋｏｎｏｈａｎａ,070-7666-2557
ＵＳＪまで２駅５分｜Ｓａｋｕｒａ　Ｖｉｌｌａ　Ｏｓａｋａ／民泊,175354,,,34.6833532,135.4612062,大阪府大阪市此花区梅香1-16-1Sakura Villa Osaka,080-8748-0593
千鳥　朝日の家,188128,,,34.6851146,135.459569,大阪府大阪市此花区朝日一丁目８番地１,080-9619-7370
林林の民宿ーＮＩＳＨＩＫＵＪＯ／民泊,189445,,,34.6809374,135.4635099,大阪府大阪市此花区西九条4-8-19号　林林の民宿ーＮＩＳＨＩＫＵＪＯ,080-2454-0266
林林の民宿－ＮＩＳＨＩＫＵＪＯ／民泊,170261,,,34.6809511,135.4635023,大阪府大阪市此花区西九条4-8-19　林林の民宿-ＮＩＳＨＩＫＵＪＩＯ,080-2454-0266
駅近５分！家族旅行に最適な清潔一軒家／最大定員８名＃ＣＳ１２／民泊,195555,,,34.6797439,135.4645036,大阪府大阪市此花区西九条2-10-8,06-4256-3743
家族旅行に最適！駅徒歩３分＆無料駐車場付の広々３ＬＤＫ（最大定員１２名）ＬＨ／民泊,195481,,,34.6807001,135.4640344,大阪府大阪市此花区西九条4-6-9,06-4256-3743
２フロア貸切／駅近２分！ＵＳＪまで３駅／キッチン付新築／最大８名／ＫＳ５／民泊,199505,,,34.685686,135.4596838,大阪府大阪市此花区朝日2-16-9,06-4256-3829
無料駐車場＆大型テレビ付き！ＵＳＪまで電車で５分の新築貸切り一軒家（最大１０名）　ＣＳ１／民泊,195440,,,34.6800022,135.4646875,大阪府大阪市此花区西九条2-11-5,06-4256-3743
大型テレビが自慢！ＵＳＪまで電車で５分の新築貸切り一軒家（最大１０名）無料駐車場あり　ＣＳ２／民泊,195441,,,34.6800022,135.4646875,大阪府大阪市此花区西九条2-11-5,06-4256-3743
２フロア貸切／ＵＳＪ激近／西九条駅３分／キッチン付新築／最大８名／ＬＮ２／民泊,195782,,,34.68032699,135.4648593,大阪府大阪市此花区西九条2-11-17,06-4256-3829
駅近３分！ＵＳＪまで電車で５分！無料駐車場付き貸切戸建て／最大８名　ＬＨ２／民泊,195612,,,34.6803292,135.4649451,大阪府大阪市此花区西九条2-11-17,06-4256-3743
ＵＳＪ、難波近く｜長期滞在割引｜無料駐車場／民泊,195617,,,34.6906136,135.4565659,大阪府大阪市此花区高見2-10-14,070-2640-5323
ＮｅｘＳｔａｙ　ＨＯＵＳＥ　大阪ウェスト／民泊,174187,,,34.6913145,135.4555693,大阪府大阪市此花区高見3-5-9,050-5444-6620
８名様宿泊可・駅から徒歩１分の京セラドーム大阪に近い一軒家！／民泊,189429,,,34.6447963,135.4639333,大阪府大阪市大正区三軒家東1-18-5　庵聚,080-6286-0943
クロスホテル大阪（オリックスホテルズ＆リゾーツ）,7801,,,34.66967459,135.5006296,大阪府大阪市中央区心斎橋筋2-5-15,06-6213-8281
ワイズキャビン大阪難波,160946,,,34.66830412,135.4996659,大阪府大阪市中央区道頓堀2丁目2番9号,06-6212-5578
ベッセルインなんば（難波・道頓堀）,179146,,,34.66851898,135.4994786,大阪府大阪市中央区道頓堀二丁目2番18号,06-6211-7071
ＨＨ－ｈａｐｐｙ　ｈｏｕｓｅ／民泊,174670,,,34.6695684,135.4994712,大阪府大阪市中央区西心斎橋2-4-12 happy house,080-7951-0341
ウェリナホテル　Ｐｒｅｍｉｅｒ　心斎橋,171952,,,34.67007822,135.5026336,大阪府大阪市中央区宗右衛門町6-24,06-6211-0002
フォーズホテル　近鉄　大阪難波,183443,,,34.66790933,135.4993238,大阪府大阪市中央区難波2丁目4番2号,06-6214-3737
ＦＯＲＺＡ　ホテルフォルツァ大阪なんば道頓堀,182489,,,34.6686469,135.5035709,大阪府大阪市中央区道頓堀1丁目4-22 3F,06-6214-3111
ホテル　アートイン難波,153574,,,34.6680711,135.4990856,大阪府大阪市中央区難波2-4-22,06-6214-3939
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）大阪心斎橋,187397,,,34.67061048,135.5006966,大阪府大阪市中央区心斎橋筋2丁目7-12,06-6926-8633
道頓堀ホテル,1253,,,34.66855246,135.4988382,大阪府大阪市中央区道頓堀2-3-25,06-6213-9040
ＤＳ道頓堀ＩＩ３Ｆ／民泊,195160,,,34.6688667,135.5039729,大阪府大阪市中央区道頓堀1-5-4　DS道頓堀II3F,070-4442-3502
ホリデイ・イン大阪難波　ｂｙ　ＩＨＧ,75192,,,34.6697691,135.503646,大阪府大阪市中央区宗右衛門町5-15,06-6212-7999
日和ホテルＦｌｅｘ大阪道頓堀（旧：ジョイテルホテルなんば道頓堀）,181945,,,34.6692207,135.4986788,大阪府大阪市中央区西心斎橋２丁目６－１０,06-6213-3377
ＨＯＳＴＥＬ　Ｑ,167667,,,34.66917422,135.4986096,大阪府大阪市中央区西心斎橋2-6-9,06-6212-5365
東横ＩＮＮ大阪なんば,187493,,,34.6675553,135.4988431,大阪府大阪市中央区難波2-3-9,06-7711-1045
東急ステイ　メルキュール　大阪なんば,184561,,,34.67067705,135.4996917,大阪府大阪市中央区西心斎橋2-2-4,06-6214-0109
アパホテル〈なんば心斎橋〉,136119,,,34.6694218,135.4985159,大阪府大阪市中央区西心斎橋2-7-12,0570-062-011
カプセル＆スパ　グランドサウナ心斎橋,16655,,,34.66986064,135.4986242,大阪府大阪市中央区西心斎橋2-8-12,06-6213-3870
ホテルアマネク大阪なんば,197511,,,34.6674727,135.5039453,大阪府大阪市中央区千日前1-9-7,06-6732-8190
ＦＩＲＳＴ　ＣＡＢＩＮ（ファーストキャビン）　御堂筋難波,79471,,,34.66647494,135.4998437,大阪府大阪市中央区難波4-2-1難波御堂筋ビルディング3階,06-6631-8090
ＨＯＴＥＬ　ＢＯＴＩ　ＢＯＴＩ,160971,,,34.6679989,135.4982856,大阪府大阪市中央区難波2-5-1,06-6212-1225
御堂筋ホテル＜天然温泉　美肌の湯＞,14432,,,34.66611123,135.5008894,大阪府大阪市中央区難波3-7-20,06-6644-1111
からくさホテル大阪なんば,164559,,,34.6704014,135.4988411,大阪府大阪市中央区西心斎橋2-9-13,06-6212-6602
ａｔｔｉｃ０４７５,184204,,,34.66666339,135.499207,大阪府大阪市中央区難波4-7-5,06-6631-8090
Ｔｏｙｏｔｏｍｉ　Ｓｔａｙ　Ｄｏｔｏｎｂｏｒｉ　Ａｐａｒｔｍｅｎｔ／民泊,169552,,,34.6695577,135.4982009,大阪府大阪市中央区西心斎橋2-7-22　道頓堀ハイツ,070-9334-2372
ホテル・ザ・ワールド大阪道頓堀／民泊,195154,,,34.6695577,135.4982009,大阪府大阪市中央区西心斎橋2-7-22　道頓堀ハイツ202,050-1721-4419
ローズリップス心斎橋店【大人専用１８禁・ハピホテ提携】,163306,,,34.6691793,135.4980801,大阪府大阪市中央区西心斎橋2-6-3,06-6484-3312
ＩＡＭ　ＨＯＴＥＬ,179300,,,34.66779463,135.5043943,大阪府大阪市中央区千日前1-5-13,06-6227-8128
澤井マンション／民泊,175561,,,34.6701101,135.4984954,大阪府大阪市中央区西心斎橋2-8-29 澤井マンション 802,080-4482-7049
大阪帝国ホテル,16032,,,34.66994118,135.4983743,大阪府大阪市中央区西心斎橋2-8-17,06-6211-8151
サウナ＆カプセル　ＡＭＺＡ（アムザ）（男性専用）,53383,,,34.66663056,135.5034989,大阪府大阪市中央区千日前2-9-17,06-6633-1000
ＧＵＥＳＴ　ＨＯＵＳＥ　Ｂ＇ｓ　Ｆｉｖｅ　ＩＩ／ゲストハウスビーズファイブ２　＾,169901,,,34.6692048,135.4979247,大阪府大阪市中央区西心斎橋2-6-2　大黒橋ビル,06-4708-4456
Ｃａｆｅ＆Ｈｏｓｔｅｌ　きみといちご,160881,,,34.66670242,135.5038618,大阪府大阪市中央区千日前2-9-7,06-7656-1246
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香　３９／民泊,195405,,,34.6681174,135.5047765,大阪府大阪市中央区千日前1-6-6　明日香ビル39　Guest House Asuka 39,070-7666-2557
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香　４６／民泊,195406,,,34.6681174,135.5047765,大阪府大阪市中央区千日前1-6-6　明日香ビル46　Guest House Asuka 46,070-7666-2557
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香　５１／民泊,195407,,,34.6681174,135.5047765,大阪府大阪市中央区千日前1-6-6　明日香ビル51　Guest House Asuka 51,070-7666-2557
ビジネスイン千日前ホテル,14984,,,34.667886,135.5047099,大阪府大阪市中央区千日前1丁目5-17,06-6211-3001
Ｔｏｍａ─ｒｕ,161217,,,34.670157,135.5043934,大阪府大阪市中央区宗右衛門町2-26,080-3761-3349
ホテルＫ６　大阪なんば店,189168,,,34.6684851,135.4977422,大阪府大阪市中央区道頓堀2-5-15,0120-728-246
アイプラネットなんば　日本橋ゲストハウス／民泊,176086,,,34.6657531,135.5010362,大阪府大阪市浪速区日本橋東2-4-6　アイプラネットなんば,080-5902-6067
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香３３　＾,195355,,,34.6680651,135.5048365,大阪府大阪市中央区千日前1-6-6 明日香ビル33　Guest House Asuka 33,070-7666-2557
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香３５　＾,195361,,,34.6680651,135.5048365,大阪府大阪市中央区千日前1-6-6 明日香ビル35　Guest House Asuka 35,070-7666-2557
Ｇｕｓｅｔ　Ｈｏｕｓｅ　明日香３７　＾,195362,,,34.6680651,135.5048365,大阪府大阪市中央区千日前1-6-6 明日香ビル37　Guest House Asuka 37,070-7666-2557
Ｊ－ＲＯＯＭ／民泊,185019,,,34.6698215,135.4979112,大阪府大阪市中央区西心斎橋2-13-5　リヴィエール道頓堀502号室,070-8425-5858
ホテルロイヤルクラシック大阪,178414,,,34.66589941,135.4998904,大阪府大阪市中央区難波4-3-3,06-6633-0030
アパホテル〈なんば心斎橋西〉（全室禁煙）,182511,,,34.66944511,135.4976015,大阪府大阪市中央区西心斎橋2-14-8,0570-062-311
ザ・ワンファイブ大阪なんば道頓堀,191887,,,34.669702,135.5049396,大阪府大阪市中央区宗右衛門町2-13,0570-015-115
