宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
相鉄フレッサイン　札幌すすきの,184249,,,43.05524962,141.3564143,北海道札幌市中央区南五条西2-6-1,011-520-2203
Ｔａｂｉｓｔ　ＴＨＥ　ＧＲＥＥＮ　ＳＡＰＰＯＲＯ,193220,,,43.0566345,141.3561072,北海道札幌市中央区南3条西2-1-5,011-501-1100
ｌＫ南６条レジデンス　２０１／民泊,169629,,,43.0539807,141.3558776,北海道札幌市中央区南6条西2-5-24　ｌＫ南6条レジデンス,011-374-1378
天然温泉　空沼の湯　スーパーホテル札幌・すすきの,70730,,,43.0539493,141.3558728,北海道札幌市中央区南6条西2丁目8-1,011-521-9000
ホテルビスタ札幌［大通］,76356,,,43.05679735,141.3503874,北海道札幌市中央区南3条西5丁目16番地,011-233-3151
ＩＫ南６条レジデンス６０１／民泊,170044,,,43.0545089,141.3564675,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス　Ｃ-5,011-374-1378
からくさホテル札幌,164491,,,43.05661574,141.3502095,北海道札幌市中央区南3条西5-24,011-204-6602
クインテッサホテル札幌すすきの,179365,,,43.0529318,141.3533778,北海道札幌市中央区南6条西4-1-2,011-530-6611
ダイワロイネットホテル札幌すすきの,137031,,,43.05575683,141.3569052,北海道札幌市中央区南4条西1-2-1,011-530-0755
ランドーレジデンスすすきのスイーツ,172766,,,43.05292997,141.3522879,北海道札幌市中央区南6条西5-1,011-563-8120
コンフォートホテル札幌すすきの,166910,,,43.0553982,141.356973,北海道札幌市中央区南五条西1-2-10,011-513-4111
モンドミオ札幌南三条通／民泊,189910,,,43.0560808,141.3496546,北海道札幌市中央区南3条西6-1-1　モンドミオ札幌　南三条通,011-215-1939
Ｍｏｎｄｏｍｉｏ７０２　－　Ｑ　Ｂｅｄ１　ｗｉｔｈ　ｗｏｒｋｓｐａｃｅ／民泊,194323,,,43.0560808,141.3496546,北海道札幌市中央区南3条西6-1-1　モンドミオ札幌南三条通702号室,080-8557-8208
モンドミオ　札幌南三条通／民泊,194914,,,43.05610236,141.3496526,北海道札幌市中央区南3条西6-1-1　モンドミオ札幌南三条通,011-707-3110
ヴィアインプライム札幌大通＜鈴蘭の湯＞（ＪＲ西日本グループ）,187115,,,43.05749621,141.3558561,北海道札幌市中央区南三条西2-10-１,011-513-5489
ＩＫ南６条レジデンス　３０１　／民泊,169652,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南六条レジデンス,011-374-1378
ＩＫ南６条レジデンス　５０１　／民泊,169653,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス,011-374-1378
ＩＫ南６条レジデンス　９０１　／民泊,169654,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス,011-374-1378
ＩＫ南６条レジデンス６０３　／民泊,169657,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス,011-374-1378
ＩＫ南６条レジデンス８０３／民泊,169658,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス　803号,011-374-1378
ＩＫ南６条レジデンス１００３　／民泊,169659,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス,011-374-1378
ＩＫ南６条レジデンス１０１／民泊,170049,,,43.054077,141.3564992,北海道札幌市中央区南6条西2-5-24　ＩＫ南6条レジデンス,011-374-1378
トラベロッジ札幌すすきの,188835,,,43.053034,141.3514856,北海道札幌市中央区南6条西5丁目12-1,011-522-8402
クインテッサホテル札幌すすきの６３　Ｒｅｌａｘ＆Ｓｐａ,39513,,,43.05279045,141.3544584,北海道札幌市中央区南6条西3丁目1-11,011-512-6611
ラ・ジェント・ステイ札幌大通,153293,,,43.05780855,141.3507851,北海道札幌市中央区南2条西5丁目26-5,011-200-5507
ザ・センチュリオンサウナ　レスト＆ステイ札幌,188752,,,43.0548083,141.3493647,北海道札幌市中央区南四条西6-4 旭観光New Gateビル,011-206-9932
ＨＥＬＩＯ　ＨＯＳＴＥＬ　ＳＡＰＰＯＲＯ,187659,,,43.0579246,141.3509361,北海道札幌市中央区南2条西5丁目26-4,011-205-3059
４１ＰＩＥＣＥＳ　Ｓａｐｐｏｒｏ,182874,,,43.0576575,141.3504198,北海道札幌市中央区南2条西5丁目29-2,011-252-7042
東急ステイ札幌大通,167979,,,43.05804672,141.3508393,北海道札幌市中央区南2条西5-26-2,011-200-3109
ランドーホテル札幌プレステージ,198466,,,43.0525147,141.3519202,北海道札幌市中央区南6条西5-1-2,011-5629-810
スマイルホテルプレミアム札幌すすきの,165708,,,43.05649564,141.3574127,北海道札幌市中央区南四条西1-13-1,011-251-7055
ホテルアベスト札幌,182842,,,43.057107,141.349491,北海道札幌市中央区南2条西6丁目1-1,011-251-2511
ホテルネッツ札幌,160923,,,43.0522497,141.353352,北海道札幌市中央区南7条西4丁目2-1,011-522-2111
ベッセルホテルカンパーナすすきの｜サウナ付大浴場（札幌・すすきの）,172398,,,43.05425082,141.3491597,北海道札幌市中央区南五条西6-16-1,011-531-8111
ネストホテル札幌大通,791,,,43.05789524,141.350239,北海道札幌市中央区南2条西5丁目26-1,011-242-1122
ＧＡＲＤＥＮＳ　ＣＡＢＩＮ（ガーデンズ　キャビン）,176737,,,43.0586669,141.3518999,北海道札幌市中央区南1条西4-4-1,011-522-8585
狸の湯　ドーミーイン札幌ＡＮＮＥＸ,31454,,,43.05659536,141.3489837,北海道札幌市中央区南3条西6丁目10-6,011-232-0011
ビスポークホテル札幌,182488,,,43.058136,141.3562824,北海道札幌市中央区南2条西1丁目7-9,011-522-9850
ホテルアクシアイン札幌すすきの,160742,,,43.05248572,141.3510519,北海道札幌市中央区南六条西五丁目8-6,011-552-5001
ホテルニューバジェット札幌,5253,,,43.05595098,141.3485227,北海道札幌市中央区南3条西6-7-1,011-261-4953
ホテルマイステイズ札幌すすきの,142886,,,43.052049,141.352191,北海道札幌市中央区南7条西5-1-7,011-520-1500
Ｔマークシティホテル札幌,147901,,,43.05210026,141.3518798,北海道札幌市中央区南7条西5,011-511-7531
Ａｐａｒｔｍｅｎｔ　Ｓｕｓｕｋｉｎｏ　Ｈａｋｕｈｏｕ　Ｂｕｉｌｄｉｎｇ　＾,190274,,,43.05332067,141.3494541,北海道札幌市中央区南5条西6-7-7　ハクホウビル2Ｆ　Ａｐａｒｔｍｅｎｔ　Ｓｕｓｕｋｉｎｏ　Ｈａｋｕｈｏｕ　Ｂｕｉｌｄｉｎｇ,080-4907-3226
ＫＵＲＡＮＯＹＡ　ＳＡＰＰＯＲＯ,165890,,,43.0535997,141.3575821,北海道札幌市中央区南6条西1-3-5,090-5228-6403
石狩の湯　ドーミーインＰＲＥＭＩＵＭ札幌（ドーミーイン・御宿野乃　ホテルズグループ）,14019,,,43.05714251,141.3487864,北海道札幌市中央区南2条西6丁目4-1,011-232-0011
すすきのプラザ４階／民泊,175628,,,43.051789,141.353163,北海道札幌市中央区南7条西4-424-12 すすきのプラザ,011-707-3110
レンブラントスタイル札幌,172505,,,43.05202681,141.3512617,北海道札幌市中央区南7条西5丁目1-1,011-522-5746
ホテルＷＢＦ札幌中央,844,,,43.05848704,141.3564884,北海道札幌市中央区南2条西1丁目,011-290-3000
フレイムホテル札幌,130132,,,43.0542333,141.3482994,北海道札幌市中央区南5条西7丁目8-1,011-530-0001
アパホテル〈札幌すすきの駅西〉,140800,,,43.05452418,141.3481502,北海道札幌市中央区南4条西7丁目1-1,0570-084-011
ＫＯＫＯ　ＨＯＴＥＬ　札幌すすきの（旧　ホテルウィング札幌すすきの）,176801,,,43.05255868,141.3498074,北海道札幌市中央区南6条西6丁目2-2,011-533-2100
ジャスマックプラザホテル,5147,,,43.05191281,141.3554278,北海道札幌市中央区南7条西3,011-513-7777
ランドーホテル札幌スイーツ,176934,,,43.05323834,141.3488757,北海道札幌市中央区南5条西7-1-2,011-521-7210
ホテルアネックス,18418,,,43.05168772,141.3518726,北海道札幌市中央区南７条西５丁目289-56,011-520-5000
アパホテル〈札幌豊水すすきの駅前〉,11233,,,43.05332661,141.3578664,北海道札幌市中央区南六条西1-11-2,0570-084-911
ＧＬＡＳＳ資生館,182126,,,43.0546287,141.3479723,北海道札幌市中央区南4条西7-2-7,011-600-2068
ＧＬＡＳＳ　資生館＋,182718,,,43.0546287,141.3479723,北海道札幌市中央区南4条西7-2-7,080-3267-1301
レジデンスホテル札幌すすきの　＾,194224,,,43.0516755,141.3548658,北海道札幌市中央区南7条西3-7-17　ＬｕｄｉＣｅｎｔ717,070-8455-4844
Ｇｌａｓｓ資生館／民泊,169805,,,43.054631,141.347962,北海道札幌市中央区南4条西7-2-7　ＧＬＡＳＳ資生館,011-600-2068
リブマックスホステルズ札幌すすきの,197638,,,43.0519646,141.350737,北海道札幌市中央区南7条西6-1-1,011-596-7417
ＵＣＨＩ　Ｓｕｓｕｋｉｎｏ　５．７,179407,,,43.0541195,141.3481557,北海道札幌市中央区南5条西7‐8‐8,011-374-4638
ウィークリーさっぽろ２０００＆アネックス,37385,,,43.05147943,141.3525392,北海道札幌市中央区南７条西５丁目２８９－６３,011-511-2000
ティアラホテル札幌すすきの,67324,,,43.05152116,141.3545751,北海道札幌市中央区南8条西3-7-19,011-513-8181
ホテル　ロンシャンサッポロ,9654,,,43.05545661,141.3589789,北海道札幌市中央区南五条東1丁目,011-561-1131
インペリアルエバー中島公園ＩＩ／民泊,173277,,,43.05208564,141.3565417,北海道札幌市中央区南7条西2-2-30,080-9619-7370
ｐｌａｔ　ｈｏｓｔｅｌ　ｋｅｉｋｙｕ　ｓａｐｐｏｒｏ　ｓｋｙ,181798,,,43.05244746,141.357236,北海道札幌市中央区南7条西2丁目2-14,011-596-9792
スワンキーホテル・オートモ【ミラブル・トゥルースリーパー全室完備】,8295,,,43.05248754,141.3492978,北海道札幌市中央区南6条西6丁目,011-513-1166
フェアフィールド・バイ・マリオット札幌,1489,,,43.05717339,141.3586744,北海道札幌市中央区南4条東1丁目,011-242-0111
東急ステイ札幌,165829,,,43.05913881,141.3567498,北海道札幌市中央区南一条西1-13-4,011-222-0109
ホテルリブマックス札幌すすきの,172012,,,43.05169416,141.3501673,北海道札幌市中央区南七条西6-4-1,011-552-9200
ＫＯＫＯ　ＨＯＴＥＬ　札幌大通（旧フィーノホテル札幌大通）,178901,,,43.05815437,141.3483888,北海道札幌市中央区南1条西6丁目8番1号,011-200-6720
ゲストハウス　ＳａｐｐｏＬｏｄｇｅ,147972,,,43.0553777,141.3594322,北海道札幌市中央区南5条東1-1-4,011-211-4314
ウィンダムガーデン札幌大通,184541,,,43.05755476,141.3478024,北海道札幌市中央区南2条西7丁目7-1,011-522-7640
ホテル・アンドルームス札幌すすきの,184184,,,43.05315917,141.3586637,北海道札幌市中央区南7条西1丁目1-9,011-520-7111
ＨＩＬＬＳ　ＳＡＰＰＯＲＯ　４０２／民泊,195224,,,43.0572876,141.3473746,北海道札幌市中央区南2条西7-9-5　ＨＩＬＬＳ　ＳＡＰＰＯＲＯ　４０２,080-7168-4911
ＦＡＶ　ＬＵＸ　札幌すすきの,197148,,,43.0521083,141.3488334,北海道札幌市中央区南6条西7-2-2,050-1724-0270
天然温泉プレミアホテル―ＣＡＢＩＮ―札幌,50747,,,43.05317629,141.3476979,北海道札幌市中央区南5条西7丁目5-2,011-213-1301
ランプライトブックスホテル札幌,182617,,,43.0566262,141.347027,北海道札幌市中央区南2条西7丁目5-1,011-218-1511
ホテルリソルトリニティ札幌,70234,,,43.05970891,141.3501973,北海道札幌市中央区大通西5丁目3,011-241-9269
ＺＡＢＯ　ＨＩＬＬＳ　２０２／民泊,191122,,,43.05482167,141.3598438,北海道札幌市中央区南6条東2-2-2　ＺＡＢＯ　ＨＩＬＬＳ　202,050-5358-6064
Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　Ｂ／民泊,186840,,,43.0509839,141.3509452,北海道札幌市中央区南8条西6-２8９-30　Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　124,050-5444-6620
Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　Ｃ／民泊,186842,,,43.0509839,141.3509452,北海道札幌市中央区南8条西6-２8９-30　Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　124,050-5444-6620
Ｒｅｓｉｄｅｎｃｅ　Ｈｏｔｅｌ　ＫＡＢＵＴＯ,192080,,,43.0509839,141.3509452,北海道札幌市中央区南8条西6-289-30,011-707-3112
ＺＡＢＯ　ＨＩＬＬＳ　４０３／民泊,199617,,,43.0547949,141.3598479,北海道札幌市中央区南6条東2-2-403　ZABO HILLS RIVERSIDE,080-7168-4911
Ｈｏｔｅｌ　Ｆｌｏｕｒｉｓｈ６７　＾,169422,,,43.0520952,141.3485711,北海道札幌市中央区南6条西7-3-5　フロリッシュ67,011-215-1939
Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　Ｄ／民泊,194332,,,43.0509459,141.3509661,北海道札幌市中央区南8条西6-289-30　カブト124,011-707-3110
Ｒｅｓｉｄｅｎｃｅ　ＫＡＢＵＴＯ　Ｅ／民泊,194333,,,43.0509459,141.3509661,北海道札幌市中央区南8条西6-289-30　カブト124,011-707-3110
Ｋｅｎ＇ｓ　ＩＮＮ　Ｓａｐｐｏｒｏ　Ｓ１　３０５　＃１８／民泊,174355,,,43.05746045,141.3593988,北海道札幌市中央区南四条東2-7サウスフォーⅠ,070-8960-8998
ホテルブーゲンビリア札幌,135585,,,43.05653696,141.3467756,北海道札幌市中央区南2条西7-6-1,011-222-1010
ホテルリリーフ札幌すすきの,146123,,,43.05085126,141.3554629,北海道札幌市中央区南8条西3-1-4,011-520-6550
ビジネスホテルライン,129508,,,43.05081835,141.3509894,北海道札幌市中央区南8条西6-289-193,011-521-3371
アパホテル〈札幌大通駅前南〉,16008,,,43.05754241,141.3470782,北海道札幌市中央区南二条西七丁目１０－１,0570-082-711
ＧＲＡＮＤ　ＨＯＳＴＥＬ　ＬＤＫ　大通公園（旧ＴＨＥ　ＳＴＡＹ　ＳＡＰＰＯＲＯ　ＡＮＮＥＸ）,192202,,,43.0553269,141.3463969,北海道札幌市中央区南3条西8-2-17,011-222-0753
Ｍ８８３０３,196157,,,43.0516156,141.3487976,北海道札幌市中央区南7条西7-3-1第88松井ビル303,080-4502-8877
ザ　ベイス　札幌すすきの（ＴＨＥ　ＢＡＳＥ　ＳＡＰＰＯＲＯ　ＳＵＳＵＫＩＮＯ）,176666,,,43.05281572,141.3473301,北海道札幌市中央区南6条西8-2-2,011-374-4638
Ｒｅｓｉｄｅｎｃｅ　Ｈｏｔｅｌ　Ｌｉｂｅｒｔｅ,192105,,,43.0508966,141.3563846,北海道札幌市中央区南8条西2-5-30　201号室、302号室,011-707-3112
Ｕｒｂａｎ　Ｓｔａｙ　ＬＣ１２番館　＾,199754,,,43.0507045,141.3508123,北海道札幌市中央区南8条西6-289-35,070-8455-4844
暖雪札幌,193427,,,43.0545061,141.3601931,北海道札幌市中央区南6条東2-1-1,011-590-4177
ＢＵＩＥ南３／民泊,173709,,,43.05726017,141.3599354,北海道札幌市中央区南3条東2-9-4,011-827-8018
Ｔマークシティホテル札幌大通,177743,,,43.05716802,141.3465944,北海道札幌市中央区南2条西7丁目,011-219-3300
ホテルグローバルビュー札幌（旧　ホテルローヤルステイ・サッポロ）,145066,,,43.052643,141.347392,北海道札幌市中央区南6条西8丁目2-1,011-512-5800
ホテルクラッセステイ札幌,176560,,,43.05083054,141.3563764,北海道札幌市中央区南8条西2-5-90,011-596-8255
ＢＥＬＬＥ　ＮＥＩＧＥ　３０１／民泊,199646,,,43.0568406,141.3463745,北海道札幌市中央区南2条西8-1-3-301　ベルネージュ,080-7168-4911
ＢＥＬＬＥ　ＮＥＩＧＥ　９０１／民泊,194154,,,43.0568174,141.3463211,北海道札幌市中央区南2条西8-1-3　ＢＥＬＬＥ　ＮＥＩＧＥ　901,050-5358-6064
ＢＥＬＬＥ　ＮＥＩＧＥ　４０１／民泊,195219,,,43.0568174,141.3463211,北海道札幌市中央区南2条西8-1-3-401　ＢＥＬＬＥ　ＮＥＩＧＥ４０１,050-5358-6064
ＢＥＬＬＥ　ＮＥＩＧＥ　３０５／民泊,195500,,,43.0568174,141.3463211,北海道札幌市中央区南2条西8-1-3　ベルネージュ札幌,080-7168-4911
Ｒｅｓｔ５２－ｉｎｎ／民泊,171225,,,43.0561492,141.3604643,北海道札幌市中央区南5条東2-20-3　レスト52,011-215-1939
