宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ワシントンＲ＆Ｂホテル博多駅前第１,18163,,,33.5874827,130.417435,福岡県福岡市博多区博多駅前3-3-17,092-473-9898
ヴィアイン博多口駅前（ＪＲ西日本グループ）,172227,,,33.590794,130.4166966,福岡県福岡市博多区博多駅前２丁目１７－１１,092-452-5489
ホテルリファレンス博多コンドミニアム,196484,,,33.5866977,130.4229991,福岡県福岡市博多区博多駅南1-3-24,092-402-6060
ホテルフラトン福岡博多,168249,,,33.5883122,130.4246896,福岡県福岡市博多区博多駅東2-10-18,092-475-8585
スマイルホテル博多駅前,160902,,,33.58807284,130.4168067,福岡県福岡市博多区博多駅前3-8-18,092-431-1500
ＫＯＫＯ　ＨＯＴＥＬ　博多駅前（旧：ホテルウィングインターナショナルセレクト博多駅前）,151369,,,33.5884162,130.4162838,福岡県福岡市博多区博多駅前3-22-19,092-476-9111
Ｆｌｏｗｅｒ　Ｂａｓｅ　ＳＡＫＵＲＡ　＾,199874,,,33.58633217,130.4182768,福岡県福岡市博多区博多駅前4-11-25,080-3958-6088
福岡シングルルーム,179861,,,33.5858104,130.4199953,福岡県福岡市博多区博多駅前4-15-10,092-432-7470
Ｂ‐ｓｑｕａｒｅ　Ｈａｋａｔａ,180679,,,33.5858104,130.4199953,福岡県福岡市博多区博多駅前4-15-10,070-2417-1212
Ｐａｒｋｓｉｄｅ　Ｉｎｎ　Ｈａｋａｔａ,192694,,,33.5862097,130.4183303,福岡県福岡市博多区博多駅前4-11-13,092-409-4892
エスペリアホテル博多,165706,,,33.591166,130.4161893,福岡県福岡市博多区博多駅前2-11-4,092-412-7272
アパホテル〈博多駅前４丁目〉,56325,,,33.58633562,130.4179794,福岡県福岡市博多区博多駅前4-10-15,0570-099-611
Ｉｖｏｒｙ駅東,193496,,,33.5936041,130.4222385,福岡県福岡市博多区博多駅東1-7-2,092-409-4892
ネストホテル博多駅前,165238,,,33.5915937,130.4163004,福岡県福岡市博多区博多駅前2-11-27,092-260-1695
ホテルアクティブ！博多,108259,,,33.58894084,130.4158129,福岡県福岡市博多区博多駅前3-20-16,092-452-0001
ホテルハルロット福岡博多,176895,,,33.58776288,130.4251432,福岡県福岡市博多区博多駅東2-9-10,092-475-8533
ザ　ロイヤルパークホテル　福岡,130113,,,33.59046011,130.4157378,福岡県福岡市博多区博多駅前2-14-15,092-414-1111
東急ステイ博多,166975,,,33.58545308,130.4210617,福岡県福岡市博多区博多駅南1-11-11,092-431-1091
ＪＡＭ　ＨＯＳＴＥＬ博多駅前（ＪＡＭ　ＨＯＳＴＥＬ　Ｈａｋａｔａ　Ｓｔａｔｉｏｎ　Ｆｒｏｎｔ）,172657,,,33.5855304,130.4196364,福岡県福岡市博多区博多駅前4-17-22,070-7528-6474
プリンス　スマート　イン　博多,184444,,,33.5884633,130.4157838,福岡県福岡市博多区博多駅前三丁目21番４号,050-3117-8027
クインテッサホテル福岡博多　Ｒｅｌａｘ＆Ｓｌｅｅｐ,177451,,,33.58711451,130.4248228,福岡県福岡市博多区博多駅東2-9-29,092-292-6728
静鉄ホテルプレジオ博多駅前,167058,,,33.58535067,130.4198838,福岡県福岡市博多区博多駅前4-17-6,092-451-2800
アパホテル〈博多駅前２丁目〉,183042,,,33.59152731,130.4158091,福岡県福岡市博多区博多駅前2-11-12,0570-097-311
Ｅｋｉｍａｅ　Ａｐａｒｔｍｅｎｔ,191719,,,33.5938599,130.4187314,福岡県福岡市博多区博多駅前1-22-8,092-753-6509
ドッとあ〜るホテルＨＡＫＡＴＡ,18517,,,33.58614687,130.4239594,福岡県福岡市博多区博多駅南1-4-6,092-432-1211
プレジデントホテル博多,8910,,,33.59384032,130.418207,福岡県福岡市博多区博多駅前1-23-5,092-441-8811
天然温泉　八百治の湯　八百治博多ホテル,5012,,,33.585863,130.4175254,福岡県福岡市博多区博多駅前4-9-2,092-483-5111
ＷＩＴＨ　ＴＨＥ　ＳＴＹＬＥ　ＦＵＫＵＯＫＡ,184644,,,33.5851269,130.4218247,福岡県福岡市博多区博多駅南1-9-18,092-433-3900
Ｎ．３３　Ｈａｋａｔａ　Ｓｔａ．　Ｒｉｖｅｒ　Ｓｉｄｅ,178523,,,33.59433461,130.4215719,福岡県福岡市博多区博多駅東1-4-11,050-1720-7129
ＡＩＲＳＴＡＲ　Ｈａｋａｔａ－Ｈｏｕｓｅ／民泊,175040,,,33.5942766,130.4191888,福岡県福岡市博多区博多駅前1-22-14,092-409-5247
ＢＵＮＳＨＯＤＯ　ＨＯＴＥＬ,180377,,,33.59114202,130.4152404,福岡県福岡市博多区博多駅前2-12-13,050-1724-2006
博多　Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ／民泊,175719,,,33.5872141,130.4256462,福岡県福岡市博多区博多駅東2-8-22　第一よしみビル,090-9487-5677
Ｍｏｏｎ　Ｒｉｖｅｒ,180066,,,33.5912945,130.4152318,福岡県福岡市博多区博多駅前2-12-16,092-724-3071
ワシントンＲ＆Ｂホテル博多駅前第２,166968,,,33.58610915,130.4168251,福岡県福岡市博多区博多駅前4-3-20,092-482-1919
サットンホテル博多シティ,130055,,,33.58650502,130.4162851,福岡県福岡市博多区博多駅前3-4-8,092-433-2305
ホテル風林,189216,,,33.5942724,130.4186202,福岡県福岡市博多区博多駅前1-23-11-1,092-409-4892
アルファベッド博多コンフォート,196670,,,33.5941024,130.4179779,福岡県福岡市博多区博多駅前1-28-33,092-235-0045
冷泉閣ホテル駅前,1455,,,33.59409584,130.4177487,福岡県福岡市博多区博多駅前1-28-3,092-441-8601
ホテル　ニューシンプル,18373,,,33.59445429,130.418567,福岡県福岡市博多区博多駅前1-23-11,092-411-4311
リアリティ博多２,182870,,,33.5937609,130.4244104,福岡県福岡市博多区堅粕5-8-15,092-645-2080
ホテルリブマックス博多駅前,181717,,,33.5902766,130.4145097,福岡県福岡市博多区博多駅前2-7-9,092-419-2280
ＡＭＩＳＴＡＤ　ＨＯＴＥＬ　ＦＵＫＵＯＫＡ（アミスタホテル福岡）,179454,,,33.58785202,130.4148315,福岡県福岡市博多区博多駅前3-13-12,092-483-2878
ＴＨＥ　ＢＡＳＩＣＳ　ＦＵＫＵＯＫＡ　（ザ・ベーシックス福岡）,177662,,,33.5892272,130.4269891,福岡県福岡市博多区博多駅東2-14-1　,092-412-1234
ＴＨＥ　ＬＡＮＧ　ＨＯＴＥＬ,197237,,,33.58444856,130.4212186,福岡県福岡市博多区博多駅南1-12-11,092-409-4892
博多駅まで徒歩５分！　敷地内の激安駐車場あり！オシャレなお部屋で福岡満喫ステイ！　ピコロ博多／民泊,170315,,,33.5947744,130.4225463,福岡県福岡市博多区堅粕5-5-20　ピコロ博多,070-8543-3939
博多駅まで徒歩５分！敷地内の激安駐車場あり！最上階豪華ステイ！Ｒｉｖｅｒ　Ｓｋｙ　Ｈａｋａｔａ／民泊,184956,,,33.5947926,130.4225609,福岡県福岡市博多区堅粕5-5-20　ピコロ博多　１20１号室,070-8543-3939
ＶＩＤＡ博多　＾,186753,,,33.5846448,130.4227821,福岡県福岡市博多区博多駅南1-15-15　ＶＩＤＡ　Ｈａｋａｔａ　301,092-441-2905
アコードホテル,55452,,,33.58726324,130.4149658,福岡県福岡市博多区博多駅前3-11-20,092-434-1850
ビュー博多,184367,,,33.5845249,130.4225966,福岡県福岡市博多区博多駅南1-15-12,092-260-8687
スーパーホテルＰｒｅｍｉｅｒ博多駅・筑紫口天然温泉,163065,,,33.5853666,130.424775,福岡県福岡市博多区博多駅南2-1-32,092-451-9000
玉井親和ビル　＾,173466,,,33.5874842,130.4146233,福岡県福岡市博多区博多駅前3-12-3,092-260-5435
福岡コンドミニアム,179851,,,33.5874842,130.4146233,福岡県福岡市博多区博多駅前3-12-3,092-432-7470
Ｈａｋａｔａ　ａｐａｒｔｍｅｎｔ,180064,,,33.5874842,130.4146233,福岡県福岡市博多区博多駅前3-12-3,092-753-6509
ＴＨＥ　ＢＬＯＳＳＯＭ　ＨＡＫＡＴＡ　Ｐｒｅｍｉｅｒ（ザ　ブラッサム博多プレミア）,172876,,,33.59018512,130.4140188,福岡県福岡市博多区博多駅前2丁目8番12号,092-431-8702
彩ホテル橙,198281,,,33.5952277,130.4219067,福岡県福岡市博多区堅粕5-4-26-1,092-441-2905
アパホテル〈博多駅前３丁目〉,183058,,,33.5869819,130.4147723,福岡県福岡市博多区博多駅前3-11-6,0570-098-211
彩ホテル藤,198282,,,33.5952726,130.4218414,福岡県福岡市博多区堅粕5-4-26-2,092-441-2905
ホテルサードプレイス博多,18653,,,33.59546241,130.4207206,福岡県福岡市博多区堅粕2-2-2,092-642-4563
ＨＯＴＥＬ　ＲＯＩ　博多,197238,,,33.58489223,130.4168584,福岡県福岡市博多区博多駅前4-6-13,092-409-4892
ＡＬＰＨＡＢＥＤ　ＩＮＮ　博多駅前（２０２５年１２月１６日ＯＰＥＮ）,197510,,,33.58444799,130.4178151,福岡県福岡市博多区博多駅前4-23-5,0800-111-3089
フォーポイント　フレックス　ｂｙ　シェラトン　福岡博多,166453,,,33.586322,130.4150562,福岡県福岡市博多区博多駅前3-6-7,092-433-6172
ゲストハウスやすらぎ博多駅前,164819,,,33.5849055,130.4167478,福岡県福岡市博多区博多駅前4-7-21,090-3447-9739
ホテル法華クラブ福岡,119,,,33.58592728,130.4151408,福岡県福岡市博多区住吉3-1-90,092-271-3171
三井ガーデンホテル福岡祇園,172316,,,33.59069379,130.4135837,福岡県福岡市博多区博多駅前2-8-15,092-414-3131
エトゥール　博多駅前　＾,176131,,,33.5841694,130.417781,福岡県福岡市博多区博多駅前4-23－8　エトゥール博多駅前　Ｅｔｏｕｒ　Ｈａｋａｔａ　Ｅｋｉｍａｅ,090-7454-8600
アパホテル〈博多祇園駅前〉,183275,,,33.5933177,130.4148787,福岡県福岡市博多区祇園町1-1,0570-097-011
ＳＧ　ＲＥＳＩＤＥＮＣＥ　ＩＮＮ　ＨＡＫＡＴＡ,184357,,,33.5920684,130.4274193,福岡県福岡市博多区東光2-17-20,0927-31-5539 
ＥＮ　ＨＯＴＥＬ　Ｈａｋａｔａ（エンホテル博多）,182102,,,33.5899297,130.4134065,福岡県福岡市博多区博多駅前3-30-25,092-461-0505
リベール博多駅前｜ＬＩＶＥＩＬ　ＨＡＫＡＴＡＥＫＩＭＡＥ／民泊,193965,,,33.58360019,130.4199439,福岡県福岡市博多区博多駅前4-31-11　リベール博多駅前402,03-4400-6381
モンタン博多,164794,,,33.5887247,130.4279774,福岡県福岡市博多区博多駅東3-6-11,092-292-8376
ホテルＷＢＦグランデ博多,167057,,,33.5849861,130.4255527,福岡県福岡市博多区博多駅南2-2-5,092-452-4123
Ｅｘｐｅｃｔｅｄ　Ｉｎｎ,163051,,,33.5841389,130.4171922,福岡県福岡市博多区博多駅前4-24-3,092-600-3490
Ｔｏｍａｒｉｅｈｏｔｅｌ　＆　ｃｏｎｄｏｍｉｎｉｕｍ,184361,,,33.5949508,130.4249098,福岡県福岡市博多区堅粕4-26-22,5018073131
東横ＩＮＮ博多駅前祇園,54234,,,33.59357362,130.4146295,福岡県福岡市博多区祇園町1-38,092-281-1045
ＨＯＴＥＬ　ＦＡＭＩＬＩＡ　Ｈａｋａｔａ　Ｅａｓｔ,197513,,,33.59573604,130.4231486,福岡県福岡市博多区堅粕4-12-14,092-409-4892
ホテルリファレンス祇園コンドミニアム,198582,,,33.5923401,130.4137327,福岡県福岡市博多区祇園町4-76,092-402-7420
Ｗｉｎｇｓ　ｈａｋａｔａ,180069,,,33.5835698,130.4184974,福岡県福岡市博多区博多駅前4-29-3,092-753-6509
Ｓｍａｒｔ　Ｈｏｔｅｌ　Ｈａｋａｔａ　４　＾,185412,,,33.5927574,130.4139422,福岡県福岡市博多区祇園町2-22　303，501　ＹＡＧＵＲＡＭＯＮ　ＢＬＤ．,070-8455-4844
ＨＯＴＥＬ　ＯＲＩＧＯ　ＨＡＫＡＴＡ　－　Ｇｉｏｎ　－,183416,,,33.5929062,130.4140071,福岡県福岡市博多区祇園町2-31　フィルパーク博多祇園2F,050-1754-1110
スカイハートホテル博多,15426,,,33.59256261,130.4137435,福岡県福岡市博多区祇園町4-73,092-262-4400
フォレストイン博多イースト,198818,,,33.59521435,130.4247822,福岡県福岡市博多区堅粕4-26-6,092-717-1060
バウンシー・バイ・リーガ　福岡博多,198463,,,33.5907307,130.4129657,福岡県福岡市博多区祇園町5-1,06-6441-1672
Ｈｏｔｅｌ　Ｉｏｒｉ（ホテル庵）,182323,,,33.5840494,130.4247108,福岡県福岡市博多区博多駅南2-4-13,924025515
シャガール博多,184365,,,33.5955803,130.4242107,福岡県福岡市博多区堅粕4-14-30,092-260-8687
Ｈｏｔｅｌ　Ｄｒｅａｍ　Ｉｎｎ　Ｈａｋａｔａ,180451,,,33.5831721,130.4220736,福岡県福岡市博多区博多駅南2-11-25,092-471-6787
ＴＲＩＰ　ＰＯＤ　ＳＵＭＩＹＯＳＨＩ　Ａ,168678,,,33.58465312,130.4154228,福岡県福岡市博多区住吉4-2-23,03-4531-9681
ビアンコリーナ,184366,,,33.5961434,130.4231425,福岡県福岡市博多区堅粕4-11-1,092-260-8687
彩ホテル風,198065,,,33.5931616,130.4276961,福岡県福岡市博多区東光2-18-6,092-441-2905
彩ホテル蛍,198287,,,33.5931616,130.4276961,福岡県福岡市博多区東光2-18-6-1,080-7589-2800
ＴＲＩＰ　ＰＯＤ　ＳＵＭＩＹＯＳＨＩ　Ｂ,172102,,,33.5847277,130.4150757,福岡県福岡市博多区住吉4-2-22,03-4531-9681
ＴＲＩＰ　ＰＯＤ　ＳＵＭＩＹＯＳＨＩ　Ｃ,168679,,,33.58463175,130.4151707,福岡県福岡市博多区住吉4-2-21,03-4531-9681
グランドベース博多ステーション,181271,,,33.5829737,130.4224167,福岡県福岡市博多区博多駅南2-11-7,092-409-4892
ｍｉｚｕｋａ　Ｂｕｓｉｎｅｓｓ　キャナルシティ博多前,183346,,,33.5909549,130.412541,福岡県福岡市博多区祇園町6-22,092-688-2221
Ｆｅｌｉｃｅ　Ｈａｋａｔａ,197512,,,33.5946917,130.426502,福岡県福岡市博多区東光2-6-24,092-409-4892
ダイワロイネットホテル博多祇園,79344,,,33.59347361,130.4136379,福岡県福岡市博多区祗園町1-24,092-281-3600
天然温泉　袖湊の湯　ドーミーインＰＲＥＭＩＵＭ博多・キャナルシティ前（ドーミーイン・野乃　グループ）,130158,,,33.5906248,130.4122855,福岡県福岡市博多区祇園町9-1,092-272-5489
ＦＦＦＦＦＦ　ＨＯＴＥＬ,183901,,,33.5826142,130.4215915,福岡県福岡市博多区博多駅南2-13-1,092-753-6509
＆Ｈｅｒｅ　ＦＵＫＵＯＫＡ　ＨＡＫＡＴＡ,198739,,,33.5927377,130.4129577,福岡県福岡市博多区祇園町4-58,03-6774-8060
彩ホテル桃,198074,,,33.5965171,130.423344,福岡県福岡市博多区堅粕4-2-21,092-441-2905
カラーズ博多,181938,,,33.583457,130.4164147,福岡県福岡市博多区住吉5-3-21,092-600-3490
彩ホテル柳,198073,,,33.5965388,130.4233846,福岡県福岡市博多区堅粕4-2-20,092-441-2905
ＴＡＢＩＳＡＩ　ＨＯＴＥＬ　ＳＵＩＴＥ,195918,,,33.594941,130.4147486,福岡県福岡市博多区御供所町2-52　1Ｆ,092-534-5020
Ｌｉｖｉｎｇ　ｌｉｋｅ　Ｈｏｔｅｌ　博多駅前,198566,,,33.5825137,130.419584,福岡県福岡市博多区博多駅前4-33-6,092-292-1015
エスポアール御供所／民泊,170596,,,33.5950141,130.4146789,福岡県福岡市博多区御供所町2-51　エスポアール御供所,092-235-0045
西鉄ホテルクルーム博多祇園　櫛田神社前,184730,,,33.5913733,130.4121502,福岡県福岡市博多区祇園町6-30,092-235-5050
ＨＯＴＥＬ　Ａｌｌ　Ｓｔａｙ　博多空港通,192380,,,33.5960335,130.4252282,福岡県福岡市博多区堅粕4-16-5,092-409-4892
ＴＡＢＩＳＡＩ　ＨＯＴＥＬ　ＨＯＵＳＥ　博多,183216,,,33.584454,130.4144699,福岡県福岡市博多区住吉4-6-19,092-534-5020
ＩＲＥＡＣＯ住吉／民泊,170123,,,33.5832675,130.416351,福岡県福岡市博多区住吉5-3-12エリーナハイツ博多駅前101　ＩＲＥＡＣＯ　Ｓｕｍｉｙｏｓｈｉ,050-5444-6620
天然温泉　御笠の湯　ドーミーイン博多祇園（ドーミーイン・御宿野乃　ホテルズグループ）,76404,,,33.59350971,130.4129574,福岡県福岡市博多区冷泉町1-12,092-271-5489
ｅｃｒｕ　住吉　ｌｏｇｅｍｅｎｔ　１　＾,189872,,,33.5839937,130.4148464,福岡県福岡市博多区住吉4-4-34　ｅｃｒｕ　住吉　ｌｏｇｅｍｅｎｔ　1,080-3188-3570
Ｇｒａｎｄ　Ｐｒｉｍｅ　ＨＡＫＡＴＡ　ＨＯＴＥＬ,192693,,,33.5880657,130.4118658,福岡県福岡市博多区住吉2-16-12,092-409-4892
ｅｃｒｕ　住吉　ｌｏｇｅｍｅｎｔ　２　＾,189871,,,33.58398102,130.4148036,福岡県福岡市博多区住吉4-4-33　ｅｃｒｕ　住吉　ｌｏｇｅｍｅｎｔ　2,080-3188-3570
ＨＩＲＯビル,184818,,,33.5820783,130.4199621,福岡県福岡市博多区博多駅前4-25-14,092-409-4892
Ｃｌｏｕｄ　Ｓｈａｒｉｎｇ　Ｈｏｔｅｌ　＠ＨＡＫＡＴＡ　１,172418,,,33.5872188,130.4119716,福岡県福岡市博多区住吉2-14-1　エトランゼ博多3階,090-3663-2473
ＣＲＯＳＳ　ＳＴＡＧＥ,178595,,,33.5820821,130.4220871,福岡県福岡市博多区博多駅南2-10-26　302，303，305、306号,092-558-2879 
トリップベース博多駅前,168347,,,33.58201017,130.420096,福岡県福岡市博多区博多駅前４丁目３４－１,092-409-4892
トランキュル住吉,184765,,,33.586075,130.4125194,福岡県福岡市博多区住吉2-11-13,090-3073-1234
ダイワロイネットホテル博多冷泉　ＰＲＥＭＩＥＲ,173092,,,33.5932373,130.4123061,福岡県福岡市博多区冷泉町2-7,092-409-4755
クラリス博多　博多駅まで徒歩１０分。好立地で近隣施設も充実！／民泊,190574,,,33.5831373,130.4154954,福岡県福岡市博多区住吉5-10-15　クラリス博多,092-600-2002
山本旅館,11324,,,33.59385133,130.4126519,福岡県福岡市博多区冷泉町3-6,092-291-1176
リトリートコートキャナルシティ　＾,195766,,,33.5881363,130.4113954,福岡県福岡市博多区住吉2-16-37　コンポーズ博多　203,080-6453-1909
ＥＲＵＺＡ　ＨＡＫＡＴＡ,198736,,,33.5834552,130.4265274,福岡県福岡市博多区博多駅南3-5-1,092-401-0244
ホテルサリフォート博多,192994,,,33.59755732,130.4223097,福岡県福岡市博多区堅粕3-6-7,092-409-4892
ＨａｆＨ　Ｆｕｋｕｏｋａ　ＴＨＥ　ＬＩＦＥ,161141,,,33.59125247,130.4113062,福岡県福岡市博多区祇園町8-13,092-292-1070
ホテルリブマックス博多駅南,172008,,,33.58243258,130.4246943,福岡県福岡市博多区博多駅南3-7-32,092-433-0400
キャナルシティ・福岡ワシントンホテル,665,,,33.59019616,130.4110688,福岡県福岡市博多区住吉1-2-20,092-282-8800
ホテルルートイン博多駅南,17945,,,33.58206956,130.4238096,福岡県福岡市博多区博多駅南2-8-19,050-1726-1090
東横ＩＮＮ博多駅南,54265,,,33.58173901,130.4222347,福岡県福岡市博多区博多駅南2-10-23,092-475-1045
ｆｕｕ　＾,189898,,,33.597133,130.4245018,福岡県福岡市博多区堅粕4-8-13　2Ｆ　　ｆｕｕ　2号,050-5539-2234
彩ホテル天,198066,,,33.5828142,130.4155493,福岡県福岡市博多区住吉5-11-7-1,092-441-2905
彩ホテル曙,198067,,,33.5828142,130.4155493,福岡県福岡市博多区住吉5-11-7,092-441-2905
スパジオ住吉ＩＩ,178210,,,33.58689418,130.4115404,福岡県福岡市博多区住吉2-13-24,092-753-8566
グランドベース博多プレミアム,182327,,,33.5839084,130.4137464,福岡県福岡市博多区住吉4-9-12,092-409-4892
ＡＭＰ　ＦＬＡＴ　Ｏｇｏｋｕｓｏｕ,180025,,,33.5959546,130.414241,福岡県福岡市博多区御供所町12-1,092-718-3822
Ｈｏｔｅｌ　Ｒｉｔｚａ　ＨＡＫＡＴＡ,184358,,,33.5813886,130.4212085,福岡県福岡市博多区博多駅南2-15-11,092-409-4892
グランドベース博多住吉,178602,,,33.5822626,130.4161551,福岡県福岡市博多区住吉5-6-21,092-409-4892
サウナ・カプセル　ウェルビー福岡,11007,,,33.5914849,130.4109021,福岡県福岡市博多区祇園町8-12ロータリー大和2F,092-291-1009
Ｆｌｏｗｅｒ　Ｂａｓｅ　Ｂｏｔａｎ　＾,195067,,,33.5832198,130.4143505,福岡県福岡市博多区住吉4-12-21-1,080-3958-6088
Ｇｒａｎｄ　ＳＴＡＹ　博多駅北,196144,,,33.59786058,130.4230827,福岡県福岡市博多区堅粕3-15-4,092-412-5133
アパホテル〈博多東比恵駅前〉（全室禁煙）,178702,,,33.5895021,130.4308626,福岡県福岡市博多区東比恵2-16-13,092-433-6675
ビコレットイン博多住吉,182723,,,33.58365,130.41353,福岡県福岡市博多区住吉4-10-21,050-1750-7294
グランドキャニオン,198423,,,33.5843805,130.4126982,福岡県福岡市博多区住吉3-5-7.701.702.801,080-1941-3323
ＴＡＢＩＳＡＩ　ＨＯＴＥＬ　ＬＵＸＥ　博多,179430,,,33.5941063,130.4119076,福岡県福岡市博多区冷泉町6-38,092-534-5020
グランドハイアット福岡,572,,,33.58955456,130.4104328,福岡県福岡市博多区住吉1-2-82　,092-282-1234
ＴＲＩＰ　ＰＯＤ　ＨＩＧＡＳＨＩ‐ＨＩＥ,172692,,,33.59129934,130.4308037,福岡県福岡市博多区東比恵2-19-7,03-4531-9681
Ｔａｂｉ　ａｎｄ．－ｌｉｇｈｔ－博多０１,197940,,,33.58468339,130.4291629,福岡県福岡市博多区比恵町16-10,092-409-4892
