宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ホテルリブマックス名古屋新幹線口,182193,,,35.1730157,136.8779677,愛知県名古屋市中村区則武1-8-3,052-452-7790
サイプレスホテル　名古屋駅前,8249,,,35.17453636,136.8823274,愛知県名古屋市中村区名駅2-35-24,052-571-2221
ホテル　ＡＢＣ　名古屋駅　新幹線口　（全室禁煙）,172282,,,35.16729281,136.8801214,愛知県名古屋市中村区太閤3-1-1,052-453-0964
ザ　サイプレス　メルキュールホテル名古屋,4786,,,35.17399202,136.8841717,愛知県名古屋市中村区名駅2-43-6,052-571-0111
スーパーホテル　名古屋駅前,80600,,,35.17415576,136.8790305,愛知県名古屋市中村区亀島2-12-6,052-451-9000
アパホテル〈名古屋駅前南〉,181105,,,35.1676202,136.8787665,愛知県名古屋市中村区椿町22-10,0570-075-811
リッチモンドホテル名古屋新幹線口,151402,,,35.17436559,136.8790746,愛知県名古屋市中村区亀島2丁目12-3,052-452-8145
相鉄フレッサイン　名古屋駅桜通口,177937,,,35.17005263,136.8862869,愛知県名古屋市中村区名駅四丁目4番15号,052-551-2031
フォーポイント　フレックス　ｂｙ　シェラトン　名古屋駅前,171982,,,35.1730163,136.8856806,愛知県名古屋市中村区名駅3-16-8,052-589-2281
ホテルリソル名古屋,1124,,,35.17192287,136.8864716,愛知県名古屋市中村区名駅3-25-6,052-563-9269
炭の湯ホテル,139803,,,35.17414177,136.8782093,愛知県名古屋市中村区亀島2-11-8,052-462-8311
名鉄イン名古屋桜通,107886,,,35.17307828,136.8860355,愛知県名古屋市中村区名駅3-17-21,052-586-3434
東横ＩＮＮ名古屋駅桜通口本館,108312,,,35.17365043,136.8855688,愛知県名古屋市中村区名駅3-16-1,052-571-1045
ナインアワーズ名古屋駅,177963,,,35.17453704,136.8843811,愛知県名古屋市中村区名駅2-42-2,050-1807-3340
天然温泉　名城金鯱の湯　スーパーホテル名古屋天然温泉　新幹線口,182778,,,35.17477795,136.8788872,愛知県名古屋市中村区亀島2丁目12番1,052-558-9000
ニュー松竹梅ホテル,136842,,,35.16727597,136.8782336,愛知県名古屋市中村区太閤4-1-17,052-451-4130
心乃宿（こころのやど）,167612,,,35.1705581,136.8759093,愛知県名古屋市中村区則武2-16-4,052-462-8736
料理旅館なごや花亭美よし,14573,,,35.17064108,136.8758919,愛知県名古屋市中村区則武2-16-3,052-452-3418
三井ガーデンホテル名古屋プレミア,153118,,,35.1702196,136.8870721,愛知県名古屋市中村区名駅4-11-27,052-587-1131
Ｓｔａｔｉｏｎ　Ｉｎｎ　Ｎａｇｏｙａ,80570,,,35.1742698,136.8854327,愛知県名古屋市中村区名駅3-11-18,052-541-4431
ザ　ロイヤルパーク　キャンバス　名古屋,142879,,,35.172028,136.887083,愛知県名古屋市中村区名駅3-23-13,052-300-1111
東横ＩＮＮ名古屋駅桜通口新館,187921,,,35.1736519,136.8861763,愛知県名古屋市中村区名駅3-9-17,052-562-1045
ホテルリブマックスＢＵＤＧＥＴ名古屋太閤通口,167562,,,35.1672835,136.8773564,愛知県名古屋市中村区太閤4-9-25,052-452-0900
ビジネス太閤,149436,,,35.1662337,136.879423,愛知県名古屋市中村区太閤3-7-80,052-452-7726
千代倉　ＨＯＴＥＬ　ＳＨＵＫＵ　名古屋,182651,,,35.1681274,136.8763922,愛知県名古屋市中村区竹橋町10-18,052-526-8829
名鉄イン名古屋駅前,67937,,,35.17603894,136.8812663,愛知県名古屋市西区名駅2-21-12,052-571-3434
ベッセルホテルカンパーナ名古屋　サウナ付大浴場（名古屋駅桜通口）,167499,,,35.17578484,136.8835739,愛知県名古屋市中村区名駅2-30-7,052-569-0011
ダイワロイネットホテル名古屋駅前,68242,,,35.16684564,136.8856607,愛知県名古屋市中村区名駅南1-23-20,052-541-3955
三木屋　＾,190060,,,35.169421,136.8751656,愛知県名古屋市中村区竹橋町18-15　三木屋,080-4385-6777
天然温泉　とろとろ美肌の湯　スーパーホテルＰｒｅｍｉｅｒ名古屋天然温泉桜通口,183360,,,35.1738384,136.8870833,愛知県名古屋市中村区名駅3-8-20,052-561-9001
竹橋別邸,197867,,,35.169625,136.8748165,愛知県名古屋市中村区竹橋町29-5,052-433-5281
ビジネスホテル大吉,179288,,,35.16620372,136.8777274,愛知県名古屋市中村区太閤4-4-14 ,052-452-4536
グランドベース名古屋駅西,179661,,,35.1678598,136.8756727,愛知県名古屋市中村区竹橋町22-10,092-292-2431
くれたけインプレミアム名駅南,180545,,,35.16638301,136.8865697,愛知県名古屋市中村区名駅南1-23-9,052-562-1211
三交インＧｒａｎｄｅ名古屋－ＨＯＴＥＬ＆ＳＰＡ－,179107,,,35.17239561,136.8888553,愛知県名古屋市中村区名駅３丁目２１番７号,052-564-1135
ホテルリブマックス名古屋桜通口,176582,,,35.17533603,136.8868777,愛知県名古屋市西区那古野2-26-4,052-583-1170
ワシントンＲ＆Ｂホテル名古屋駅前,181174,,,35.16647054,136.8868871,愛知県名古屋市中村区名駅南1-19-19,052-564-4040
古民家宿　菊の屋,180310,,,35.1696793,136.8739871,愛知県名古屋市中村区竹橋町32-4,052-750-0722
菊の屋　はなれ,180311,,,35.1696793,136.8739871,愛知県名古屋市中村区竹橋町32-4,052-750-0722
コンパスホテル名古屋,172060,,,35.16896575,136.888811,愛知県名古屋市中村区名駅4-22-21,052-581-2211
ＳＡＭＵＲＡＩ　ＨＯＵＳＥ３,181304,,,35.1669854,136.875095,愛知県名古屋市中村区上米野町1-9,050-3708-3636
イビススタイルズ名古屋,181187,,,35.16901211,136.8892708,愛知県名古屋市中村区名駅4丁目22-24,052-571-0571
Ｉｘｙｚ杜,177705,,,35.1669278,136.8749245,愛知県名古屋市中村区上米野町1-12,052-526-9760
コンフォートホテル名古屋名駅南,181242,,,35.16693655,136.8884575,愛知県名古屋市中村区名駅南1-14-16,052-581-7211
ビジネスホテルオイセ,139818,,,35.16468722,136.877371,愛知県名古屋市中村区太閤5-8-11 TEL 052-451-0509,052-451-0509
ストリングスホテル　名古屋,151064,,,35.16420955,136.8843327,愛知県名古屋市中村区平池町4-60-7,052-589-0577
太閤　ｄｅ　Ｈｏｕｓｅ／民泊,174771,,,35.16364853,136.8808922,愛知県名古屋市中村区太閤2-1-12,090-9922-2099
パレス名古屋,348,,,35.1638902,136.8789523,愛知県名古屋市中村区太閤3-10-6,052-452-7000
中村宿／民泊,195010,,,35.1634121,136.8793365,愛知県名古屋市中村区太閤2-12-4,03-6231-0330
ニッコースタイル名古屋,179617,,,35.16980783,136.8910599,愛知県名古屋市中村区名駅5-20-13,052-211-8050
ＫＩＫＵＮＯＹＡ－ｈａｋｕｇａ－,196248,,,35.170011,136.8718566,愛知県名古屋市中村区中島町3-51-1,080-5139-1753
ホテルリブマックス名駅,164656,,,35.1664423,136.8895609,愛知県名古屋市中村区名駅南1-11-5-1,052-571-2260
Ｂｅｌｌａ　Ｖｉｔａ　＾,199556,,,35.1629432,136.8811526,愛知県名古屋市中村区太閤2-3-7　ベラビータ,070-1623-4726
ＳＡＭＵＲＡＩ　ＨＯＵＳＥ　２,176962,,,35.1664473,136.8732936,愛知県名古屋市中村区上米野町3-28-2,050-3708-3636
ハミルトンホテル-ブルー名駅南-,172988,,,35.1662982,136.8896076,愛知県名古屋市中村区名駅南1-11-8,052-433-8310
柚子屋　＾,195770,,,35.1641524,136.8760279,愛知県名古屋市中村区太閤5-18-14,052-265-9836
ＳＡＭＵＲＡＩ　ＨＯＵＳＥ,165722,,,35.1708162,136.8714263,愛知県名古屋市中村区中島町2-39-5,050-3708-3636
くれたけインプレミアム名古屋納屋橋,162756,,,35.16776321,136.891297,愛知県名古屋市中村区名駅南1丁目2番12号,052-561-1211
名古屋プリンスホテル　スカイタワー,163007,,,35.1622605,136.8836895,愛知県名古屋市中村区平池町グローバルゲート31階,052-565-1110
ビジネスホテル　アップル,7400,,,35.16649185,136.8719507,愛知県名古屋市中村区黄金通1-22,052-461-5151
かね秀旅館,30755,,,35.16627084,136.8909853,愛知県名古屋市中村区名駅南1-10-2,052-541-2591
名古屋ビーズホテル,18984,,,35.16930388,136.8929433,愛知県名古屋市中区錦1-16-2,052-220-3131
名古屋　ニューローレンホテル,4651,,,35.16996214,136.8930655,愛知県名古屋市中区錦1-8-40,052-211-4581
ホテルＪＡＬシティ名古屋　錦,168454,,,35.1687262,136.8928251,愛知県名古屋市中区錦1-16-36,052-204-2580
東横ＩＮＮ名古屋名駅南,166164,,,35.1649342,136.8907331,愛知県名古屋市中村区名駅南2-3-30,052-583-1045
Ｍ２６４名古屋駅１駅徒歩圏内＆最寄り駅徒歩２分最大３人／民泊,194624,,,35.1679815,136.8701769,愛知県名古屋市中村区太閤通4-24　グランディール名駅605号,052-325-5689
Ｍ２３３駅近＆繁華街名古屋駅エリアから１駅徒歩圏内＆最大３人／民泊,194625,,,35.1679815,136.8701769,愛知県名古屋市中村区太閤通4-24　グランディール名駅305号,052-325-5689
ＲＭ２３３名駅１駅＆駅近｜静謐と利便性を兼ね備えた滞在空間｜３名様まで　＾,199846,,,35.1679921,136.870163,愛知県名古屋市中村区太閤通4-24- グランディール名駅３０５,052-325-5689
ＲＭ２６４名駅至近の洗練空間｜太閤通駅徒歩圏・３名様まで　＾,199847,,,35.1679921,136.870163,愛知県名古屋市中村区太閤通4-24- グランディール名駅６０５,052-325-5689
ジャストインプレミアム名古屋駅,158731,,,35.17304961,136.8931223,愛知県名古屋市中区丸の内一丁目13番9号,052-232-0003
ＫＩＫＵＮＯＹＡ－－ｓｏｒａ－,198481,,,35.1698986,136.8696247,愛知県名古屋市中村区中島町4-15-1,080-5139-1753
喫茶、食堂、民宿。なごのや,180163,,,35.1763222,136.8916488,愛知県名古屋市西区那古野1-6-13,052-551-6800
リッチモンドホテル名古屋納屋橋,28356,,,35.1677735,136.8930156,愛知県名古屋市中区栄1-2-7,052-212-1055
ＯＲＩＧＡＭＩ　ＳＴＡＹ　－大正町－　＾,168861,,,35.1622083,136.8749511,愛知県名古屋市中村区大正町3-39-6　ＯＲＩＧＡＭＩ　ＳＴＡＹ,070-1623-4726
コートヤード・バイ・マリオット名古屋,183489,,,35.1657734,136.8926211,愛知県名古屋市中区栄1-17-6,052-228-2220
ｍｉｎｐａｋｕ　Ｂｌａｎｃｏ本陣／民泊,191222,,,35.17672595,136.8707408,愛知県名古屋市中村区松原町1-49-1　ｍｉｎｐａｋｕ　Ｂｌａｎｃｏ本陣,080-3342-4698
ランプライトブックスホテル名古屋,164918,,,35.1698589,136.8944677,愛知県名古屋市中区錦1-13-18,052-231-7011
ＤＥＬ　ｓｔｙｌｅ名古屋納屋橋　ｂｙ　Ｄａｉｗａ　Ｒｏｙｎｅｔ　Ｈｏｔｅｌ,166257,,,35.1662358,136.8934446,愛知県名古屋市中区栄1-2-27,052-211-6186
ＯＲＩＧＡＭＩ　ＳＴＡＹ　－二ツ橋町－　＾,171087,,,35.1656395,136.8699165,愛知県名古屋市中村区二ツ橋町1-40-5　ＮＡＧＯＹＡ　ＯＲＩＧＡＭＩ　ＳＴＡＹ　Ｆｕｔａｔｓｕｂａｓｈｉ,070-1623-4726
─都心の天然温泉─　名古屋クラウンホテル,622,,,35.16660699,136.8938961,愛知県名古屋市中区栄1-8-33,052-211-6633
Ｘ１０１　名古屋駅徒歩圏内貸切戸建広々１０９　平米最大１２名　＾,194451,,,35.1819953,136.8812411,愛知県名古屋市西区則武新町2-10-4　ミネハウス　則武新町,052-325-5689
ヒルトン名古屋,1410,,,35.16754301,136.8946099,愛知県名古屋市中区栄1-3-3,052-212-1111
名古屋観光ホテル,2046,,,35.16904841,136.8952598,愛知県名古屋市中区錦1-19-30,052-231-7711
Ｍ１０２　名古屋駅周辺庭付き町屋、最寄り駅徒歩３分最大８名　＾,194452,,,35.1754322,136.868486,愛知県名古屋市中村区大秋町1-37-4　ミネハウス　大秋町,052-325-5689
名古屋駅前／Ｈｏｓｔｅｌ７５８／民泊,174225,,,35.1593875,136.8860281,愛知県名古屋市中川区運河町１-27 フォンテイーヌ758,080-9385-9385
三交イン名古屋伏見,71946,,,35.16726251,136.8956876,愛知県名古屋市中区栄1-7-7,052-220-3517
ＫＯＫＯ　ＨＯＴＥＬ　名古屋丸の内（旧：ホテルウィングインターナショナル名古屋）,53424,,,35.17244528,136.8966707,愛知県名古屋市中区錦1-4-11,052-201-6011
変なホテルプレミア名古屋　伏見駅前,184235,,,35.17072855,136.8969098,愛知県名古屋市中区錦1-10-10,050-5369-8300
ユーキホテル,7281,,,35.17054273,136.8969318,愛知県名古屋市中区錦1-10-11,052-231-0101
ダイワロイネットホテル名古屋伏見,168599,,,35.16796746,136.8966094,愛知県名古屋市中区栄1-5-21,052-265-6186
東横ＩＮＮ名古屋丸の内,55447,,,35.17665311,136.8957401,愛知県名古屋市中区丸の内1-4-20,052-223-1045
ホテル・アンドルームス名古屋伏見,172380,,,35.17162017,136.8975715,愛知県名古屋市中区錦2-8-28,052-218-3611
アパホテル〈名古屋丸の内駅前〉,40551,,,35.1736693,136.8974375,愛知県名古屋市中区丸の内2丁目17番28号,0570-079-311
ＫＯＭＯＲＥＢＩ　ＳＱＵＡＲＥ　ＯＳＵ／民泊,190413,,,35.16133689,136.8931831,愛知県名古屋市中区大須1-15-48　ＫＯＭＯＲＥＢＩ　ＳＱＵＡＲＥ　ＯＳＵ,070-1623-4726
ＢＲＩＬＬＩＡＮＣＥ　ＨＯＴＥＬ,188304,,,35.175249,136.8971817,愛知県名古屋市中区丸の内2-9-31,052-212-9257
大吉屋本館　ワンフロア貸し切り部屋　名駅離れ,197129,,,35.1717407,136.8648359,愛知県名古屋市中村区日吉町16-1,090-9498-9452
ハミルトンホテル　－ブラック－,970,,,35.16620433,136.8971848,愛知県名古屋市中区栄1-11-17,052-231-8310
Ｉｘｙｚ別邸〜月夜見の宿、和風貸切旅館、プライベートサウナオプション　＾,170305,,,35.1686078,136.8650242,愛知県名古屋市中村区名楽町2-40,080-9673-3337
ウサツノ大須,184083,,,35.1610792,136.893323,愛知県名古屋市中区大須1-17-6,050-3554-8206
Ｓｈｏｗ和の宿つちや〜豊臣の隠れ茶の間〜,166224,,,35.1742044,136.8648658,愛知県名古屋市中村区道下町1-16-2,052-451-0028
グリーンリッチホテル名古屋錦　人工温泉・二股湯の華,180672,,,35.17193038,136.8986597,愛知県名古屋市中区錦2丁目7番4号,052-231-0020
アパホテル〈名古屋伏見駅北〉,183701,,,35.1708827,136.8993077,愛知県名古屋市中区錦2-10-12,0570-078-411
ＢＡＳＥ　ＬＡＹＥＲ　ＨＯＴＥＬ　ＮＡＧＯＹＡ　ＮＩＳＨＩＫＩ,196273,,,35.1715219,136.8997679,愛知県名古屋市中区錦2-6-30,052-265-7295
ｔｒｉｖｅ大須Ｅａｓｔ★駅チカ　最大８名宿泊可能／民泊,189716,,,35.1605604,136.8949239,愛知県名古屋市中区大須1-18-36　ｔｒｉｖｅ　ｏｓｕ　ｅａｓｔ,052-253-9148
プリンス　スマート　イン　名古屋栄,191545,,,35.1708504,136.8999953,愛知県名古屋市中区錦2丁目11番32号,050-3000-9910
コンフォートホテル名古屋伏見,165806,,,35.16892821,136.9007553,愛知県名古屋市中区錦2-19-14,052-201-2911
ＫＫＲホテル名古屋（国家公務員共済組合連合会名古屋共済会館）,15045,,,35.1807499,136.8968509,愛知県名古屋市中区三の丸1-5-1,052-201-3326
ハミルトンホテル　－レッド－,179,,,35.1671553,136.9006255,愛知県名古屋市中区栄2-7-5,052-203-8310
天然温泉　錦鯱の湯　ドーミーインＰＲＥＭＩＵＭ名古屋栄（ドーミーイン・御宿野乃　ホテルズグループ）,147710,,,35.16929028,136.9011799,愛知県名古屋市中区錦2-20-1,052-231-5489
一棟貸切宿Ｍａｃｈｉｙａ　Ｖｉｌｌａ　Ｇａｓｈｕ　／民泊,190575,,,35.1854685,136.8728872,愛知県名古屋市西区栄生2-7-21　Ｍａｃｈｉｙａ　Ｖｉｌｌａ　Ｇａｓｈｕ,080-5139-1753
Ｂ’ｐａｃ本陣,78163,,,35.18136297,136.8663452,愛知県名古屋市中村区高道町1-4-13,0120-398-085
Ａｎｅｃｉｓ本陣／民泊,195359,,,35.18080518,136.8655208,愛知県名古屋市中村区高道町4-3-22-2　Anecis本陣,080-4876-3501
ホテル　シルク・トゥリー名古屋,30837,,,35.1694013,136.9014981,愛知県名古屋市中区錦2-20-5,052-222-1113
ホテルトラスティ名古屋白川,350,,,35.16687935,136.9010427,愛知県名古屋市中区栄2-7-13 ヴィア白川内,052-221-7931
名古屋アパートメント大須　＾,199734,,,35.161831,136.8990725,愛知県名古屋市中区大須2-115　伏見ヨックスビル10階,050-1721-6996
アイリス愛知,109405,,,35.17690321,136.9009563,愛知県名古屋市中区丸の内2-5-10,052-223-3751
トラベロッジ名古屋栄,187554,,,35.1724535,136.9023109,愛知県名古屋市中区錦3-1-22,052-228-8410
ＴＯーＢＥ／民泊,194775,,,35.15874383,136.8962919,愛知県名古屋市中区大須1-32-12　ＴＯーＢＥ,070-1623-4726
ホテル名古屋ガーデンパレス,1670,,,35.17129,136.9026424,愛知県名古屋市中区錦3-11-13,052-957-1022
Ｏｓｕ２　ＳＴＡＹ／民泊,194797,,,35.1616861,136.8993985,愛知県名古屋市中区大須2-2-39,070-1623-4726
最大９名宿泊　１日１組貸切のノスタルジーなネオレトロホテル　ｔｒｉｖｅ　ｏｓｕ　ｋａｎｎｏｎ／民泊,185378,,,35.1609128,136.8988971,愛知県名古屋市中区大須2-10-33　ｔｒｉｖｅ　ｏｓｕ　ｋａｎｎｏｎ　201,052-253-9148
名古屋栄ワシントンホテルプラザ,1045,,,35.1678765,136.9025065,愛知県名古屋市中区栄3-1-32,052-243-0410
Ｘ１０３名古屋駅エリア＆中庭付き貸切戸建５部屋１９９平米大人数最適　＾,194949,,,35.1883342,136.8861266,愛知県名古屋市西区天神山町1-4　ミネハウス天神山町,052-325-5689
ホテル京阪　名古屋,177045,,,35.1730688,136.9032066,愛知県名古屋市中区錦3-2-1,052-954-0321
ＨＯＴＥＬ　ＥＲＥＮＯＡ,184246,,,35.170866,136.9034344,愛知県名古屋市中区錦3-12-29,052-951-1122
東横ＩＮＮ名古屋錦,108311,,,35.17218714,136.9033951,愛知県名古屋市中区錦３－９－３,052-953-1045
白龍旅館,7618,,,35.16150216,136.9002013,愛知県名古屋市中区大須2-3-45,052-231-6969
サウナ＆カプセル　フジ栄,74610,,,35.16918471,136.903573,愛知県名古屋市中区錦3-22-31,052-962-5711
ホテルアベスト大須観音駅前　羽ノ湯,4933,,,35.15916906,136.8985599,愛知県名古屋市中区大須2-24-45,052-231-0303
安心お宿　Ｎａｇｏｙａ　Ｍａｎ＆Ｗｏｍａｎ　栄駅前店,178541,,,35.16990431,136.9037746,愛知県名古屋市中区錦3-19-21　　,052-950-7332
エスパシオナゴヤキャッスル,196864,,,35.1853182,136.8956211,愛知県名古屋市西区樋の口町3番19号,052-521-2121
ワシントンＲ＆Ｂホテル名古屋錦,18162,,,35.17294263,136.9039589,愛知県名古屋市中区錦3-2-13,052-973-1717
大吉屋日赤館ー名駅そばの一棟貸し,197142,,,35.171674,136.8588691,愛知県名古屋市中村区中村町3-29-5,070-9301-5825
中村町ＳＴＡＹ　＾,199507,,,35.1724778,136.8585946,愛知県名古屋市中村区中村町2-105,070-1623-4726
ホテルランドマーク名古屋,7519,,,35.16985133,136.9046479,愛知県名古屋市中区錦3-18-25,052-962-0009
名古屋ガーランドホテル,8583,,,35.16735716,136.9042869,愛知県名古屋市中区栄3-9-6,052-242-6363
ケイアイコンホテルズ　丸の内　＾,185668,,,35.17529,136.904216,愛知県名古屋市中区丸の内3-16-2　第22プロスパー丸の内,052-253-7871
ＫＯＫＯ　ＨＯＴＥＬ　名古屋栄　Ｓｏｕｔｈ（旧：ホテルウィングインターナショナルセレクト名古屋栄）,161264,,,35.1660628,136.9041257,愛知県名古屋市中区栄3-12-23-2,052-857-4488
名鉄イン名古屋錦,67307,,,35.17269545,136.9047922,愛知県名古屋市中区錦3丁目3-22,052-951-3434
ホテルマイステイズ名古屋錦,167168,,,35.171906,136.9049983,愛知県名古屋市中区錦3-8-21,052-855-2085
東京第一ホテル錦,5872,,,35.169868,136.9050089,愛知県名古屋市中区錦3-18-21,052-955-1001
天然温泉ホテルリブマックスＰＲＥＭＩＵＭ名古屋丸の内,182569,,,35.1747176,136.9046111,愛知県名古屋市中区丸の内3-16-20,052-950-2800
グランドベース大須,179284,,,35.16152585,136.9022342,愛知県名古屋市中区大須3-1-79,092-292-2431
ホテルビスタ名古屋［錦］,161223,,,35.172938,136.9051605,愛知県名古屋市中区錦3-3-15,052-951-8333
駐車場無料　名古屋のお宿　ＳＴＡＹ　ＩＮＮ　ＮＡＧＯＹＡ,171884,,,35.15405656,136.8936609,愛知県名古屋市中区松原3-1-8,052-684-4441
Ｗｉｎｚ久屋大通／民泊,184982,,,35.1750074,136.9049064,愛知県名古屋市中区丸の内3-16-14　Ｗｉｎｚ　Ｈｉｓａｙａ　Ｏｄｏｒｉ,090-3150-0678
西鉄ホテル　クルーム名古屋,167718,,,35.1733308,136.9054038,愛知県名古屋市中区錦3丁目4-3,052-963-5959
三交イン名古屋錦〜四季乃湯〜,144939,,,35.17184752,136.90565,愛知県名古屋市中区錦三丁目7番23号,052-957-3537
プリンセスガーデンホテル栄,9584,,,35.1663934,136.9051396,愛知県名古屋市中区栄3-13-31,052-262-4111
ホテルアクテル名古屋錦,167179,,,35.17014749,136.9058265,愛知県名古屋市中区錦3-17-26,052-962-8080
名古屋栄グリーンホテル,1593,,,35.17026258,136.9058743,愛知県名古屋市中区錦3-17-26,052-951-8901
サウナ＆カプセルホテル　ウェルビー栄,17651,,,35.1663823,136.905659,愛知県名古屋市中区栄3-13-12,052-262-1126
ホテルナチュレ名古屋栄　紀州鉄道グループ,9082,,,35.17199279,136.9063004,愛知県名古屋市中区錦3-7-13,052-951-0841
ベッセルイン栄駅前（名古屋・栄）,167500,,,35.17127661,136.906334,愛知県名古屋市中区錦3-14-13,052-955-3131
Ｎ　ＨＯＴＥＬ,166547,,,35.15271115,136.8932161,愛知県名古屋市中川区山王1-2-20,052-332-0007
アパホテル〈名古屋栄駅前〉ＥＸＣＥＬＬＥＮＴ,17704,,,35.17119845,136.9068226,愛知県名古屋市中区錦3-15-30,0570-078-811
アパホテル〈名古屋栄北〉,167504,,,35.1750751,136.9064647,愛知県名古屋市中区丸の内3-18-30,0570-076-911
コンフォートイン名古屋栄駅前,188251,,,35.17070226,136.9070419,愛知県名古屋市中区錦3丁目16-30,052-951-1411
Ｒｓｔａｙ　ｏｓｕ　＾,195823,,,35.1546554,136.897732,愛知県名古屋市中区松原2-22-4　Ｒｓｔａｙ　ｏｓｕ,070-1623-4726
ＦＯＲＺＡ　ホテルフォルツァ名古屋栄,181850,,,35.1653431,136.9062863,愛知県名古屋市中区栄3-17-25,052-238-1588
ＫＯＫＯ　ＨＯＴＥＬ　名古屋栄,184125,,,35.1710046,136.9074644,愛知県名古屋市中区錦3-15-21,052-961-0082
トリップ＆スリープホステル,172478,,,35.15920148,136.9036172,愛知県名古屋市中区大須3-27-29,81522117027
ＧＯＬＤ　ＳＴＡＹ　名古屋　大須,184573,,,35.1554927,136.9000522,愛知県名古屋市中区橘1-4-35,052-331-0010
ホテル・アンドルームス名古屋栄,166452,,,35.1768155,136.9071477,愛知県名古屋市中区丸の内三丁目6-8,052-959-3211
ザ　タワーホテル　ナゴヤ,181297,,,35.1723452,136.908338,愛知県名古屋市中区錦3丁目6-15先,052-953-4450
