宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ホテルバリバリ伊勢佐木,184859,,,35.4418875,139.6289715,神奈川県横浜市中区伊勢佐木町4-109,045-334-8056
ホテルリブマックス横浜関内駅前,162847,,,35.4431245,139.634487,神奈川県横浜市中区蓬莱町2-3-5,045-252-3450
ホテルリブマックスＢＵＤＧＥＴ横浜関内,135465,,,35.44117091,139.6286817,神奈川県横浜市中区伊勢佐木町4-117,045-250-1510
ＴＯＫＹＯ　３６５　ＨＯＴＥＬ　横浜店,178949,,,35.4415491,139.6310134,神奈川県横浜市中区長者町5-73-4,045-252-2777
チサンホテル横浜伊勢佐木町,184051,,,35.4416023,139.6328382,神奈川県横浜市中区長者町5-53,045-262-2811
シタディーンハーバーフロント横浜,187080,,,35.4465883,139.6434956,神奈川県横浜市中区日本大通5-2,045-680-3322
Ｓｅｒｖｉｃｅ　Ａｐａｒｔｍｅｎｔ　１７０ｍ２　Ｃｅｎｔｅｒ　Ｙｏｋｏｈａｍａ／民泊,168948,,,35.4400957,139.6266051,神奈川県横浜市中区伊勢佐木町5－129　フルヤビル3Ｆ　Ｓｅｒｖｉｃｅ　Ａｐｔ　170ｍ2　Ｃｅｎｔｅｒ　Ｙｏｋｏｈａｍａ,080-5674-4489
横浜ウィークリー伊勢佐木町店,31898,,,35.44003904,139.6269363,神奈川県横浜市中区伊勢佐木町5-130,045-231-0021
横浜ウィークリー伊勢佐木町３,172427,,,35.43964344,139.6247489,神奈川県横浜市中区末吉町3-50-2,045-231-0021
Ｔａｂｉｓｔ　ＭＡＹＵＤＡＭＡ　ＣＡＢＩＮ,188098,,,35.4421566,139.6364219,神奈川県横浜市中区不老町1-4-6,045-263-9351
レンブラントスタイル横浜関内,861,,,35.4422238,139.6371892,神奈川県横浜市中区不老町1-2,045-681-4800
ホテルマイステイズ横浜,50196,,,35.43892657,139.6228767,神奈川県横浜市中区末吉町4-81,045-252-1311
横浜サービスアパートメント伊勢佐木町新館,137019,,,35.43902636,139.6253492,神奈川県横浜市中区伊勢佐木町6-143-12,045-231-0021
ホテル　インザムーン横浜【大人専用１８禁・ハピホテ提携】,163368,,,35.4815949,139.595529,神奈川県横浜市神奈川区羽沢町59-1,045-383-1511
ホテルコメント横浜関内,188179,,,35.4412413,139.6360836,神奈川県横浜市中区不老町2-7-2,045-222-0027
スーパーホテル横浜・関内,68609,,,35.4442626,139.6425109,神奈川県横浜市中区山下町195-1,045-650-9000
ホテルＪＡＬシティ関内　横浜,53714,,,35.44526786,139.6443822,神奈川県横浜市中区山下町72,045-661-2580
ハイアットリージェンシー横浜,178689,,,35.4458167,139.6452454,神奈川県横浜市中区山下町280-2,045-222-0100
ダイワロイネットホテル横浜公園,80777,,,35.44346545,139.6418582,神奈川県横浜市中区山下町204-1,045-664-3745
ホテル　アイマーレ　横浜伊勢佐木町,158605,,,35.43899739,139.6297056,神奈川県横浜市南区永楽町2-21-1,045-334-7373
東横ＩＮＮ横浜スタジアム前１,109218,,,35.44318492,139.6416722,神奈川県横浜市中区山下町205-1,045-277-1045
東横ＩＮＮ横浜スタジアム前２,108629,,,35.44301828,139.6417999,神奈川県横浜市中区山下町205-3,045-664-1045
Ｒｅｔｒｏｓｐｅｃｔ　Ｓｔａｙ　Ｙｏｋｏｈａｍａ,197789,,,35.4441993,139.6444611,神奈川県横浜市中区山下町156-2,050-8880-4077
Ｒｅｔｒｏｓｐｅｃｔ　Ｓｔａｙ　Ｋａｎｎａｉ　＾,199817,,,35.4403172,139.6380965,神奈川県横浜市中区扇町3-8-1 ベイサイド関内ビル３階,050-8880-4077
ＲＯＯＭ　ＩＮＮ　Ｓｈａｎｇｈａｉ,182700,,,35.44264743,139.6435241,神奈川県横浜市中区山下町214,045-664-2747
ＨＡＲＥ－ＴＡＢＩ　Ｔｒａｖｅｌｅｒ’ｓ　Ｉｎｎ　ＹＯＫＯＨＡＭＡ,188295,,,35.4423729,139.6438402,神奈川県横浜市中区山下町216　堀井ビル2F,045-306-7102
ホテルリブマックス横浜スタジアム前,182371,,,35.4421183,139.6436922,神奈川県横浜市中区山下町219-3,045-662-6390
ローズホテル横浜,18148,,,35.44405718,139.64683,神奈川県横浜市中区山下町77,045-681-3311
横浜ＮＯＩＥ,180093,,,35.4421654,139.6440889,神奈川県横浜市中区山下町220　緑苑ビル4F　(エレベータなし）,050-3615-7129
ｇｌｏｂａｌ　ｃａｂｉｎ横浜中華街（ドーミーインチェーン）,167844,,,35.4421291,139.6453213,神奈川県横浜市中区山下町166,045-226-5489
Ｒａｙ　Ｈｏｕｓｅ,164464,,,35.44253186,139.6461102,神奈川県横浜市中区山下町137,090-9812-7320
ホテルニューグランド,2013,,,35.44494328,139.6497353,神奈川県横浜市中区山下町10番地,045-681-1841
ＣＨＩＬＬＵＬＵ　ＣＯＦＦＥＥ　ＡＮＤ　ＨＯＳＴＥＬ,160975,,,35.44284123,139.6470833,神奈川県横浜市中区山下町188-12 2階,080-1174-1421
ホテルリブマックス横浜元町駅前,161013,,,35.44288422,139.6475953,神奈川県横浜市中区山下町187,045-662-1960
ＴＲＡＮ．ＳＣＥＮＤＥＲ　ＨＯＴＥＬ　Ｙｏｋｏｈａｍａ（２０２５年１１月１４日ＯＰＥＮ）,197381,,,35.4429567,139.6479264,神奈川県横浜市中区山下町81-3,045-415-0311
ザ・ゲートホテル横浜　ｂｙ　ＨＵＬＩＣ,192809,,,35.444525,139.6501368,神奈川県横浜市中区山下町11-3,045-264-6040
エスカル横浜,18980,,,35.44297682,139.649316,神奈川県横浜市中区山下町84,045-681-2141
ＳＨＩＫＡ　ＨＯＭＥ,197341,,,35.44188044,139.648175,神奈川県横浜市中区山下町106-15　シャルム横浜山下町,045-263-6183
東横ＩＮＮ横浜新子安駅前,107795,,,35.48614431,139.6534833,神奈川県横浜市神奈川区子安通2-240-32,045-451-2045
ＹｏｋｏｈａｍａＳｔａｙＰｒｅｍｉｅｒ,192710,,,35.4410171,139.6492843,神奈川県横浜市中区元町2-82　3階,045-212-9309
ｂｎｂ＋　横浜元町店,183595,,,35.4409177,139.6498423,神奈川県横浜市中区元町1-27-2いちご横濱元町ビル3階,050-5527-9348
ホテル　フィール,149397,,,35.44132338,139.6521103,神奈川県横浜市中区山手町184,045-622-7707
シンプルホテル共栄,179215,,,35.4388276,139.6385316,神奈川県横浜市中区寿町3-12-8,045-263-9190
ＨＯＴＥＬ　ＦＵＴＡＢＡ　＾,170575,,,35.4388176,139.6386673,神奈川県横浜市中区寿町3-12-9　ＨＯＴＥＬ　Ｆｕｔａｂａ,080-8042-6516
ひまわり館　＾,186228,,,35.4384842,139.6385858,神奈川県横浜市中区寿町3-12-14　ひまわり館,045-651-6092
Ａ　ＹＯＫＯＨＡＭＡ,164963,,,35.4386945,139.6398257,神奈川県横浜市中区松影町3-10-1,0120-045-155
Ｈｏｓｔｅｌ　Ｚｅｎ,70982,,,35.43849094,139.6393253,神奈川県横浜市中区松影町3-10-5第三ホテル浜松荘５階,045-342-9553
東横ＩＮＮＪｒ．横浜伊勢佐木長者町,183252,,,35.4372345,139.6300154,神奈川県横浜市南区真金町1-10-5,045-243-1802
Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｌａ　Ｃａｖａ　ゲストハウス　ラ・カーヴァ,168506,,,35.43799166,139.6386333,神奈川県横浜市中区松影町4-14-17,045-263-8788
４階広々コンドミ二アム。羽田空港より３０分。最寄り駅３分／民泊,174353,,,35.4382689,139.6232046,神奈川県横浜市中区伊勢佐木町7-153-2 ISEZAKI 7 401,090-3334-7459
２階広々コンドミ二アム。羽田空港より３０分。最寄り駅３分／民泊,174247,,,35.4382612,139.6232045,神奈川県横浜市中区伊勢佐木町7-153-2 ISEZAKI 7 201,090-3334-7459
３階広々コンドミ二アム。羽田空港より３０分。最寄り駅３分／民泊,174251,,,35.4382612,139.6232045,神奈川県横浜市中区伊勢佐木町7-153-2,090-3334-7459
ヨコハマホステルヴィレッジ　林会館,49253,,,35.4380472,139.6393086,神奈川県横浜市中区松影町3-11-2　三和ビル1F,045-663-3696
ホテル　ミライ,172107,,,35.43738896,139.6376866,神奈川県横浜市中区長者町1-1-14,045-662-8284
Ｙｏｋｏｈａｍａ　Ｇｕｅｓｔｈｏｕｓｅ　ＨＡＣＯ．ＴＡＴＡＭＩ．,168572,,,35.4379002,139.6425617,神奈川県横浜市中区石川町2-64（レセプション）,080-8147-9611
横浜ウィークリー大通り公園,191610,,,35.4364941,139.6235931,神奈川県横浜市南区高根町4-23-8　グランリーヴェル横濱大通公園,045-231-0021
ＧＲＡＮＤ　ＣＡＶＥ　ＭＯＴＯＭＡＣＨＩ,184716,,,35.4387239,139.6448622,神奈川県横浜市中区石川町1-14,011-374-4638
横濱本館・石川町　＾,175890,,,35.4381119,139.6439722,神奈川県横浜市中区石川町2-75－1　宿家横濱本館1Ｆ,070-2810-0900
Ｒｅｌａｘｉｎｇ　石川町　サウナ付き一棟貸しの宿／民泊,194711,,,35.4360917,139.6395205,神奈川県横浜市中区山手町205-24　Ｒｅｌａｘｉｎｇ　石川町,050-3748-0708
ＧＲＡＮＤ　ＣＡＶＥ　ＹＯＫＯＨＡＭＡ,178467,,,35.43656709,139.6417812,神奈川県横浜市中区石川町3-108-1,011-374-4638
横浜ザ・アパートメント,180094,,,35.43410976,139.6336007,神奈川県横浜市南区中村町1-55-7　ヒルサイドプレイス103,050-3615-7129
アネックス末広,135947,,,35.43434655,139.6238046,神奈川県横浜市南区浦舟町5-69-1,045-243-1215
ＳＡＭＵＲＡＩ　ＨＯＵＳＥ　ＹＯＫＯＨＡＭＡ／民泊,185645,,,35.4347084,139.646345,神奈川県横浜市中区麦田町1-17-6　101　ＳＡＭＵＲＡＩ　ＨＯＵＳＥ　ＹＯＫＯＨＡＭＡ,050-3561-2754
横浜ウィークリー吉野町店,28567,,,35.43185157,139.6174099,神奈川県横浜市南区睦町1-17-6,045-231-0021
旅館　松島,11378,,,35.4280275,139.6119197,神奈川県横浜市南区蒔田町863,045-731-2720
ホテルアソシア新横浜,69355,,,35.50751594,139.6170939,神奈川県横浜市港北区新横浜2-100-45,045-475-0011
新横浜グレイスホテル,13847,,,35.50890471,139.6186243,神奈川県横浜市港北区新横浜3-6-15,045-474-9520
新横浜フジビューホテル　スパ＆レジデンス,1429,,,35.50733812,139.6146469,神奈川県横浜市港北区新横浜2-3-1,045-473-0021
新横浜国際ホテル,921,,,35.50981845,139.6166466,神奈川県横浜市港北区新横浜3-18-1,045-473-1311
高濃度炭酸泉　ハナミズキの湯　スーパーホテル新横浜,56136,,,35.50826301,139.6144413,神奈川県横浜市港北区新横浜2-6-20,045-473-9000
東横ＩＮＮ新横浜駅前新館,69374,,,35.50684371,139.6141386,神奈川県横浜市港北区新横浜2-2-14,045-470-1045
新横浜プリンスホテル,19191,,,35.50973519,139.6192492,神奈川県横浜市港北区新横浜3-4,045-471-1111
東横ＩＮＮ新横浜駅前本館,69373,,,35.50719923,139.6139553,神奈川県横浜市港北区新横浜2-2-12,045-474-1045
ベストウェスタンホテルフィーノ新横浜,178162,,,35.50727385,139.6137808,神奈川県横浜市港北区新横浜2丁目2番11号,045-474-0171
ラグナスイート新横浜,80695,,,35.50840187,139.6139358,神奈川県横浜市港北区新横浜2-6-6,045-470-6677
新横浜ＳＫホテル,151063,,,35.5071392,139.6135962,神奈川県横浜市港北区新横浜２－２－９,045-476-0088
コートホテル新横浜,1747,,,35.50871016,139.613833,神奈川県横浜市港北区新横浜2-13-1,045-471-0505
ワシントンＲ＆Ｂホテル新横浜駅前,18170,,,35.51018226,139.6154939,神奈川県横浜市港北区新横浜2-15-20,045-478-1717
ダイワロイネットホテル新横浜,70195,,,35.51080726,139.6177993,神奈川県横浜市港北区新横浜3-17-1,045-473-4155
ホテルリブマックス新横浜,180432,,,35.51013167,139.614345,神奈川県横浜市港北区新横浜2-14-19,045-471-4100
ホテルＲＵＡＮ【大人専用１８禁・ハピホテ提携】,163210,,,35.5058004,139.611302,神奈川県横浜市港北区新横浜1-20-7,045-470-0234
Ｈｏｔｅｌ　ＺＡＬＡ,187259,,,35.5056556,139.6096314,神奈川県横浜市港北区新横浜1-27-9,045-474-5433
ＨＯＴＥＬ　Ｆａｉｒｙ横浜【大人専用１８禁・ハピホテ提携】,163238,,,35.505606,139.6091579,神奈川県横浜市港北区新横浜1-28-6,045-477-2245
ホテル　プラタナス新横浜,188224,,,35.5175994,139.6136742,神奈川県横浜市港北区北新横浜1-4-2,045-717-7717
Ｊ’ｓ　Ｈｏｕｓｅ／民泊,190425,,,35.49646847,139.6222613,神奈川県横浜市港北区篠原西町35-1-11　Ｊ’ｓ　Ｈｏｕｓｅ,03-6231-0330
ＴＲＡＶＥＬＥＲＺ　ＹＯＫＯＨＡＭＡ,191629,,,35.5100662,139.63187,神奈川県横浜市港北区菊名4-2-2-2Ｆ,03-6822-6655
ホテル縁道,179577,,,35.5312544,139.7032838,神奈川県川崎市川崎区宮本町2-25,044-589-5858
相鉄フレッサイン　川崎駅東口,51214,,,35.5302351,139.7019136,神奈川県川崎市川崎区砂子2-11-17,044-382-2031
東横ＩＮＮ川崎駅前砂子,108310,,,35.53170717,139.7022802,神奈川県川崎市川崎区砂子１－５－２３,044-222-1045
東横ＩＮＮ川崎駅前市役所通,108398,,,35.53020454,139.7015303,神奈川県川崎市川崎区砂子2-11-15,044-230-1045
天然温泉　扇浜の湯　ドーミーイン川崎（ドーミーイン・御宿野乃　ホテルズグループ）,176996,,,35.5290976,139.7031292,神奈川県川崎市川崎区東田町9-3,044-230-5489
川崎ホテルパーク,2912,,,35.5316739,139.7047355,神奈川県川崎市川崎区宮本町8-21,044-211-5885
川崎セントラルホテル,2913,,,35.52879363,139.7030913,神奈川県川崎市川崎区東田町9-1,044-246-7111
アパホテル〈ＴＫＰ京急川崎駅前〉,167226,,,35.53293757,139.7019798,神奈川県川崎市川崎区本町1-1-11,044-245-4791
スラッシュ川崎（ｓｌａｓｈ　川崎）,177428,,,35.5289521,139.7012863,神奈川県川崎市川崎区砂子2-9-7,050-3187-8557
京急ＥＸイン　京急川崎駅前,151404,,,35.53211238,139.7004527,神奈川県川崎市川崎区砂子1-3-1 京急川崎駅ビル「Wing kitchen」3F,044-246-3910
ホテル　サンロイヤル川崎,1284,,,35.53330146,139.7035494,神奈川県川崎市川崎区本町1-5-11,044-244-3711
ネストホテルオルト川崎駅前,160737,,,35.5285144,139.7006375,神奈川県川崎市川崎区砂子2-7-7,044-245-8886
ダイワロイネットホテル川崎,72861,,,35.52856857,139.699986,神奈川県川崎市川崎区砂子2-6-15,044-210-2055
ＨＯＴＥＬ　Ｇｌａｎ　Ｂａｌｉ　ＲＥＳＯＲＴ,187142,,,35.5339618,139.7040582,神奈川県川崎市川崎区本町1-4-4,044-589-7888
ＨＯＴＥＬ　Ｓａｌｏｎｅ【大人専用１８禁・ハピホテ提携】,163251,,,35.5332527,139.6999957,神奈川県川崎市川崎区駅前本町19-1,044-211-9700
東横ＩＮＮＪｒ．川崎駅前,182558,,,35.5340762,139.7013462,神奈川県川崎市川崎区駅前本町24-3,044-246-1045
ＨＯＴＥＬ　Ｃｉｔｙ【大人専用１８禁・ハピホテ提携】,163250,,,35.5335202,139.7000521,神奈川県川崎市川崎区駅前本町19-3,044-233-3299
ＳＡＫＥ　Ｋｕｒａ　Ｈｏｔｅｌ　川崎宿,198373,,,35.5342949,139.7047593,神奈川県川崎市川崎区本町2-8-2,044-210-0184
フレックステイイン川崎小川町,28896,,,35.52763812,139.7000916,神奈川県川崎市川崎区小川町15-9,044-245-9660
カプセル＆サウナ川崎ビッグ,68221,,,35.52770754,139.6996333,神奈川県川崎市川崎区小川町15-11,044-246-0008
川崎リバーホテル,1352,,,35.52738536,139.6997333,神奈川県川崎市川崎区小川町16-3,044-244-4611
パールホテル川崎,1038,,,35.52737145,139.6990195,神奈川県川崎市川崎区小川町16-9,044-221-8080
フレックステイイン川崎貝塚,28895,,,35.52600506,139.703497,神奈川県川崎市川崎区貝塚1-13-2,044-244-9499
川崎日航ホテル,2056,,,35.53009609,139.696764,神奈川県川崎市川崎区日進町１,044-244-5941
ホテルプラスホステル東京川崎,189157,,,35.526954,139.6985898,神奈川県川崎市川崎区小川町17-1,050-1720-0444
ＪＲ東日本ホテルメッツ川崎,1708,,,35.53115706,139.696214,神奈川県川崎市幸区堀川町72-2,044-540-1100
川崎ステーションイン,168444,,,35.52673226,139.6980208,神奈川県川崎市川崎区小川町17-11,044-222-1888
アールズフォレストイン,141291,,,35.52695606,139.6973534,神奈川県川崎市川崎区小川町11-2,044-211-6143
ホテルメトロポリタン川崎,177946,,,35.53058117,139.6954775,神奈川県川崎市幸区大宮町1-5,044-533-2121
レックスイン川崎,67196,,,35.52770746,139.6964697,神奈川県川崎市川崎区小川町6-8,0120-090-375
スカイハートホテル川崎,15429,,,35.52564941,139.6986002,神奈川県川崎市川崎区南町12-9,044-233-4400
グランデュールホテル,5073,,,35.52596318,139.6951727,神奈川県川崎市川崎区日進町16-1,044-244-5228
ホテルリブマックスＢＵＤＧＥＴ川崎駅前,130623,,,35.53173466,139.6916949,神奈川県川崎市幸区南幸町2-20-8,044-542-8686
